Instance,UserReleaseInstance,JobName,JobCount,MessageText,SchedulingDateTime [Jerusalem],StartDateTime [Jerusalem],SchedulingUser,LastChangeByUser,ReleaseUser,ClientID,WorkProcessNumber,WorkProcessID,BgdProcessingEvent,JobClassification,JobPriority,MessageClass,MessageNumber,MessageType,SystemID,SystemNumber,Host
vhcala4hci_A4H_00,,EU_PUT,103903,1:TABL|I|/MSFTSEN/USER_DATA,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,1:TABL|M|/MSFTSEN/TABNAME,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,1:TTYP|M|/MSFTSEN/T_TABNAME,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,1:TTYP|M|/MSFTSEN/T_WFITEM_HIST,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,1:FUGR|M|/MSFTSEN/APPLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,2:FUGR|M|/MSFTSEN/AUDITLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,3:FUGR|M|/MSFTSEN/CHANGEREQ,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,4:FUGR|M|/MSFTSEN/CHANGE_DOCS,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,5:FUGR|M|/MSFTSEN/GENERAL,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,6:FUGR|M|/MSFTSEN/JOBLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,7:FUGR|M|/MSFTSEN/SPOOL,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,8:FUGR|M|/MSFTSEN/TABDATA,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,9:FUGR|M|/MSFTSEN/WORKFLOW,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,10:FUGR|I|/MSFTSEN/USER_DATA,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,Lösche Baum für 2 Paket(e),"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,Tabelle EUIMPORT wurde gelöscht: 10 Einträge,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,Aktualisiere 10 Verwendungsnachweis(e),"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,Parallelverarbeitung mit 4 Prozessen,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,10% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLAUDITLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,20% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLGENERAL,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,30% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLJOBLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,40% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLSPOOL,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,50% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLCHANGEREQ,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,60% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLCHANGE_DOCS,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,70% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLAPPLOG,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,80% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLTABDATA,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,90% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLWORKFLOW,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,100% abgeschlossen - aktuelles Rahmenprogram: /MSFTSEN/SAPLUSER_DATA,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,1,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103903,Job finished,"7/14/2021, 3:10:39.000 AM","7/15/2021, 3:10:41.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,26129,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Job EU_REORG 01403903 started,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,"Step 001 started (program SAPRSLOG, variant , user ID DEVELOPER)","7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 01 Datum 20210715 - 014042,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 01 Datum 20210715 - 014042 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 02 Datum 20210715 - 014042,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 02 Datum 20210715 - 014042 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 03 Datum 20210715 - 014042,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Aktualisiere Nav.Index für lokale Klassen,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 03 Datum 20210715 - 014044 Dauer  000002 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 04 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 04 Datum 20210715 - 014044 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 06 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 06 Datum 20210715 - 014044 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 07 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 07 Datum 20210715 - 014044 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 08 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 08 Datum 20210715 - 014044 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 09 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 09 Datum 20210715 - 014044 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 10 Datum 20210715 - 014044,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,"0 entries deleted from CROSS, type Z","7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,398,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,"0 entries deleted from CROSS, type SPACE","7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,398,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Index Anzahl gelöschter Zeilen: 0,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,398,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Anzahl nicht inaktiver Programme: 0,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,398,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 10 Datum 20210715 - 014055 Dauer  000011 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 11 Datum 20210715 - 014055,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 11 Datum 20210715 - 014055 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 12 Datum 20210715 - 014055,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 12 Datum 20210715 - 014057 Dauer  000002 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 13 Datum 20210715 - 014057,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 13 Datum 20210715 - 014058 Dauer  000001 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 14 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 14 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 15 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 15 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 16 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 16 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 18 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 18 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 19 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 19 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 20 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 20 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 21 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 21 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 22 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 22 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 23 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 23 Datum 20210715 - 014058 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 24 Datum 20210715 - 014058,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 24 Datum 20210715 - 014107 Dauer  000009 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Start von Schritt 25 Datum 20210715 - 014107,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Ende  von Schritt 25 Datum 20210715 - 014107 Dauer  000000 s,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403903,Job finished,"7/14/2021, 4:40:39.000 AM","7/15/2021, 4:40:42.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,11493,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18334400,Job SAP_SLD_DATA_COLLECT 18334400 started,"7/14/2021, 9:33:44.000 PM","7/15/2021, 9:33:40.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,11,12165,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18334400,"Step 001 started (program RSLDAGDS, variant , user ID DEVELOPER)","7/14/2021, 9:33:44.000 PM","7/15/2021, 9:33:40.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,11,12165,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18334400,Job finished,"7/14/2021, 9:33:44.000 PM","7/15/2021, 9:33:40.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,11,12165,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,105801,Job EU_PUT 00105801 started,"6/23/2021, 3:10:58.000 AM","6/24/2021, 3:10:59.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,23867,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,105801,"Step 001 started (program SAPRSEUT, variant , user ID DEVELOPER)","6/23/2021, 3:10:58.000 AM","6/24/2021, 3:10:59.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,23867,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,105801,Job finished,"6/23/2021, 3:10:58.000 AM","6/24/2021, 3:10:59.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,11,23867,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,14440100,Job SAP_SLD_DATA_COLLECT 14440100 started,"6/23/2021, 5:44:01.000 PM","6/24/2021, 5:44:58.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,16017,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,14440100,"Step 001 started (program RSLDAGDS, variant , user ID DEVELOPER)","6/23/2021, 5:44:01.000 PM","6/24/2021, 5:44:58.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,16017,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,14440100,Job finished,"6/23/2021, 5:44:01.000 PM","6/24/2021, 5:44:58.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,16017,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1405603,Job EU_REORG 01405603 started,"6/23/2021, 4:40:57.000 AM","6/24/2021, 4:40:58.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,30460,,C,0,0,516,S,a4h,0,vhcala4hci
