Request,Description,Category,ClientID,Owner,Status,ObjectType,ObjectName,TableName,SystemID,SystemNumber,Instance,Host
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,FUGR,/MSFTSEN/JOBLOG,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,FUGR,/MSFTSEN/SPOOL,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,FUGR,/MSFTSEN/TABDATA,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,FUGR,/MSFTSEN/WORKFLOW,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,MSAG,/MSFTSEN/SENTINEL,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TABL,/MSFTSEN/CR_STATUS_RANGE,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TABL,/MSFTSEN/TABDATA_LOG,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TABL,/MSFTSEN/TABNAME,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TABL,/MSFTSEN/WFITEM_HIST,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TTYP,/MSFTSEN/T_CR_STATUS_RANGE,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TTYP,/MSFTSEN/T_TABDATA_LOG,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TTYP,/MSFTSEN/T_TABNAME,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900131,Sentinel Services - V0.0.21 - Package 7.5 (SAL),T,1,SENTINEL,R,TTYP,/MSFTSEN/T_WFITEM_HIST,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900114,Sentinel Services - V0.0.21 - Sample Role,T,1,SENTINEL,R,MERG,NPLK900111 20210422 091155 SENTINEL,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
NPLK900114,Sentinel Services - V0.0.21 - Sample Role,T,1,SENTINEL,R,ACGR,/MSFTSEN/SENTINEL_CONNECTOR,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
