EventOriginalType,EventOriginalSeverity,Dvc,DstIpAddr,DstPortNumber,EventMessage,SrcIpAddr,SrcPortNumber,EventProductVersion,NetworkRuleName,DvcAction,EventResult,TimeGenerated,DvcOriginalAction,ASimMatchingIpAddr,DstInterfaceName,SrcInterfaceName,NetworkIcmpType,NetworkIcmpCode,SrcUsername,NetworkDirection,NetworkSessionId,SrcNatIpAddr,SrcNatPortNumber,DstNatIpAddr,DstNatPortNumber,DstUsername,SessionId,EventSubType,NetworkDuration,NetworkBytes,EventResultDetails,EventOriginalResultDetails,SrcUsernameType,DstAppName,ThreatName,EventCount,EventStartTime,EventEndTime,EventVendor,EventProduct,EventType,EventSchema,EventSchemaVersion,DstUsernameType,NetworkProtocol,EventSeverity,Src,Dst,Duration,IpAddr,Rule,User
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64776 dst sct-bcc-scada:172.20.53.1/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64776 dst sct-cc-scada:172.20.52.2/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64909 dst sct-cc-scada:172.20.52.2/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/62867 dst sct-cc-scada:172.20.52.2/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64909 dst sct-bcc-scada:172.20.53.1/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/62867 dst sct-cc-scada:172.20.52.1/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64776 dst sct-cc-scada:172.20.52.1/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src osi_corp:10.1.50.4/64909 dst sct-cc-scada:172.20.52.1/53 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny tcp src osi_corp:172.17.252.95/51270 dst sct-cc-dmz:172.20.52.110/443 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.139/52919 dst routing:172.16.100.3/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/62464 dst routing:10.1.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.173/32887 dst routing:10.6.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.243/51473 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny tcp src ext-ccorp:172.20.55.81/37638 dst osi_corp:172.16.21.166/2103 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.238/47018 dst routing:172.16.100.3/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny tcp src ext-ccorp:172.20.55.81/41772 dst osi_corp:172.16.21.165/20000 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/55507 dst routing:10.5.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.158/53213 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src routing:10.81.88.5/54045 dst shared:172.20.19.83/8004 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/55508 dst routing:10.3.50.5/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src sct-cc-scada:172.20.52.21/42604 dst sct-bcc-wks:172.20.53.130/161 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.138/47920 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src dev-dmz:172.20.73.182/41194 dst routing:172.17.190.176/8443 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src sct-cc-scada:172.20.52.40/43662 dst sct-cc-wks:172.20.52.131/161 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.245/36734 dst routing:10.5.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:53 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:53 AM,11/3/2024 11:04:53 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.38/64392 dst routing:10.5.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src sct-bcc-scada:172.20.53.38/49466 dst sct-cc-wks:172.20.52.131/161 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src dev-dmz:172.20.72.22/60830 dst routing:52.182.143.212/443 by access-group ""NGFW_ONBOX_ACL"" [0xb7518c81, 0xab5b32a]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny tcp src osi_corp:172.17.252.56/57640 dst sct-cc-dmz:172.20.52.109/443 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.139/44830 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.189/60968 dst routing:10.1.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/51850 dst routing:10.1.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.141/35767 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.237/45659 dst routing:172.16.50.2/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src dev-dmz:172.20.72.21/51993 dst routing:199.232.214.172/80 by access-group ""NGFW_ONBOX_ACL"" [0xb7518c81, 0x5d48f523]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src dev-dmz:172.20.73.182/41434 dst routing:172.17.190.176/8443 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.38/64393 dst routing:172.16.50.3/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.182/54584 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.108/39823 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/51851 dst routing:10.5.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.242/42873 dst routing:10.3.50.5/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.9/40425 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.9/47403 dst routing:172.16.100.3/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.238/64854 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.73.180/36028 dst routing:172.16.30.5/161 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.38/64394 dst routing:10.3.50.5/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.4.10,-,-,"%FTD-4-106023:  Deny udp src sct-bcc-scada:172.20.53.35/49910 dst sct-bcc-wks:172.20.53.131/161 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src routing:172.20.36.13/58554 dst nefw-routing-temp:172.20.0.42/8530 by access-group ""NGFW_ONBOX_ACL"" [0x84953cae, 0x0]",-,-,-,-,Deny,Failure,11/3/2024 11:04:54 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:54 AM,11/3/2024 11:04:54 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny udp src dev-dmz:172.20.72.184/51852 dst routing:10.6.50.4/389 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xf99004e5]",-,-,-,-,Deny,Failure,11/3/2024 11:04:55 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:55 AM,11/3/2024 11:04:55 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
106023,4,172.20.255.254,-,-,"%FTD-4-106023:  Deny tcp src dev-dmz:172.20.72.131/58424 dst routing:172.17.190.13/1521 by access-group ""NGFW_ONBOX_ACL"" [0x66b44419, 0xc2f09170]",-,-,-,-,Deny,Failure,11/3/2024 11:04:55 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11/3/2024 11:04:55 AM,11/3/2024 11:04:55 AM,Cisco,ASA,NetworkSession,NetworkSession,0.2.4,-,-,Low,-,-,-,-,-,-
