TenantId,"TimeGenerated [UTC]",DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,"EndTime [UTC]",ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,"StartTime [UTC]",SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,CollectorHostName,Type,"_ResourceId",gcat,snpt,dnpt,susr,appName,appcat,appid,sid,catid,ipscat,ipspri,spycat,spypri,"fw_action",dpi,bid,"af_action","af_polid","af_policy","af_type","af_service","af_object",contentObject,fileid,uuid
"","1/31/2024, 6:30:58.065 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87530,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61715,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:58.116 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87531,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61716,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:58.645 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87532,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61718,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:58.645 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87533,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61717,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:58.696 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87535,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61719,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:58.696 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87534,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61720,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:59.054 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=56244;dnpt=443;fw_action=""forward"";dpi=1",,13903,284579,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,13490,,,,,,,,,,,9289,,"tcp/https","102 Category-""Trustworthy""","presence.teams.microsoft.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,56810,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,56244,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:30:59.183 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=44555;dnpt=443;fw_action=""forward"";dpi=1",,13903,284580,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,7726,,,,,,,,,,,4438,,"tcp/https","102 Category-""Trustworthy""","pub-ent-usnc-10-t.trouter.teams.microsoft.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,56812,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,44555,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:30:59.656 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87536,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61722,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:59.656 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87537,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61721,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:59.710 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87538,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61723,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:30:59.710 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87539,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61724,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:31:00.689 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87540,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61727,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:31:00.689 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87541,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61726,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:31:00.744 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87543,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61728,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:31:00.744 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",14,"Website Blocked",7,,"gcat=3;appName='General HTTPS';fw_action=""drop"";uuid=""00000000-0000-0009-1100-18CAA1A5A8AA""",,49177,87542,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,"tcp/https","102 Category-""Suspicious""","firehose.us-west-2.amazonaws.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,61729,1.2.3.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,WAN,,,"""Reputation: 40(Suspicious), Host: firehose.us-west-2.amazonaws.com, Command: Other HTTP Command Policy: My Content Filter, Info: 7685 """,,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,3,,,,"'General HTTPS'",,,,,,,,,"""drop""",,,,,,,,,,,"""00000000-0000-0009-1100-18CAA1A5A8AA"""
"","1/31/2024, 6:31:01.980 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=44382;dnpt=443;fw_action=""forward"";dpi=1",,13903,284581,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,1268,,,,,,,,,,,3997,,"tcp/https","102 Category-""Trustworthy""","teams.microsoft.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,56816,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,44382,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:02.129 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=45398;dnpt=443;fw_action=""forward"";dpi=1",,7927,284582,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,4850,,,,,,,,,,,7307,,"tcp/https","102 Category-""Trustworthy""",".ods.opinsights.azure.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,39088,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,45398,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:03.368 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=26702;dnpt=443;fw_action=""forward"";dpi=1",,7927,284583,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,6940,,,,,,,,,,,122772,,"tcp/https","102 Category-""Trustworthy""","clcloud.minimed.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,57858,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,26702,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:05.764 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=55133;dnpt=443;fw_action=""forward"";dpi=1",,9335,284584,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,12681,,,,,,,,,,,1377,,"tcp/https","102 Category-""Trustworthy""","init-p01md.apple.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,64337,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,55133,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:05.920 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=26535;dnpt=443;fw_action=""forward"";dpi=1",,9335,284585,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,15960,,,,,,,,,,,1557,,"tcp/https","102 Category-""Trustworthy""","init.ess.apple.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,54406,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,26535,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:05.920 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=14443;dnpt=443;fw_action=""forward"";dpi=1",,9335,284586,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,12629,,,,,,,,,,,1375,,"tcp/https","102 Category-""Trustworthy""","init-p01md.apple.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,54404,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,14443,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
"","1/31/2024, 6:31:06.037 PM",SonicWall,"NSA 3700","7.1.1-7044-R2918-HF46333",97,"Syslog Website Accessed",4,,"gcat=2;snpt=26703;dnpt=443;fw_action=""forward"";dpi=1",,13870,284587,,,,,,,,,X0,,X1,,,,,"a1:51:61:d1:12:f1",,,,,443,1.2.3.4,,,,,,,,,,,,,,,,,,,,7334,,,,,,,,,,,2553,,"tcp/https","102 Category-""Trustworthy""","teams.events.data.microsoft.com/",,,,,,,"a1:51:61:d1:12:f1",,,,,,,,,56817,1.2.3.4,,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,"""Default Access Rule LAN->WAN 5ef63db0e1fcbb87""",1.2.3.4,,1.2.3.4,,LAN,,WAN,,,"""Policy: My Content Filter, Info: 7428 , Reputation Type: Trustworthy""",,,,,,,,,,,,,,,,,,,,,,,,,,,18CAA1A5A8AA,OpsManager,,,CommonSecurityLog,,2,26703,443,,,,,,,,,,,"""forward""",1,,,,,,,,,,
