"TimeGenerated [Local Time]",Type,"_ResourceId",Operation,ObjectType,Object,EventType,EventSeverity,EventResult,NewValue,EventMessage,SrcIpAddr,ActorUsername,ActorUsernameType,EventCount,"EventStartTime [Local Time]","EventEndTime [Local Time]",EventProduct,EventVendor,EventSchemaVersion,EventSchema,Dvc,EventOriginalUid,IpAddr,User,Value
"9/24/2024, 7:35:13.688 PM","Illumio_Auditable_Events_CL",,"Agent paired","Cloud Resource",Agent,Other,Informational,Success,"{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6920000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","{""workload"":{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0"",""name"":null,""hostname"":""Gatling-Agent"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","Gatling-Agent",Simple,1,"9/24/2024, 7:35:13.688 PM","9/24/2024, 7:35:13.688 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/c2f0670b-d684-464b-a723-bf0856f6bbf1","10.6.16.96","Gatling-Agent","{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6920000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}"
"9/24/2024, 7:35:13.875 PM","Illumio_Auditable_Events_CL",,"Agent paired","Cloud Resource",Agent,Other,Informational,Success,"{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6400000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","{""workload"":{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748"",""name"":null,""hostname"":""Gatling-Agent"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","Gatling-Agent",Simple,1,"9/24/2024, 7:35:13.875 PM","9/24/2024, 7:35:13.875 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/c40b054e-8505-4959-b889-fd52155ea6cc","10.6.16.96","Gatling-Agent","{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6400000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}"
"9/24/2024, 7:35:14.155 PM","Illumio_Auditable_Events_CL",,"Agent paired","Cloud Resource",Agent,Other,Informational,Success,"{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6410000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","{""workload"":{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0"",""name"":null,""hostname"":""Gatling-Agent"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","Gatling-Agent",Simple,1,"9/24/2024, 7:35:14.155 PM","9/24/2024, 7:35:14.155 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/0091d402-09db-45b5-969a-72dadbcc606f","10.6.16.96","Gatling-Agent","{""online"":{""before"":null,""after"":true},""os_id"":{""before"":null,""after"":""ubuntu-x86_64-xenial""},""hostname"":{""before"":null,""after"":""Gatling-Agent""},""public_ip"":{""before"":null,""after"":""10.6.16.96""},""os_detail"":{""before"":null,""after"":""4.4.0-97-generic #120-Ubuntu SMP Tue Sep 19 17:28:18 UTC 2017 (Ubuntu 16.04.1 LTS)""},""secure_connect_settings"":{""before"":null,""after"":{""ike_version"":0,""support_nat"":true}},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""row_modified_at"":{""before"":null,""after"":""2024-09-25T02:35:12.6410000Z""},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":null,""network"":null}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}"
"9/24/2024, 7:35:15.020 PM","Illumio_Auditable_Events_CL",,"Workload interfaces updated","Cloud Resource","Workload_interfaces",Set,Informational,Success,"{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.61"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.61""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3d"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}","{""workload"":{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0"",""name"":null,""hostname"":""perf-workload-61"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","perf-workload-61",Simple,1,"9/24/2024, 7:35:15.020 PM","9/24/2024, 7:35:15.020 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/74a537d9-c7a3-4b6b-94b6-22bef04bbb68","10.6.16.96","perf-workload-61","{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.61"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.61""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/b0e87610-488d-47c0-8b7b-dbd590ba82f0/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3d"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}"
"9/24/2024, 7:35:15.054 PM","Illumio_Auditable_Events_CL",,"Workload interfaces updated","Cloud Resource","Workload_interfaces",Set,Informational,Success,"{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.59"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.59""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3b"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}","{""workload"":{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748"",""name"":null,""hostname"":""perf-workload-59"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","perf-workload-59",Simple,1,"9/24/2024, 7:35:15.054 PM","9/24/2024, 7:35:15.054 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/369f9d7d-6a2b-4f5e-80e2-d3b6c993864e","10.6.16.96","perf-workload-59","{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.59"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.59""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/5852011d-7a0c-44f6-81e3-6acd33341748/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3b"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}"
"9/24/2024, 7:35:15.111 PM","Illumio_Auditable_Events_CL",,"Workload interfaces updated","Cloud Resource","Workload_interfaces",Set,Informational,Success,"{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.60"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.60""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3c"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}","{""workload"":{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0"",""name"":null,""hostname"":""perf-workload-60"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96","perf-workload-60",Simple,1,"9/24/2024, 7:35:15.111 PM","9/24/2024, 7:35:15.111 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/34975a6b-9bbd-49d4-a004-92385d1c092b","10.6.16.96","perf-workload-60","{""workload_interfaces"":{""updated"":[{""resource"":{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":""10.0.0.60"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}},""changes"":{""cidr_block"":{""before"":null,""after"":8},""link_state"":{""before"":""unknown"",""after"":null},""network"":{""before"":null,""after"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b""}},""network_detection_mode"":{""before"":null,""after"":""single_private_brn""},""address"":{""before"":null,""after"":""10.0.0.60""},""default_gateway_address"":{""before"":null,""after"":""10.0.0.1""}}}],""created"":[{""href"":""/orgs/1/workloads/4316d5e8-4f7f-45c2-9b4a-aeaee49759b0/interfaces/eth0"",""name"":""eth0"",""address"":""fd00::200:a:0:3c"",""network"":{""href"":""/orgs/1/networks/89a3195f-2658-47ed-9a25-4c6d4cb02213"",""name"":""Corporate""}}]}}"
"9/24/2024, 7:35:18.865 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"{""sign_in_attempts_count"":{""before"":188,""after"":189}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",Unknown,"selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:18.865 PM","9/24/2024, 7:35:18.865 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/dd7cfdeb-cd12-4283-963e-125e67debca9",Unknown,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":188,""after"":189}}"
"9/24/2024, 7:35:18.865 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"{""sign_in_attempts_count"":{""before"":188,""after"":189}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",Unknown,"selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:18.865 PM","9/24/2024, 7:35:18.865 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/dd7cfdeb-cd12-4283-963e-125e67debca9",Unknown,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":188,""after"":189}}"
"9/24/2024, 7:35:18.865 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"{""sign_in_attempts_count"":{""before"":188,""after"":189}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}","10.6.16.64","selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:18.865 PM","9/24/2024, 7:35:18.865 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/dd7cfdeb-cd12-4283-963e-125e67debca9","10.6.16.64","selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":188,""after"":189}}"
"9/24/2024, 7:35:19.337 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,,,Unknown,"selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:19.337 PM","9/24/2024, 7:35:19.337 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/591f0b2d-b3c0-44f1-a823-8fe8ef91d2ba",Unknown,"selfserve@illumio.com",
"9/24/2024, 7:35:19.337 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,,,"10.6.16.64","selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:19.337 PM","9/24/2024, 7:35:19.337 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/591f0b2d-b3c0-44f1-a823-8fe8ef91d2ba","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:35:20.415 PM","Illumio_Auditable_Events_CL",,"Workload created","Cloud Resource",Workload,Create,Informational,Success,"{""name"":{""before"":null,""after"":""GatlingToolUMWL139176""},""description"":{""before"":null,""after"":""UnManaged WorkLoad Created via Gatling UtilsGatlingToolUMWL139176""},""hostname"":{""before"":null,""after"":""GatlingToolUMWL139176""},""public_ip"":{""before"":null,""after"":""67.233.95.75""},""online"":{""before"":null,""after"":true},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/eba9bc9a-0ee0-44ff-ab9f-3318fefd6f1a/interfaces/eth0"",""name"":""eth0"",""address"":""67.233.95.75"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","{""workload"":{""href"":""/orgs/1/workloads/eba9bc9a-0ee0-44ff-ab9f-3318fefd6f1a"",""name"":""GatlingToolUMWL139176"",""hostname"":""GatlingToolUMWL139176"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.64","selfserve@illumio.com",UPN,1,"9/24/2024, 7:35:20.415 PM","9/24/2024, 7:35:20.415 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/38dd6934-d685-49c4-bae1-3728b081b331","10.6.16.64","selfserve@illumio.com","{""name"":{""before"":null,""after"":""GatlingToolUMWL139176""},""description"":{""before"":null,""after"":""UnManaged WorkLoad Created via Gatling UtilsGatlingToolUMWL139176""},""hostname"":{""before"":null,""after"":""GatlingToolUMWL139176""},""public_ip"":{""before"":null,""after"":""67.233.95.75""},""online"":{""before"":null,""after"":true},""deleted"":{""before"":null,""after"":false},""label_ids_array"":{""before"":null,""after"":[]},""enforcement_mode"":{""before"":null,""after"":""visibility_only""},""log_traffic"":{""before"":null,""after"":false},""visibility_level"":{""before"":null,""after"":""flow_summary""},""server_roles"":{""before"":null,""after"":[]},""workload_interfaces"":{""created"":[{""href"":""/orgs/1/workloads/eba9bc9a-0ee0-44ff-ab9f-3318fefd6f1a/interfaces/eth0"",""name"":""eth0"",""address"":""67.233.95.75"",""network"":{""href"":""/orgs/1/networks/a11a0318-14c3-4453-a6e3-0856bd66910b"",""name"":""Corporate""}}]},""labels"":{""created"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}"
