"TimeGenerated [UTC]",EventCount,EventVendor,EventProduct,EventSchema,EventSchemaVersion,EventUid,"EventStartTime [UTC]","EventEndTime [UTC]",TargetUsername,TargetUserId,DvcFQDN,DvcIpAddr,DvcDomainType,DvcId,DvcAction,EventMessage,EventOriginalResultDetails,EventProductVersion,EventOriginalType,TargetIpAddr,HttpUserAgent,TargetAppName,TargetAppType,Type,EventResult,EventType,EventResultDetails,EventSeverity,EventSubType,TargetUsernameType,TargetUserType,Dvc,DvcHostname,Dst,SrcIpAddr,Src,IpAddr,DvcDomain,Application
"4/25/2024, 6:10:01.105 AM",1,Okta,Auth0,Authentication,"0.1.3","7267119b-02ca-11ef-b626-0050f259483e","4/25/2024, 6:05:00.355 AM","4/25/2024, 6:10:01.105 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.49.176",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.49.176","57.151.49.176","57.151.49.176","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 9:40:00.643 AM",1,Okta,Auth0,Authentication,"0.1.3","c876282c-02e7-11ef-b626-501ac58d5137","4/25/2024, 9:35:00.267 AM","4/25/2024, 9:40:00.643 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.182.243",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.182.243","172.171.182.243","172.171.182.243","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 8:50:02.137 AM",1,Okta,Auth0,Authentication,"0.1.3","cd660b7a-02e0-11ef-b626-cc60c860990a","4/25/2024, 8:45:00.299 AM","4/25/2024, 8:50:02.137 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.190.43",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.190.43","172.171.190.43","172.171.190.43","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 6:35:01.446 AM",1,Okta,Auth0,Authentication,"0.1.3","f0c70399-02cd-11ef-b626-cc60c88d8c9b","4/25/2024, 6:30:00.292 AM","4/25/2024, 6:35:01.446 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.236.235.76",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.236.235.76","4.236.235.76","4.236.235.76","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 9:45:00.810 AM",1,Okta,Auth0,Authentication,"0.1.3","7b5b2f22-02e8-11ef-b626-14cb655b0d38","4/25/2024, 9:40:00.232 AM","4/25/2024, 9:45:00.810 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.157.211.22",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.157.211.22","4.157.211.22","4.157.211.22","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 9:35:01.602 AM",1,Okta,Auth0,Authentication,"0.1.3","16228b20-02e7-11ef-b626-0050f2591463","4/25/2024, 9:30:00.298 AM","4/25/2024, 9:35:01.602 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.182.243",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.182.243","172.171.182.243","172.171.182.243","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 7:05:00.955 AM",1,Okta,Auth0,Authentication,"0.1.3","216f08ad-02d2-11ef-b626-0050f258ffb2","4/25/2024, 7:00:00.331 AM","4/25/2024, 7:05:00.955 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.128.51",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.128.51","172.171.128.51","172.171.128.51","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 4:45:01.411 AM",1,Okta,Auth0,Authentication,"0.1.3","92de66ef-02be-11ef-b626-14cb655b4c27","4/25/2024, 4:40:00.390 AM","4/25/2024, 4:45:01.411 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.74.214",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.74.214","172.212.74.214","172.212.74.214","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 7:10:01.769 AM",1,Okta,Auth0,Authentication,"0.1.3","d4b6db13-02d2-11ef-b626-cc60c88da780","4/25/2024, 7:05:00.391 AM","4/25/2024, 7:10:01.769 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.128.254",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.128.254","172.171.128.254","172.171.128.254","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:00:00.952 AM",1,Okta,Auth0,Authentication,"0.1.3","93dd1c5a-02ea-11ef-b626-14cb652f38d3","4/25/2024, 9:55:00.386 AM","4/25/2024, 10:00:00.952 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.156.52.1",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.156.52.1","4.156.52.1","4.156.52.1","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:10:02.394 AM",1,Okta,Auth0,Authentication,"0.1.3","fa931307-02eb-11ef-b626-14cb655b3a2d","4/25/2024, 10:05:00.353 AM","4/25/2024, 10:10:02.394 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.79.247",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.79.247","172.212.79.247","172.212.79.247","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 4:55:01.676 AM",1,Okta,Auth0,Authentication,"0.1.3","f8bcf890-02bf-11ef-b626-501ac58d84fd","4/25/2024, 4:50:00.333 AM","4/25/2024, 4:55:01.676 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.236.231.218",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.236.231.218","4.236.231.218","4.236.231.218","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:15:02.065 AM",1,Okta,Auth0,Authentication,"0.1.3","ad0d8c24-02ec-11ef-b626-cc60c88df881","4/25/2024, 10:10:00.302 AM","4/25/2024, 10:15:02.065 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.79.247",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.79.247","172.212.79.247","172.212.79.247","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:05:01.754 AM",1,Okta,Auth0,Authentication,"0.1.3","473fae01-02eb-11ef-b626-0050f259337a","4/25/2024, 10:00:00.371 AM","4/25/2024, 10:05:01.754 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.156.52.1",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.156.52.1","4.156.52.1","4.156.52.1","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 7:35:00.977 AM",1,Okta,Auth0,Authentication,"0.1.3","52594bec-02d6-11ef-b626-cc60c88d8388","4/25/2024, 7:30:00.394 AM","4/25/2024, 7:35:00.977 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.156.129",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.156.129","172.171.156.129","172.171.156.129","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 5:20:01.016 AM",1,Okta,Auth0,Authentication,"0.1.3","763aa255-02c3-11ef-b626-0050f2590a10","4/25/2024, 5:15:00.287 AM","4/25/2024, 5:20:01.016 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.255.72.189",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.255.72.189","4.255.72.189","4.255.72.189","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:25:01.529 AM",1,Okta,Auth0,Authentication,"0.1.3","12235bc2-02ee-11ef-b626-14cb655b2825","4/25/2024, 10:20:00.329 AM","4/25/2024, 10:25:01.529 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.255.123.162",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.255.123.162","4.255.123.162","4.255.123.162","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:45:01.812 AM",1,Okta,Auth0,Authentication,"0.1.3","dd37b92d-02f0-11ef-b626-14cb655b4c28","4/25/2024, 10:40:00.309 AM","4/25/2024, 10:45:01.812 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.210.115.90",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.210.115.90","172.210.115.90","172.210.115.90","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 8:30:02.368 AM",1,Okta,Auth0,Authentication,"0.1.3","019058a4-02de-11ef-b626-cc60c860bd05","4/25/2024, 8:25:00.298 AM","4/25/2024, 8:30:02.368 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.74.214",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.74.214","172.212.74.214","172.212.74.214","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 5:25:01.799 AM",1,Okta,Auth0,Authentication,"0.1.3","29899448-02c4-11ef-b626-0050f258ffb2","4/25/2024, 5:20:00.349 AM","4/25/2024, 5:25:01.799 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.255.72.189",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.255.72.189","4.255.72.189","4.255.72.189","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 10:40:01.414 AM",1,Okta,Auth0,Authentication,"0.1.3","2a9f78f6-02f0-11ef-b626-a88c3efa0d2d","4/25/2024, 10:35:00.373 AM","4/25/2024, 10:40:01.414 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.210.115.90",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.210.115.90","172.210.115.90","172.210.115.90","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:00:02.804 AM",1,Okta,Auth0,Authentication,"0.1.3","f6c8152e-02f2-11ef-b626-cc60c88dd486","4/25/2024, 10:55:00.392 AM","4/25/2024, 11:00:02.804 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.249.241.241",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.249.241.241","52.249.241.241","52.249.241.241","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 8:45:01.172 AM",1,Okta,Auth0,Authentication,"0.1.3","18b70d86-02e0-11ef-b626-501ac58d46e0","4/25/2024, 8:40:00.355 AM","4/25/2024, 8:45:01.172 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.190.43",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.190.43","172.171.190.43","172.171.190.43","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 8:55:01.048 AM",1,Okta,Auth0,Authentication,"0.1.3","7f4d7e8c-02e1-11ef-b626-501ac58d84fd","4/25/2024, 8:50:00.302 AM","4/25/2024, 8:55:01.048 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.131.202",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.131.202","172.171.131.202","172.171.131.202","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:05:01.092 AM",1,Okta,Auth0,Authentication,"0.1.3","a8828c8b-02f3-11ef-b626-0050f2593376","4/25/2024, 11:00:00.355 AM","4/25/2024, 11:05:01.092 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.249.241.241",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.249.241.241","52.249.241.241","52.249.241.241","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 6:00:02.583 AM",1,Okta,Auth0,Authentication,"0.1.3","0ddc3728-02c9-11ef-b626-14cb655b35b1","4/25/2024, 5:55:00.318 AM","4/25/2024, 6:00:02.583 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.210.123.61",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.210.123.61","172.210.123.61","172.210.123.61","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:10:01.213 AM",1,Okta,Auth0,Authentication,"0.1.3","5b631c0f-02f4-11ef-b626-14cb652f2254","4/25/2024, 11:05:00.461 AM","4/25/2024, 11:10:01.213 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.157.230",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.157.230","172.171.157.230","172.171.157.230","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:25:00.666 AM",1,Okta,Auth0,Authentication,"0.1.3","7393a3b4-02f6-11ef-b626-cc60c88df881","4/25/2024, 11:20:00.389 AM","4/25/2024, 11:25:00.666 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.5.217",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.5.217","172.212.5.217","172.212.5.217","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 9:00:00.833 AM",1,Okta,Auth0,Authentication,"0.1.3","316e2947-02e2-11ef-b626-cc60c88dac06","4/25/2024, 8:55:00.392 AM","4/25/2024, 9:00:00.833 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.131.202",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.131.202","172.171.131.202","172.171.131.202","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:20:01.233 AM",1,Okta,Auth0,Authentication,"0.1.3","c106c00a-02f5-11ef-b626-0050f2599b0b","4/25/2024, 11:15:00.294 AM","4/25/2024, 11:20:01.233 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.92.40",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.92.40","172.171.92.40","172.171.92.40","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 6:30:01.362 AM",1,Okta,Auth0,Authentication,"0.1.3","3de06ea8-02cd-11ef-b626-cc60c88d8390","4/25/2024, 6:25:00.597 AM","4/25/2024, 6:30:01.362 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.92.87",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.92.87","172.171.92.87","172.171.92.87","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 7:15:01.190 AM",1,Okta,Auth0,Authentication,"0.1.3","872efe1e-02d3-11ef-b626-0050f259865d","4/25/2024, 7:10:00.359 AM","4/25/2024, 7:15:01.190 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.246.251.6",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.246.251.6","4.246.251.6","4.246.251.6","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:40:01.671 AM",1,Okta,Auth0,Authentication,"0.1.3","8ca0730f-02f8-11ef-b626-14cb652f2fdb","4/25/2024, 11:35:00.280 AM","4/25/2024, 11:40:01.671 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.12.186",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.12.186","57.151.12.186","57.151.12.186","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/25/2024, 11:30:01.779 AM",1,Okta,Auth0,Authentication,"0.1.3","26cd96d2-02f7-11ef-b626-cc60c88d8c9e","4/25/2024, 11:25:00.298 AM","4/25/2024, 11:30:01.779 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.249.238.145",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.249.238.145","52.249.238.145","52.249.238.145","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
