"action_s","TimeGenerated [UTC]",TenantId,SourceSystem,MG,ManagementGroupName,Computer,RawData,"modload_md5_s","fileless_scriptload_hash_s","fileless_scriptload_cmdline_length_d","fileless_scriptload_cmdline_s","scriptload_hash_s","scriptload_content_length_d","scriptload_content_s","incidentId_g","alert_id_g","securityEventCode_g","process_fork_pid_d","scriptload_effective_reputation_s","scriptload_publisher_s","scriptload_count_d","scriptload_reputation_s","scriptload_name_s","childproc_publisher_s","crossproc_name_s","crossproc_hash_s","crossproc_guid_s","crossproc_action_s","crossproc_publisher_s","crossproc_target_b","crossproc_reputation_s","process_publisher_s","filemod_name_s","filemod_hash_s","netconn_community_id_s","modload_md5_g","modload_publisher_s","modload_hash_s","modload_effective_reputation_s","modload_name_s","modload_sha256_s","modload_count_d","process_duration_d","crossproc_api_s","regmod_name_s","target_cmdline_s","childproc_username_s","childproc_pid_d","childproc_name_s","childproc_reputation_s","childproc_guid_s","childproc_hash_s","processDetails_targetCommandLine_s","local_ip_s","parent_reputation_s","netconn_inbound_b","createTime_s","eventTime_s","process_username_s","processDetails_parentName_s","type_s","device_name_s","process_path_s","event_origin_s","longDescription_s","parent_cmdline_s","processDetails_fullUserName_s","parent_pid_d","parent_path_s","backend_timestamp_s","device_external_ip_s","device_os_s","processDetails_parentPid_d","deviceDetails_deviceIpAddress_s","parent_hash_s","local_port_d","deviceDetails_msmGroupName_s","deviceDetails_deviceName_s","device_group_s","sensor_action_s","org_key_s","remote_ip_s","processDetails_processId_d","event_description_s","process_terminated_b","processDetails_commandLine_s","event_id_g","device_timestamp_s","deviceDetails_deviceType_s","process_cmdline_s","deviceDetails_deviceId_s","shortDescription_s","process_hash_s","process_guid_s","device_id_s","netconn_protocol_s","schema_d","eventType_s","remote_port_d","processDetails_parentCommandLine_s","eventId_g","process_reputation_s","netFlow_peerFqdn_s","netconn_domain_s","deviceDetails_deviceIpV4Address_s","process_pid_d","parent_guid_s","netFlow_peerIpAddress_s",Type,"_ResourceId"
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:09:46.537 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","\\?\globalroot\Device\NamedPipe","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:52:15 +0000 UTC","2023-08-09 03:51:31.8762212 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\tiworker.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\microsoft.net\framework64\v4.0.30319\ngen.exe",EDR,,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding","NT AUTHORITY\SYSTEM",4144,"c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\tiworker.exe","2023-08-09 03:52:15 +0000 UTC","11.12.11.12",WINDOWS,4144,"11.12.11.12","[""b2be3b43fd690efa386d9430564fe87b"",""20b814795e95bf20e7c2bf028563deb87304856e96948c17bb47636b32ee5953""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,2816,,false,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Ngen.exe  Update /Queue /Delay",,"2023-08-09 03:51:31.8762212 +0000 UTC",WINDOWS,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Ngen.exe  Update /Queue /Delay",6978457,,"[""b6c3fe33b436e5006514403824f17c66"",""a446d35f5e60bdae1a7117b71d90abb0fea424ee416b0e0ecd2c485dc5939a68""]","7DESJ9GN-006a7b99-00000b00-00000000-1d9ca74c7c68e25",6978457,,1,"endpoint.event.filemod",,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Ngen.exe  Update /Queue /Delay",,"REP_WHITE",,,"11.12.11.12",2816,"7DESJ9GN-006a7b99-00001030-00000000-1d9ca73f61fba79",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:10:34.512 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\programdata\microsoft\edgeupdate\log\microsoftedgeupdate.log","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 04:00:04 +0000 UTC","2023-08-09 03:59:12.0752622 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod","Win10-Logu","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe",EDR,,"C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule","NT AUTHORITY\SYSTEM",1180,"c:\windows\system32\svchost.exe","2023-08-09 04:00:04 +0000 UTC","10.20.30.40",WINDOWS,1180,"10.20.30.40","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,"Win10-Logu",,"ACTION_ALLOW",7DESJ9GN,,2880,,false,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,"2023-08-09 03:59:12.0752622 +0000 UTC",WINDOWS,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",6753239,,"[""608ee5e04b780ca18e9266c0ce7da3b2"",""945f276f4055cbc95dd9dbd29aeec98ec746410be0a082e59bb97454ccf1fc98""]","7DESJ9GN-00670bd7-00000b40-00000000-1d9ca75db12d5ce",6753239,,1,"endpoint.event.filemod",,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,"REP_WHITE",,,"10.20.30.40",2880,"7DESJ9GN-00670bd7-0000049c-00000000-1d9c5bbf66eff96",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_DELETE | ACTION_FILE_MOD_OPEN | ACTION_FILE_TRUNCATE | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_SET_SECURITY | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:09:46.475 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\windows\servicing\sessions\sessions.back.xml","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:52:15 +0000 UTC","2023-08-09 03:51:31.2824876 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\tiworker.exe",EDR,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p","NT AUTHORITY\SYSTEM",832,"c:\windows\system32\svchost.exe","2023-08-09 03:52:15 +0000 UTC","11.12.11.12",WINDOWS,832,"11.12.11.12","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,4144,,false,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"2023-08-09 03:51:31.2824876 +0000 UTC",WINDOWS,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",6978457,,"[""b2be3b43fd690efa386d9430564fe87b"",""20b814795e95bf20e7c2bf028563deb87304856e96948c17bb47636b32ee5953""]","7DESJ9GN-006a7b99-00001030-00000000-1d9ca73f61fba79",6978457,,1,"endpoint.event.filemod",,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"REP_WHITE",,,"11.12.11.12",4144,"7DESJ9GN-006a7b99-00000340-00000000-1d9c61cb88ac5fb",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:11:01.849 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Google LLC"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\users\vagrant\appdata\local\google\chrome\user data\default\network\4b3a434e-d82a-4098-8f2c-7bad5126e732.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:59:41 +0000 UTC","2023-08-09 03:58:04.7588814 +0000 UTC","CARBONBLACK\vagrant","c:\program files\google\chrome\application\chrome.exe","endpoint.event.filemod",carbonblack,"c:\program files\google\chrome\application\chrome.exe",EDR,,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --flag-switches-begin --flag-switches-end --origin-trial-disabled-features=WebGPU","CARBONBLACK\vagrant",6424,"c:\program files\google\chrome\application\chrome.exe","2023-08-09 03:59:41 +0000 UTC","10.2.3.40",WINDOWS,6424,"10.2.3.40","[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,6808,,false,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"2023-08-09 03:58:04.7588814 +0000 UTC",WINDOWS,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",5765373,,"[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]","7DESJ9GN-0057f8fd-00001a98-00000000-1d9c84deef61a38",5765373,,1,"endpoint.event.filemod",,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"REP_WHITE",,,"10.2.3.40",6808,"7DESJ9GN-0057f8fd-00001918-00000000-1d9c84deb83d245",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE","8/9/2023, 4:03:48.048 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\users\lab_localadmin\appdata\local\packages\microsoft.windows.cortana_cw5n1h2txyewy\localstate\devicesearchcache\appcache133360266492031745.txt","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:51:56 +0000 UTC","2023-08-09 03:50:50.1669032 +0000 UTC","client-cb2\lab_localadmin","c:\windows\system32\svchost.exe","endpoint.event.filemod","client-cb2","c:\windows\systemapps\microsoft.windows.cortana_cw5n1h2txyewy\searchui.exe",EDR,,"C:\windows\system32\svchost.exe -k DcomLaunch -p","client-cb2\lab_localadmin",796,"c:\windows\system32\svchost.exe","2023-08-09 03:51:56 +0000 UTC","100.200.30.40",WINDOWS,796,"100.200.30.40","[""9520a99e77d6196d0d09833146424113"",""dd191a5b23df92e12a8852291f9fb5ed594b76a28a5a464418442584afd1e048""]",,,"client-cb2",,"ACTION_ALLOW",7DESJ9GN,,1720,,false,"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",,"2023-08-09 03:50:50.1669032 +0000 UTC",WINDOWS,"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",4034605,,"[""c0e7c5918ec2c7dd14e7e39a02a7ce6d"",""d5c8579822ecedea4b3580ffd9f1f8d52717e5cfa35d0861f87c19219724defc""]","7DESJ9GN-003d902d-000006b8-00000000-1d9c82a99ccefb2",4034605,,1,"endpoint.event.filemod",,"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",,"REP_WHITE",,,"100.200.30.40",1720,"7DESJ9GN-003d902d-0000031c-00000000-1d9c82a3fa9ded8",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_SET_SECURITY | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:11:01.849 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Google LLC"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\users\vagrant\appdata\local\google\chrome\user data\default\network\4b3a434e-d82a-4098-8f2c-7bad5126e732.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:59:41 +0000 UTC","2023-08-09 03:58:04.8033745 +0000 UTC","CARBONBLACK\vagrant","c:\program files\google\chrome\application\chrome.exe","endpoint.event.filemod",carbonblack,"c:\program files\google\chrome\application\chrome.exe",EDR,,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --flag-switches-begin --flag-switches-end --origin-trial-disabled-features=WebGPU","CARBONBLACK\vagrant",6424,"c:\program files\google\chrome\application\chrome.exe","2023-08-09 03:59:41 +0000 UTC","10.2.3.40",WINDOWS,6424,"10.2.3.40","[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,6808,,false,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"2023-08-09 03:58:04.8033745 +0000 UTC",WINDOWS,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",5765373,,"[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]","7DESJ9GN-0057f8fd-00001a98-00000000-1d9c84deef61a38",5765373,,1,"endpoint.event.filemod",,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"REP_WHITE",,,"10.2.3.40",6808,"7DESJ9GN-0057f8fd-00001918-00000000-1d9c84deb83d245",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:11:01.849 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Google LLC"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\users\vagrant\appdata\local\google\chrome\user data\default\network\network persistent state~rfe23f6e0.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:59:41 +0000 UTC","2023-08-09 03:58:04.8181512 +0000 UTC","CARBONBLACK\vagrant","c:\program files\google\chrome\application\chrome.exe","endpoint.event.filemod",carbonblack,"c:\program files\google\chrome\application\chrome.exe",EDR,,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --flag-switches-begin --flag-switches-end --origin-trial-disabled-features=WebGPU","CARBONBLACK\vagrant",6424,"c:\program files\google\chrome\application\chrome.exe","2023-08-09 03:59:41 +0000 UTC","10.2.3.40",WINDOWS,6424,"10.2.3.40","[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,6808,,false,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"2023-08-09 03:58:04.8181512 +0000 UTC",WINDOWS,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",5765373,,"[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]","7DESJ9GN-0057f8fd-00001a98-00000000-1d9c84deef61a38",5765373,,1,"endpoint.event.filemod",,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"REP_WHITE",,,"10.2.3.40",6808,"7DESJ9GN-0057f8fd-00001918-00000000-1d9c84deb83d245",,"CarbonBlackEvents_CL",
"ACTION_FILE_RENAME","8/9/2023, 4:11:01.849 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Google LLC"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\users\vagrant\appdata\local\google\chrome\user data\default\network\4b3a434e-d82a-4098-8f2c-7bad5126e732.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:59:41 +0000 UTC","2023-08-09 03:58:04.8573478 +0000 UTC","CARBONBLACK\vagrant","c:\program files\google\chrome\application\chrome.exe","endpoint.event.filemod",carbonblack,"c:\program files\google\chrome\application\chrome.exe",EDR,,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --flag-switches-begin --flag-switches-end --origin-trial-disabled-features=WebGPU","CARBONBLACK\vagrant",6424,"c:\program files\google\chrome\application\chrome.exe","2023-08-09 03:59:41 +0000 UTC","10.2.3.40",WINDOWS,6424,"10.2.3.40","[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,6808,,false,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"2023-08-09 03:58:04.8573478 +0000 UTC",WINDOWS,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",5765373,,"[""cf21d03707b6dc86b222de4c6cfd655e"",""e2a5cbbfb8327e89c4b25de4951b36e7af6122a34af0e09f26536dea0861167b""]","7DESJ9GN-0057f8fd-00001a98-00000000-1d9c84deef61a38",5765373,,1,"endpoint.event.filemod",,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2104 --field-trial-handle=480,i,13280084768295366714,7213168752382104011,262144 /prefetch:8",,"REP_WHITE",,,"10.2.3.40",6808,"7DESJ9GN-0057f8fd-00001918-00000000-1d9c84deb83d245",,"CarbonBlackEvents_CL",
"ACTION_FILE_LAST_WRITE","8/9/2023, 4:10:33.677 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Dynamic Code Publisher"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\windows\assembly\nativeimages_v4.0.30319_64\temp\1150-0\system.windows.forms.dll","[""a354e897acbd0b63e13473309ac01b13"",""ef5a1b09958d6f7a300c99260d1abac899882f5266c61535c2fded7a91f38917""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:56:46 +0000 UTC","2023-08-09 03:56:27.9061982 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\microsoft.net\framework64\v4.0.30319\ngen.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe",EDR,,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems 2 /LegacyServiceBehavior","NT AUTHORITY\SYSTEM",5480,"c:\windows\microsoft.net\framework64\v4.0.30319\ngen.exe","2023-08-09 03:56:46 +0000 UTC","11.12.11.12",WINDOWS,5480,"11.12.11.12","[""b6c3fe33b436e5006514403824f17c66"",""a446d35f5e60bdae1a7117b71d90abb0fea424ee416b0e0ecd2c485dc5939a68""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,4432,,false,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 378 -InterruptEvent 0 -NGENProcess 304 -Pipe 214 -Comment ""NGen Worker Process""",,"2023-08-09 03:56:27.9061982 +0000 UTC",WINDOWS,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 378 -InterruptEvent 0 -NGENProcess 304 -Pipe 214 -Comment ""NGen Worker Process""",6978457,,"[""412a3fb0c25743da59375c1e298933ea"",""da1087ba2641efd77d85e5838aeb6c333e80caa9f24c889fd2de2e0b58f8d1a5""]","7DESJ9GN-006a7b99-00001150-00000000-1d9ca756db3d220",6978457,,1,"endpoint.event.filemod",,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 378 -InterruptEvent 0 -NGENProcess 304 -Pipe 214 -Comment ""NGen Worker Process""",,"REP_WHITE",,,"11.12.11.12",4432,"7DESJ9GN-006a7b99-00001568-00000000-1d9ca74c97a70cb",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_SET_SECURITY","8/9/2023, 4:06:05.422 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Mozilla Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\users\administrator\appdata\local\mozilla\firefox\profiles\7lol6o8r.default-release\cache2\doomed\1043","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:54:51 +0000 UTC","2023-08-09 03:54:07.7890109 +0000 UTC","SKOVILLE\Administrator","c:\program files\mozilla firefox\firefox.exe","endpoint.event.filemod","SKOVILLE\chilliseed","c:\program files\mozilla firefox\firefox.exe",EDR,,"""C:\Program Files\Mozilla Firefox\firefox.exe"" ","SKOVILLE\Administrator",384,"c:\program files\mozilla firefox\firefox.exe","2023-08-09 03:54:51 +0000 UTC","100.20.30.40",WINDOWS,384,"100.20.30.40","[""94ef2fadc18337ed24316f0244bca697"",""f293de7a58dc35a39df67d982301b0dd8016162a4188cf73d74adb15062d7524""]",,,"SKOVILLE\chilliseed",,"ACTION_ALLOW",7DESJ9GN,,4204,,false,"""C:\Program Files\Mozilla Firefox\firefox.exe""",,"2023-08-09 03:54:07.7890109 +0000 UTC",WINDOWS,"""C:\Program Files\Mozilla Firefox\firefox.exe""",6697320,,"[""94ef2fadc18337ed24316f0244bca697"",""f293de7a58dc35a39df67d982301b0dd8016162a4188cf73d74adb15062d7524""]","7DESJ9GN-00663168-0000106c-00000000-1d94fe7a378149d",6697320,,1,"endpoint.event.filemod",,"""C:\Program Files\Mozilla Firefox\firefox.exe""",,"REP_WHITE",,,"100.20.30.40",4204,"7DESJ9GN-00663168-00000180-00000000-1d94fe7a35ac9b6",,"CarbonBlackEvents_CL",
