2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 06:21:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:32:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:31:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:30:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:29:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:28:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:27:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:26:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:25:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:24:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:23:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:22:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:21:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:20:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:19:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:18:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:17:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:16:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:15:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:14:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:13:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:12:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:11:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:10:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:09:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:08:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:07:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:06:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:05:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:04:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:03:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:02:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:01:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:00:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:59:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:58:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:57:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:56:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:55:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:54:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:53:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:52:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:51:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:50:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:49:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:48:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:47:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:46:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:45:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:44:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:43:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:42:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:41:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:40:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:39:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:38:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:37:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:36:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:35:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:34:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:33:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:32:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:31:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:30:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:29:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:28:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:27:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:26:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:25:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:24:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:23:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:22:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:21:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:20:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:19:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:18:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:17:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:16:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:15:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:14:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:13:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:12:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:11:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:10:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:09:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:08:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:07:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:06:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:05:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:04:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:03:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:02:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:01:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 03:00:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:59:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:58:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:57:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:56:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:55:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:54:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:53:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:52:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:51:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:50:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:49:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:48:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:47:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:46:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:45:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:44:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:43:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:42:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:41:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:40:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
