samplehost1-b.SAMPLE.com :2011 Apr 19 17:11:12 UTC: %UCSM-6-LOG_CAPACITY: [F0461][info][log-capacity][sys/chassis-1/blade-7/mgmt/log-SEL-0] Log capacity on Management Controller on server 1/7 is very-low
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-3-CONFIGURATION_FAILURE: [F0327][major][configuration-failure][org-root/ls-test] Service profile test configuration failed due to insufficient-resources,mac-address-assignment,system-uuid-as
samplehost1-b.SAMPLE.com :2011 Apr 20 20:50:25 UTC: %UCSM-3-THERMAL_PROBLEM: [F0382][major][thermal-problem][sys/chassis-1/fan-module-1-1] Fan module 1/1-1 temperature: lower-critical
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253771][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253771][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253773][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253773][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253774][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253774][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253776][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253776][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253777][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253777][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253779][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost87-a.SAMPLE.com :2020 Sep 25 14:21:13 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_14687_A][28253779][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961582][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961582][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961584][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961584][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961585][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961585][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961587][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961587][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser1/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961588][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961588][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961590][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961590][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961591][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961591][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961593][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost0-b.SAMPLE.com :2020 Sep 25 14:23:44 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_196_B][27961593][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098003][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098003][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098005][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098005][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098006][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098006][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098008][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost11-b.SAMPLE.com :2020 Sep 25 14:24:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_42702_B][27098008][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:58 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420928][sys/user-ext/user-ucsc_anjali.aggarwal/role-read-only][sys/user-ext/user-ucsc_anjali.aggarwal/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:58 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420928][sys/user-ext/user-ucsc_anjali.aggarwal/role-read-only][sys/user-ext/user-ucsc_anjali.aggarwal/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:58 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420930][sys/user-ext/user-ucsc_anjali.aggarwal/role-admin][sys/user-ext/user-ucsc_anjali.aggarwal/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:58 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420930][sys/user-ext/user-ucsc_anjali.aggarwal/role-admin][sys/user-ext/user-ucsc_anjali.aggarwal/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420875][sys/user-ext/user-ucsc_sampleuser7/role-read-only][sys/user-ext/user-ucsc_sampleuser7/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420875][sys/user-ext/user-ucsc_sampleuser7/role-read-only][sys/user-ext/user-ucsc_sampleuser7/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420877][sys/user-ext/user-ucsc_sampleuser7/role-admin][sys/user-ext/user-ucsc_sampleuser7/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:06 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420877][sys/user-ext/user-ucsc_sampleuser7/role-admin][sys/user-ext/user-ucsc_sampleuser7/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:16 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420888][sys/user-ext/user-ucsc_sampleuser131/role-read-only][sys/user-ext/user-ucsc_sampleuser131/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:16 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420888][sys/user-ext/user-ucsc_sampleuser131/role-read-only][sys/user-ext/user-ucsc_sampleuser131/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:16 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420890][sys/user-ext/user-ucsc_sampleuser131/role-admin][sys/user-ext/user-ucsc_sampleuser131/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:16 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420890][sys/user-ext/user-ucsc_sampleuser131/role-admin][sys/user-ext/user-ucsc_sampleuser131/role-admin][] User role admin removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:11:56 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399696][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:11:56 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399696][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:11:56 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399698][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:11:56 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399698][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420907][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420907][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420909][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:01:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4420909][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:37 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776771][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-read-only][] User role read-only removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:37 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776771][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-read-only][] User role read-only removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:37 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776773][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-admin][] User role admin removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:37 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776773][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser5/role-admin][] User role admin removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:31 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776758][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:31 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776758][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:31 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776760][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost039-b.SAMPLE.com :2020 Sep 25 13:43:31 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser6][deletion][web_39657_B][10776760][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531057][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531057][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531059][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531059][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531060][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531060][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531062][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531062][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531063][sys/user-ext/user-ucsc_sampleuser131/role-read-only][sys/user-ext/user-ucsc_sampleuser131/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531063][sys/user-ext/user-ucsc_sampleuser131/role-read-only][sys/user-ext/user-ucsc_sampleuser131/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531065][sys/user-ext/user-ucsc_sampleuser131/role-admin][sys/user-ext/user-ucsc_sampleuser131/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531065][sys/user-ext/user-ucsc_sampleuser131/role-admin][sys/user-ext/user-ucsc_sampleuser131/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531066][sys/user-ext/user-ucsc_sampleuser7/role-read-only][sys/user-ext/user-ucsc_sampleuser7/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531066][sys/user-ext/user-ucsc_sampleuser7/role-read-only][sys/user-ext/user-ucsc_sampleuser7/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531068][sys/user-ext/user-ucsc_sampleuser7/role-admin][sys/user-ext/user-ucsc_sampleuser7/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531068][sys/user-ext/user-ucsc_sampleuser7/role-admin][sys/user-ext/user-ucsc_sampleuser7/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531069][sys/user-ext/user-ucsc_sampleuser6/role-read-only][sys/user-ext/user-ucsc_sampleuser6/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531069][sys/user-ext/user-ucsc_sampleuser6/role-read-only][sys/user-ext/user-ucsc_sampleuser6/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531071][sys/user-ext/user-ucsc_sampleuser6/role-admin][sys/user-ext/user-ucsc_sampleuser6/role-admin][] User role admin removed from
