Function,TCODE
ASSETS02,J1AI
ASSETS02,S_ALR_87004454
FINACC01,FP60M
FINACC01,FP60P
FINACC01,KB41
FINACC01,KB41N
FINACC01,KB44
FINACC01,KB44N
FINACC02,KB21
FINACC02,KB21N
FINACC02,KB24
FINACC02,KB24N
FINACC02,KB65
FINACC02,KB67
FINACC03,FCHR
FINACC03,FCKR
FINACC03,FEBA
FINACC03,FEBAN
FINACC03,FEBA_BANK_STATEMENT
FINACC03,FEBA_CHECK_DEPOSIT
FINACC03,FEBC
FINACC03,FEBP
FINACC03,FF.5
FINACC03,FF/4
FINACC03,FF/5
FINACC03,FF67
FINACC03,FF68
FINACC03,FFB4
FINACC03,FFB5
FINACC04,FCHI
FINACC04,FI01
FINACC04,FI02
FINACC04,FI06
FINACC04,FI13
FINACC04,FTB01521
FINACC04,FTB01522
FINACC04,FTB01523
FINACC04,FTB01531
FINACC04,FTB01532
FINACC04,FTB01533
FINACC04,S_ALR_87003309
FINACC05,CK11
FINACC05,CK11N
FINACC05,CK22
FINACC05,CK40N
FINACC05,CK44
FINACC05,CK68
FINACC05,CK74N
FINACC05,CK75N
FINACC05,COMLI
FINACC05,KKF6M
FINACC05,KKF6N
FINACC05,KKF7
FINACC05,MR34
FINACC06,F-60
FINACC06,MMPV
FINACC06,MMRV
FINACC06,OB52
FINACC06,S_ALR_87003642
FINACC07,KL01
FINACC07,KL02
FINACC08,FTR_00
FINACC08,TBZ1
FINACC08,TBZ11
FINACC08,TI10
FINACC08,TI11
FINACC08,TI37
FINACC08,TI80
FINACC08,TI81
FINACC08,TI92
FINACC08,TJ09
FINACC08,TM00
FINACC08,TM01
FINACC08,TM04
FINACC08,TM0F
FINACC08,TM11
FINACC08,TM14
FINACC08,TM1F
FINACC08,TM22
FINACC08,TM41
FINACC08,TM_51
FINACC08,TM_61
FINACC08,TM_65
FINACC08,TO01
FINACC08,TS00
FINACC08,TS01
FINACC08,TS02
FINACC08,TS03
FINACC08,TS04
FINACC08,TS07
FINACC08,TX.1
FINACC08,TX01
FINACC08,TX06
FINACC08,TX10
FINACC08,TX13
FINACC08,TX14
FINACC09,FWER
FINACC09,FWER_DRAWING
FINACC09,TI86
FINACC09,TI87
FINACC09,TM09
FINACC09,TM19
FINACC09,TM_55
FINACC09,TM_65
FINACC09,TO04
FINACC09,TX02
FINACC10,AARC
FINACC10,CO78
FINACC10,F53A
FINACC10,F53V
FINACC10,F56A
FINACC10,F58A
FINACC10,F61A
FINACC10,F64A
FINACC10,FCAA
FINACC10,FCHA
FINACC10,FF/3
FINACC10,GCAG
FINACC10,KA10
FINACC10,KA12
FINACC10,KA16
FINACC10,KA18
FINACC10,KBEB
FINACC10,KBEC
FINACC10,KE0B
FINACC10,KE71
FINACC10,KE72
FINACC10,KE73
FINACC10,KKE8
FINACC10,KKPQ
FINACC10,KOAA
FINACC10,KOAR
FINACC10,MRA1
FINACC10,MRA2
FINACC10,MRA4
FINACC11,F.07
FINACC11,F.16
FINACC11,F.80
FINACC11,FAGL_ACTIVATION
FINACC11,FAGL_CHECK_ACCOUNT
FINACC11,FAGL_GINS
FINACC11,FIN_GLACCT
FINACC11,FLQT1
FINACC11,FLQT2
FINACC11,MRRS
FINACC12,BAUP
FINACC12,FBZP
FINACC12,FI01
FINACC12,FI02
FINACC12,FI06
FINACC12,FI12
FINACC12,FS05
FINACC12,GB01
FINACC12,GB02
FINACC12,GB03
FINACC12,GB04
FINACC12,GB05
FINACC12,GCVP
FINACC12,GCW5
FINACC12,GCW6
FINACC12,MMPV
FINACC12,MMRV
FINACC12,OB52
FINACC12,OBR1
GENLED01,/EACA/GL_REVERSAL
GENLED01,/EACA/GL_REV_DOC
GENLED01,ABAD
GENLED01,ABAD_OLD
GENLED01,ACACACT
GENLED01,ACEREV
GENLED01,F-01
GENLED01,F-02
GENLED01,F-03
GENLED01,F-04
GENLED01,F-34
GENLED01,F.19
GENLED01,F.56
GENLED01,F.57
GENLED01,F.5E
GENLED01,F.80
GENLED01,F.81
GENLED01,FB01
GENLED01,FB01L
GENLED01,FB02
GENLED01,FB05
GENLED01,FB05_OLD
GENLED01,FB08
GENLED01,FB09
GENLED01,FB11
GENLED01,FB1S
GENLED01,FB50
GENLED01,FB50L
GENLED01,FBCJ
GENLED01,FBD1
GENLED01,FBD2
GENLED01,FBD5
GENLED01,FBR1
GENLED01,FBR2
GENLED01,FBRA
GENLED01,FBS1
GENLED01,FBU2
GENLED01,FBU8
GENLED01,FBV0
GENLED01,FBVB
GENLED01,FPE1
GENLED01,FPE1S
GENLED01,FPRECL
GENLED01,FPYE1
GENLED01,FQDM0
GENLED01,FQDM1
GENLED01,FQDM2
GENLED01,FQI6
GENLED01,FQI7
GENLED01,FQU1
GENLED01,FQZ03
GENLED01,FQZ04
GENLED01,FQZ04M
GENLED01,FQZ16
GENLED01,FQZE
GENLED01,FV50
GENLED01,IPMACT
GENLED01,IPMOACT
GENLED01,MR22
GENLED02,/DSD/91000236
GENLED02,/EACA/GL_POST_ACT
GENLED02,EK71
GENLED02,EK72
GENLED02,FAGLBW01
GENLED02,FAGLBW03
GENLED02,FAIB01
GENLED02,FQ1381
GENLED02,FQ1382
GENLED02,FQ2605
GENLED02,FQC1351
GENLED02,FQH0
GENLED02,FQH1
GENLED02,FQVI03
GENLED02,FQVI04
GENLED02,FQVI10
GENLED02,FQVI11
GENLED02,FQZ03A
GENLED02,FQZM
GENLED02,FS00
GENLED02,FS01
GENLED02,FS02
GENLED02,FSP0
GENLED02,FSP1
GENLED02,FSP2
GENLED02,FSS0
GENLED02,FSS1
GENLED02,FSS2
GENLED02,GJ83
GENLED02,GJ85
GENLED02,GLP2
GENLED02,IBR27
GENLED02,IBR81
GENLED02,OBY2
GENLED02,OBY7
GENLED02,OB_GLACC11
GENLED02,OB_GLACC12
GENLED02,OB_GLACC13
GENLED02,OT42
GENLED03,/IBS/RB_PEWB_RST
GENLED03,F-05
GENLED03,F-21
GENLED03,F-42
GENLED03,F-47
GENLED03,F.05
GENLED03,F.13
GENLED03,F.14
GENLED03,F.38
GENLED03,F101
GENLED03,F13E
GENLED03,FAGLF101
GENLED03,FAGL_FC_TRANS
GENLED03,FAGL_FC_VAL
GENLED03,FB10
GENLED03,FB41
GENLED03,FBB1
GENLED03,FBBCX
GENLED03,FBWE
GENLED03,GJ92
GENLED03,GMGAAPPOST
HRPY01,HRBEN
HRPY01,HRBEN0001
HRPY01,HRBEN0003
HRPY01,HRBEN0006
HRPY01,HRBEN0012
HRPY01,HRBEN0013
HRPY01,HRBEN0014
HRPY01,HRBEN0077
HRPY01,HRBEN0079
HRPY01,HRBEN0083
HRPY02,FK01
HRPY02,FK02
HRPY02,FK05
HRPY02,FK06
HRPY02,M-12
HRPY02,M-62
HRPY02,MK01
HRPY02,MK02
HRPY02,MK05
HRPY02,MK06
HRPY02,OCCK
HRPY02,OT41
HRPY02,XK01
HRPY02,XK02
HRPY02,XK05
HRPY02,XK06
HRPY03,/ISDFPS/MCHG
HRPY03,PA30
HRPY03,PA40
HRPY03,PA41
HRPY03,PA42
HRPY03,PA70
HRPY03,PAC5
HRPY03,PC00_M44_BI_TUMF
HRPY03,PE03
HRPY03,PRMC
HRPY03,PRMD
HRPY03,PRMF
HRPY03,PRMM
HRPY03,PRMO
HRPY03,PRMP
HRPY03,PU00
HRPY03,PU03
HRPY04,CAT2
HRPY04,CAT2_ISCR
HRPY04,CAT6
HRPY04,PA61
HRPY04,PA62
HRPY04,PA63
HRPY04,PA64
HRPY04,PA71
HRPY04,PR04
HRPY04,PT01
HRPY04,PT02
HRPY04,PT60
HRPY04,PTMW_TIME_ADMIN
HRPY04,PTMW_TIME_ADMIN_GRP
HRPY05,EHSPP01
HRPY05,OOOE
HRPY05,OOOU
HRPY05,OOSO
HRPY05,PFOM
HRPY05,PFTC
HRPY05,PFTC_CHG
HRPY05,PFTC_COP
HRPY05,PFTC_DEL
HRPY05,PFTC_INS
HRPY05,PFTC_STR
HRPY05,PO01
HRPY05,PO03
HRPY05,PO10
HRPY05,PO11
HRPY05,PO13
HRPY05,PO14
HRPY05,PP01
HRPY05,PP02
HRPY05,PPO1
HRPY05,PPO3
HRPY05,PPO5
HRPY05,PPOC
HRPY05,PPOCE
HRPY05,PPOCW
HRPY05,PPOC_OLD
HRPY05,PPOM
HRPY05,PPOME
HRPY05,PPOMW
HRPY05,PPOM_OLD
HRPY05,PPSC
HRPY05,PPSM
HRPY05,RMPS_SET_SUBSTITUTE
HRPY05,TBC2
HRPY05,TBC6
HRPY05,TBZ16
HRPY06,PA30
HRPY06,PA40
HRPY06,PA41
HRPY06,PA42
HRPY06,PA48
HRPY06,PA70
HRPY06,PA71
HRPY06,PAC5
HRPY06,PE03
HRPY06,PP61
HRPY06,PRMC
HRPY06,PRMD
HRPY06,PRMF
HRPY06,PRMO
HRPY06,PRMP
HRPY06,PU00
HRPY06,PU01
HRPY06,PU03
HRPY07,OOOE
HRPY07,OOOU
HRPY07,OOSO
HRPY07,PA10
HRPY07,PA20
HRPY07,PA30
HRPY07,PA40
HRPY07,PA41
HRPY07,PA42
HRPY07,PA51
HRPY07,PA53
HRPY07,PA61
HRPY07,PA62
HRPY07,PA63
HRPY07,PA64
HRPY07,PA70
HRPY07,PA97
HRPY07,PAC5
HRPY07,PAT1
HRPY07,PE01
HRPY07,PE02
HRPY07,PE03
HRPY07,PE04
HRPY07,PHAP_ADMIN
HRPY07,PO01
HRPY07,PO03
HRPY07,PO04
HRPY07,PO06
HRPY07,PO07
HRPY07,PO08
HRPY07,PO09
HRPY07,PO12
HRPY07,PO15
HRPY07,PO16
HRPY07,PO18
HRPY07,PO19
HRPY07,PP03
HRPY07,PP64
HRPY07,PPO1
HRPY07,PPO4
HRPY07,PPO5
HRPY07,PPO6
HRPY07,PPOC
HRPY07,PPOM
HRPY07,PPOS
HRPY07,PRMD
HRPY07,PSO0
HRPY07,PSO1
HRPY07,PSO2
HRPY07,PSO3
HRPY07,PSO4
HRPY07,PSO5
HRPY07,PT60
HRPY07,PT66
HRPY07,PU00
HRPY07,PU03
HRPY07,PU19
HRPY07,PU22
HRPY07,PU30
STOCK01,HUINV05
STOCK01,LQ02
STOCK01,MI07
STOCK01,MI08
STOCK01,MI35
STOCK01,MI37
STOCK02,MI04
STOCK02,MI05
STOCK02,MI09
STOCK02,MI11
STOCK02,MI34
STOCK02,MI38
STOCK03,MI10
STOCK03,MI40
STOCK04,MB01
STOCK04,MB04
STOCK04,MB0A
STOCK04,MB11
STOCK04,MB1A
STOCK04,MB1B
STOCK04,MB1C
STOCK04,MB31
STOCK04,MI10
STOCK04,MI40
STOCK04,MIGO
STOCK04,MIGO_GI
STOCK04,MIGO_GO
STOCK04,MIGO_GR
STOCK05,COWBHUWE
STOCK05,MB01
STOCK05,MB0A
STOCK05,MIGO
STOCK05,MIGO_GR
STOCK06,MM01
STOCK06,MM02
STOCK06,MM06
STOCK06,MM11
STOCK06,MM12
STOCK06,MM13
STOCK06,MM16
STOCK06,MM17
STOCK06,MM41
STOCK06,MM42
STOCK06,MM46
STOCK06,MM50
STOCK06,MM71
STOCK06,MMAM
STOCK06,MMDE
STOCK06,MMF1
STOCK06,MMNR
STOCK06,MMR1
STOCK06,MR21
STOCK06,MSC1N
STOCK06,MSC2N
STOCK06,S_ALR_87003972
STOCK06,S_ALR_87004117
STOCK07,LI11
STOCK07,LI11N
STOCK07,LI12
STOCK07,LI12N
STOCK07,LI14
STOCK08,LI20
STOCK08,LI21
STOCK08,LQ02
STOCK08,LT02
STOCK09,LX32
STOCK09,LX33
STOCK09,LX34
STOCK09,LX35
STOCK09,LX36
STOCK09,MB5A
STOCK09,MB5E
STOCK09,MB5V
STOCK09,MBAR
STOCK09,MBAV
STOCK09,MCS$
STOCK09,MCS%
STOCK09,MCS&
STOCK09,MCS=
STOCK09,MCSW
STOCK09,MCSX
STOCK09,ME17
STOCK09,MI9A
STOCK09,MIAL
STOCK09,MIAR
STOCK09,MIAV
STOCK09,MM74
STOCK10,MDBT
PLANT01,CA87
PLANT01,IP30
PPLAN01,CO11
PPLAN01,CO11N
PPLAN01,CO12
PPLAN01,CO13
PPLAN01,CO15
PPLAN01,COR6
PPLAN01,CORS
PPLAN02,CO01
PPLAN02,CO02
PPLAN02,CO05
PPLAN02,CO05N
PPLAN02,COHVPI
PPLAN02,COR1
PPLAN02,COR2
PPLAN02,S_ALR_87004078
PPLAN03,C299
PPLAN03,CA99
PPLAN03,COA1
PPLAN03,COA2
PPLAN03,COA3
PPLAN03,COA4
PPLAN03,COA5
PPLAN03,COA6
PPLAN03,COA7
PPLAN03,COA8
PPLAN03,COA9
PPLAN03,COAC
PPLAN03,COAD
PPLAN03,COPA
PPLAN03,CR41
PPLAN03,CRA1
PPLAN03,CRA2
PPLAN03,CRA3
PPLAN03,CS25
PPLAN03,ME1A
PURC01,FK01
PURC01,FK02
PURC01,FK05
PURC01,FK06
PURC01,M-01
PURC01,M-02
PURC01,M-03
PURC01,M-04
PURC01,M-05
PURC01,M-06
PURC01,M-07
PURC01,M-12
PURC01,M-51
PURC01,M-52
PURC01,M-53
PURC01,M-54
PURC01,M-55
PURC01,M-56
PURC01,M-57
PURC01,M-62
PURC01,MK01
PURC01,MK02
PURC01,MK05
PURC01,MK06
PURC01,MK12
PURC01,OCCK
PURC01,OT41
PURC01,TBI1
PURC01,TBI6
PURC01,V-11
PURC01,XK01
PURC01,XK02
PURC01,XK05
PURC01,XK06
PURC01,XK07
PURC01,XK99
PURC02,ME21
PURC02,ME21N
PURC02,ME22
PURC02,ME22N
PURC02,ME25
PURC02,ME59
PURC02,ME59N
PURC02,MEMASSCONTRACT
PURC02,MEMASSPO
PURC02,MEPO
PURC02,WPOHF4C
PURC02,WPOHF4X
PURC02,WPOHF4XS
PURC03,AC01
PURC03,AC02
PURC03,AC03
PURC03,AC04
PURC04,ME28
PURC04,ME29N
PURC04,ME45
PURC05,ME31
PURC05,ME31K
PURC05,ME31L
PURC05,ME32
PURC05,ME32K
PURC05,ME32L
PURC05,ME34
PURC05,ME34K
PURC05,ME34L
PURC05,ME35
PURC05,ME35K
PURC05,ME35L
PURC05,MEB1
PURC05,MEB2
PURC05,MEMASSSA
PURC06,ME54
PURC06,ME54N
PURC06,ME55
PURC07,ME51
PURC07,ME51N
PURC07,ME52
PURC07,ME52N
PURC07,ME52NB
PURC07,ME57
PURC07,MEMASSRQ
PURC08,MEW10
PURC08,ML81
PURC08,ML81N
PURC08,ML85
PURC09,ME98
PURC10,ME59
PURC10,MEMASSIN
PURC10,MEMASSPO
PURC10,MEMASSRQ
PURC11,MEKL
PURC11,MEKP
PURC11,ML33
PURC11,ML34
PURC11,ML39
PURC11,ML40
PURC11,ML46
PURC11,ML51
PURC11,ML52
PROJ01,CJ01
PROJ01,CJ02
PROJ01,CJ11
PROJ01,CJ12
PROJ01,CJ20
PROJ01,CJ20N
PROJ01,CJ91
PROJ01,CJ92
PROJ01,CJSG
PROJ02,CJ44
PROJ02,CJ45
PROJ02,CJ46
PROJ02,CJ47
PROJ02,CJBN
PROJ02,CJBV
PROJ02,CJCF
PROJ02,CJCO
PROJ03,CJ88
PROJ03,CJ8G
PROJ04,CN80
PROJ04,CN81
PROJ04,CN82
PROJ04,CN83
PROJ04,CN84
PROJ04,CN99
PROJ05,CNMASS
PAY01,CAPP
PAY01,CAPS
PAY01,CAT4
PAY02,PC00_M99_CURSET
PAY02,PE51
PAY02,PEST
PAY02,PU30
PAY02,PU95
PAY02,PU96
PAY02,PU97
PAY02,PU98
PAY03,PU01
PAY04,PA03
PAY04,PA04
PAY04,PAKG
PAY04,PAKY
PAY04,PAUX
PAY04,PAUY
PAY04,PC00_M01_CALC
PAY04,PC00_M01_CDTA
PAY04,PC00_M02_CALC
PAY04,PC00_M02_CDTA
PAY04,PC00_M03_CALC
PAY04,PC00_M03_CDTA
PAY04,PC00_M04_CALC
PAY04,PC00_M04_CDTA
PAY04,PC00_M05_CALC
PAY04,PC00_M05_CDTA
PAY04,PC00_M06_CALC
PAY04,PC00_M06_CDTA
PAY04,PC00_M07_CALC
PAY04,PC00_M07_CDTA
PAY04,PC00_M07_PCALC
PAY04,PC00_M08_CALC
PAY04,PC00_M08_CDTA
PAY04,PC00_M09_CALC
PAY04,PC00_M10_CALC
PAY04,PC00_M10_CDTB
PAY04,PC00_M10_CDTC
PAY04,PC00_M10_FFOC
PAY04,PC00_M10_FFOT
PAY04,PC00_M10_PCALC
PAY04,PC00_M11_CALC
PAY04,PC00_M11_CDTA
PAY04,PC00_M12_CALC
PAY04,PC00_M12_CDTA
PAY04,PC00_M13_CALC
PAY04,PC00_M13_CDTA
PAY04,PC00_M14_CALC
PAY04,PC00_M14_CDTA
PAY04,PC00_M15_CALC
PAY04,PC00_M15_CDTA
PAY04,PC00_M16_CALC
PAY04,PC00_M16_CDTA
PAY04,PC00_M17_CALC
PAY04,PC00_M19_CALC
PAY04,PC00_M19_CDTA
PAY04,PC00_M20_CALC
PAY04,PC00_M20_CDTA
PAY04,PC00_M23_CALC
PAY04,PC00_M23_CDTA
PAY04,PC00_M25_CALC
PAY04,PC00_M25_CDTA
PAY04,PC00_M26_CALC
PAY04,PC00_M27_CALC
PAY04,PC00_M28_CALC
PAY04,PC00_M28_CDTA
PAY04,PC00_M29_CALC
PAY04,PC00_M29_CDTA
PAY04,PC00_M32_CALC
PAY04,PC00_M32_CDTA
PAY04,PC00_M33_CALC
PAY04,PC00_M33_CDTA
PAY04,PC00_M34_CALC
PAY04,PC00_M37_CALC
PAY04,PC00_M37_CDTA
PAY04,PC00_M40_CALC
PAY04,PC00_M40_CDTA
PAY04,PC00_M41_CALC
PAY04,PC00_M41_CDTA
PAY04,PC00_M42_CALC
PAY04,PC00_M42_CDTA
PAY04,PC00_M43_CALC
PAY04,PC00_M43_CDTA
PAY04,PC00_M44_CALC
PAY04,PC00_M44_CDTA
PAY04,PC00_M48_CALC
PAY04,PC00_M48_CDTA
PAY04,PC00_M99_CALC
PAY04,PC00_M99_CDTA
PAY04,PC00_M99_CIPE
PAY04,PC00_M99_PA03_CORR
PAY04,PC00_M99_PA03_RELEA
PAY04,PC00_MUN_CALC
PAY04,PC00_MUN_CDTA
PAY04,PCP0
PAY04,PU12
PAY04,PUOCBA
PAY04,PUOC_07
PAY04,PUOC_07_CE
PAY04,PUOC_08
PAY04,PUOC_10
PAY04,PUOC_10_CE
PAY04,PUOC_11
PAY04,PUOC_13
PAY04,PUOC_14
PAY04,PUOC_16
PAY04,PUOC_17
PAY04,PUOC_20
PAY04,PUOC_23
PAY04,PUOC_25
PAY04,PUOC_27
PAY04,PUOC_28
PAY04,PUOC_29
PAY04,PUOC_32
PAY04,PUOC_33
PAY04,PUOC_37
PAY04,PUOC_40
PAY04,PUOC_41
PAY04,PUOC_42
PAY04,PUOC_43
PAY04,PUOC_44
PAY04,PUOC_44_VAC
PAY04,PUOC_99
PAY04,PUOC_99_CE
PAY04,PUOC_UN
PAY04,PUST
PAY05,PT40
PAY05,PT60
PAY06,PE01
PAY06,PE01N
PAY06,PE02
PAY06,PE02N
PAY06,PE04
PAY07,PC00_M99_URMA
PAY07,PC00_M99_URMD
PAY07,PC00_M99_URMP
QUAL01,QE51
QUAL01,QE51N
SALES01,FD01
SALES01,FD02
SALES01,FD05
SALES01,FD06
SALES01,FD08
SALES01,OCCD
SALES01,OT40
SALES01,V+21
SALES01,V+22
SALES01,V+23
SALES01,V-03
SALES01,V-04
SALES01,V-05
SALES01,V-06
SALES01,V-07
SALES01,V-08
SALES01,V-09
SALES01,V-12
SALES01,VD01
SALES01,VD02
SALES01,VD05
SALES01,VD06
SALES01,WCU1
SALES01,WCUM
SALES01,XD01
SALES01,XD02
SALES01,XD05
SALES01,XD06
SALES01,XD07
SALES01,XD99
SALES02,MB26
SALES02,VL01
SALES02,VL01N
SALES02,VL01NO
SALES02,VL02
SALES02,VL02N
SALES02,VL04
SALES02,VL06
SALES02,VL06F
SALES02,VL06G
SALES02,VL06L
SALES02,VL06O
SALES02,VL06P
SALES02,VL06T
SALES02,VL08
SALES02,VL09
SALES02,VL10
SALES02,VL10A
SALES02,VL10B
SALES02,VL10C
SALES02,VL10D
SALES02,VL10E
SALES02,VL10F
SALES02,VL10G
SALES02,VL10H
SALES02,VL10I
SALES02,VL11
SALES02,VL21
SALES02,VL23
SALES02,VL23N
SALES02,VL31
SALES02,VL31N
SALES02,VL32
SALES02,VL32N
SALES02,VT01
SALES02,VT01N
SALES02,VT02
SALES02,VT02N
SALES02,VT12
SALES03,VB(7
SALES03,VB(D
SALES03,VBN1
SALES03,VBN2
SALES03,VBO1
SALES03,VBO2
SALES04,S_AEN_10000075
SALES04,V.23
SALES04,VA02
SALES04,VKM1
SALES04,VKM2
SALES04,VKM4
SALES05,/SAPPO/DELETE_ORDERS
SALES05,/SAPPO/PPO2
SALES05,/SAPPO/PPO3
SALES05,KE2C
SALES05,S_ALR_87004092
SALES05,V-01
SALES05,VA01
SALES05,VA02
SALES05,VA31
SALES05,VA32
SALES05,V_V1
SALES06,CK55
SALES06,CKMLMV_MCA_N
SALES06,V-41
SALES06,V-42
SALES06,V-43
SALES06,V-45
SALES06,V-46
SALES06,V-47
SALES06,V-49
SALES06,V-50
SALES06,V-51
SALES06,V-61
SALES06,V-62
SALES06,V-63
SALES06,V-65
SALES06,V-66
SALES06,V-67
SALES06,V-69
SALES06,V-70
SALES06,V-71
SALES06,V-73
SALES06,V-74
SALES06,V-75
SALES06,V-77
SALES06,V-78
SALES06,V-79
SALES06,V-81
SALES06,V-82
SALES06,V-83
SALES06,V-85
SALES06,V-86
SALES06,V-87
SALES06,V-89
SALES06,V-90
SALES06,V-91
SALES06,VB21
SALES06,VB22
SALES06,VB31
SALES06,VB32
SALES06,VE88
SALES06,VE90
SALES06,VEA2
SALES06,VI71
SALES06,VK11
SALES06,VK12
SALES06,VK14
SALES06,VK15
SALES06,VK30
SALES06,VK31
SALES06,VK32
SALES06,VK34
SALES07,MBRL
SALES07,VL31
SALES07,VL31N
SALES07,VL32
SALES07,VL32N
SALES08,VLAL
SALES08,VORA
SALES08,VORK
SALES08,VORL
SALES08,VORN
SALES08,VORR
SALES08,VORT
SALES08,VTAR
SALES09,F.34
