TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"date_t [UTC]",Severity,Type,"_ResourceId",EventOriginalSeverity,EventSeverity,"EventStartTime [UTC]","EventEndTime [UTC]",EventType,EventOriginalType,EventOriginalSubType,EventOriginalUid,EventMessage,Dvc,AdditonalFields,DvcId,DvcIpAddr,EventProduct,EventCount,EventResult,EventVendor,EventSchema,EventSchemaVersion,SrcIpAddr,IpAddr,DstIpAddr,NetworkProtocol,DstPortNumber,DstFQDN,FQDN,SrcAppName,ThreatName,DvcIdType,NetworkApplicationProtocol,DstDomainType,DstDomain
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:45:28.665 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","1ea62f89-4ee1-4039-87f4-98e19d1a30e4_m/by","Source IP: 10.10.141.95, Port: 22","8e0d83c3-390c-4f33-b643-50389b1d6b86","{""AssetType"":""Switch""}","8e0d83c3-390c-4f33-b643-50389b1d6b86","10.20.10.194",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.10.194",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:45:24.641 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","3264be1a-4385-45ff-b658-7f4242f9f914_m/by","Source IP: 10.10.141.95, Port: 22","6a24443b-1074-4bd1-9d89-65ce807c6843","{""AssetType"":""Switch""}","6a24443b-1074-4bd1-9d89-65ce807c6843","10.10.16.137",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.16.137",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:45:21.092 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","2863ee7b-6f5a-4dff-839c-b565b850ba37_m/by","Source IP: 10.10.141.95, Port: 22","cd623a19-2c5b-4c72-80e6-125cb2be2dec","{""AssetType"":""Switch""}","cd623a19-2c5b-4c72-80e6-125cb2be2dec","10.20.143.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.143.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:45:18.796 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","c001c3c8-0218-47d6-8f8f-cb06f88b3bb3_m/by","Source IP: 10.10.141.95, Port: 22","7761f73d-0382-45ed-b9fb-7a104cb390f5","{""AssetType"":""Switch""}","7761f73d-0382-45ed-b9fb-7a104cb390f5","10.10.184.194",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.184.194",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:54.468 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","768bc6f5-7cd3-4995-84c2-7d3796cc1369_m/by","Source IP: 10.10.141.95, Port: 22","6baf1025-8db2-4587-9f69-6929859d7c8e","{""AssetType"":""Switch""}","6baf1025-8db2-4587-9f69-6929859d7c8e","10.10.194.197",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.194.197",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:45.640 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","d23e0c4e-18eb-4e4b-9d79-bd24969d7a55_m/by","Source IP: 10.10.141.95, Port: 22","8df37589-717b-49a5-979e-ec40ac93c229","{""AssetType"":""Switch""}","8df37589-717b-49a5-979e-ec40ac93c229","10.20.79.5",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.79.5",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:45.633 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","8844d453-8f51-4e6b-b165-c806ba75a1eb_m/by","Source IP: 10.10.141.95, Port: 22","59c8bdf1-0863-428a-9898-d5827f1c9a42","{""AssetType"":""Switch""}","59c8bdf1-0863-428a-9898-d5827f1c9a42","10.20.22.194",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.22.194",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:42.479 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","a5de453c-bd77-4efd-9eb0-dae7293af399_m/by","Source IP: 10.10.141.95, Port: 22","0b4e943b-9635-4952-a6be-6ebcb969a459","{""AssetType"":""Switch""}","0b4e943b-9635-4952-a6be-6ebcb969a459","10.20.207.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.207.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:35.936 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","76d3308f-f7b9-4d13-87fb-7a0ccd64dff3_m/by","Source IP: 10.10.141.95, Port: 22","c24cdf3c-7168-4cbb-8a9e-142c8afa8ed1","{""AssetType"":""Switch""}","c24cdf3c-7168-4cbb-8a9e-142c8afa8ed1","10.10.236.136",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.236.136",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:32.646 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","22070cf0-1d31-41cb-bf90-e7eed10b1f7a_m/by","Source IP: 10.10.141.95, Port: 22","00bcead7-6eb2-427b-b74b-340afe6fb482","{""AssetType"":""Switch""}","00bcead7-6eb2-427b-b74b-340afe6fb482","10.10.145.13",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.13",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:44:30.253 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:49:48.415 AM","4/17/2023, 6:49:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","38e779ec-f92b-4237-baea-a37163898666_m/by","Source IP: 10.10.141.95, Port: 22","33145016-7192-4675-9a7c-ca39cc128f9d","{""AssetType"":""Switch""}","33145016-7192-4675-9a7c-ca39cc128f9d","10.20.127.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.127.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:39:07.350 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:47:53.387 AM","4/17/2023, 6:47:53.387 AM",EndpointNetworkSession,IDS,"SSH Connection","2e07aa33-a7dc-4660-8a26-bed1398540f2_ke5X","Source IP: 10.10.141.95, Port: 22","669bc5d7-d785-40a5-a8f6-dd6bb0099ef1","{""AssetType"":""Switch""}","669bc5d7-d785-40a5-a8f6-dd6bb0099ef1","10.10.204.15",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.204.15",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:14:23.139 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","ae43d1f1-ed45-4003-8e20-5db641575f78_zGyR","Source IP: 10.10.141.95, Port: 22","785abf71-059b-4d14-bedc-485bf82e85ff","{""AssetType"":""Switch""}","785abf71-059b-4d14-bedc-485bf82e85ff","10.10.145.8",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.8",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:14:18.068 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","cce06465-3421-4100-be36-bdcf4ef2acbc_zGyR","Source IP: 10.10.141.95, Port: 22","22f915b2-3162-4581-8949-67c0c270d617","{""AssetType"":""Switch""}","22f915b2-3162-4581-8949-67c0c270d617","10.10.200.40",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.200.40",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:14:10.717 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","f182714e-9ed8-46fa-95fa-96174b70ce56_zGyR","Source IP: 10.10.141.95, Port: 22","8c31c8a3-cc71-4506-9656-d6e947c78ee3","{""AssetType"":""Switch""}","8c31c8a3-cc71-4506-9656-d6e947c78ee3","10.10.185.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.185.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:14:04.111 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","0ae5f37d-f2b9-4d35-9c3f-42eb3a418ad9_zGyR","Source IP: 10.10.141.95, Port: 22","26531e3f-80f0-401e-aed6-8cd9fcf1fc74","{""AssetType"":""Switch""}","26531e3f-80f0-401e-aed6-8cd9fcf1fc74","10.10.145.6",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.6",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:13:56.795 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","b9a0a926-77a6-404e-9088-e80dd9a16368_zGyR","Source IP: 10.10.141.95, Port: 22","0337c96d-39f9-4c00-876f-06ac402fa0a3","{""AssetType"":""Switch""}","0337c96d-39f9-4c00-876f-06ac402fa0a3","10.10.145.25",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.25",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:13:44.878 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:12:28.416 AM","4/17/2023, 6:12:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","c99b8ce2-5128-4312-824b-40f914af99bb_zGyR","Source IP: 10.10.141.95, Port: 22","ab5d1d34-dea3-459d-b30b-adcfaf6f380c","{""AssetType"":""Switch""}","ab5d1d34-dea3-459d-b30b-adcfaf6f380c","10.10.145.96",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.96",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:11:35.621 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:16:53.389 AM","4/17/2023, 6:16:53.389 AM",EndpointNetworkSession,IDS,"SSH Connection","cefb5885-223c-4565-953d-33e405f631a5_c+OV","Source IP: 10.10.141.95, Port: 22","bbf9a2b1-c8a4-4001-ae1f-fb3577c4c5d7","{""AssetType"":""Switch""}","bbf9a2b1-c8a4-4001-ae1f-fb3577c4c5d7","10.10.236.133",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.236.133",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:11:33.700 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:16:53.389 AM","4/17/2023, 6:16:53.389 AM",EndpointNetworkSession,IDS,"SSH Connection","35416b99-3392-4fa4-abd0-d3a521e07b19_c+OV","Source IP: 10.10.141.95, Port: 22","715a7bff-b86b-40c1-b290-a1d910333551","{""AssetType"":""Switch""}","715a7bff-b86b-40c1-b290-a1d910333551","10.10.195.140",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.195.140",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:39.979 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","ddf4d29a-7531-4bf1-ac8c-4722268a0e68_U0vX","Source IP: 10.10.141.95, Port: 22","5bdb5c80-de6b-4609-954b-edbbb0ec300c","{""AssetType"":""Switch""}","5bdb5c80-de6b-4609-954b-edbbb0ec300c","10.10.145.87",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.87",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:36.594 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","118b0545-441f-4c92-9345-607b8ccb4a31_U0vX","Source IP: 10.10.141.95, Port: 22","a564f192-3122-447b-bbed-8c79dfa5fdbd","{""AssetType"":""Switch""}","a564f192-3122-447b-bbed-8c79dfa5fdbd","10.20.47.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.47.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:36.588 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","3f556709-b3a6-4001-a71c-adf20fb52735_U0vX","Source IP: 10.10.141.95, Port: 22","2e9e4ef4-57d3-4ac9-8a40-1158265b2a71","{""AssetType"":""Switch""}","2e9e4ef4-57d3-4ac9-8a40-1158265b2a71","10.10.145.16",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.16",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:36.582 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","614bc3da-9c67-4819-baa1-442d492424b5_U0vX","Source IP: 10.10.141.95, Port: 22","690a3cc5-7b90-4bf7-b2b4-4a99883c680f","{""AssetType"":""Switch""}","690a3cc5-7b90-4bf7-b2b4-4a99883c680f","10.10.204.12",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.204.12",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:25.684 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","3a52eeac-31b1-41e3-9c4d-d2eb42d28828_U0vX","Source IP: 10.10.141.95, Port: 22","8a336c51-448e-4b38-9ded-dda2b03fd1ba","{""AssetType"":""Switch""}","8a336c51-448e-4b38-9ded-dda2b03fd1ba","10.10.145.15",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.15",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:22.361 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","3823ed29-fd8a-4815-b677-308fe6c5f6bf_U0vX","Source IP: 10.10.141.95, Port: 22","9cc0363a-1448-4b03-877b-c743e4edbc11","{""AssetType"":""Switch""}","9cc0363a-1448-4b03-877b-c743e4edbc11","10.10.204.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.204.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:18.115 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","dcad2316-d3fc-45b4-ad83-949b60c46ea2_U0vX","Source IP: 10.10.141.95, Port: 22","77e1d12c-3d43-4318-a5a1-82548d8b12d4","{""AssetType"":""Switch""}","77e1d12c-3d43-4318-a5a1-82548d8b12d4","10.10.220.136",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.220.136",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:18.111 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","1b460621-a807-4927-a43f-e628daa27abc_U0vX","Source IP: 10.10.141.95, Port: 22","a24e4477-e641-4e07-bbea-a7be77fc2f78","{""AssetType"":""Switch""}","a24e4477-e641-4e07-bbea-a7be77fc2f78","10.10.236.135",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.236.135",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:15.508 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:16:48.417 AM","4/17/2023, 6:16:48.417 AM",EndpointNetworkSession,IDS,"SSH Connection","3d6d01a8-8c12-492f-aa7e-8810f0640847_twHO","Source IP: 10.10.141.95, Port: 22","48dcdb84-2dc9-4136-a140-04ff36f0f83e","{""AssetType"":""Switch""}","48dcdb84-2dc9-4136-a140-04ff36f0f83e","10.10.145.86",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.86",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:12.091 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","70c11251-4843-4cb1-9dfc-7222c14cc783_U0vX","Source IP: 10.10.141.95, Port: 22","224fb103-7597-4c4e-b872-480f8b940e9b","{""AssetType"":""Switch""}","224fb103-7597-4c4e-b872-480f8b940e9b","10.10.145.10",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.10",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:09.652 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","44fdf11e-1566-41fb-9606-ef76d26cd685_U0vX","Source IP: 10.10.141.95, Port: 22","99b4a085-5f3b-4f77-94d2-d75e9814254b","{""AssetType"":""Switch""}","99b4a085-5f3b-4f77-94d2-d75e9814254b","10.10.145.67",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.67",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:04.448 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","b25b574f-dc52-42f4-96ba-f6600a5da8e3_U0vX","Source IP: 10.10.141.95, Port: 22","30715d08-b574-4617-a7cd-2c9595cc7ad0","{""AssetType"":""Switch""}","30715d08-b574-4617-a7cd-2c9595cc7ad0","10.10.20.100",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.20.100",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:08:00.169 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","48eeb866-c30d-47db-aa75-3250bd8b236a_U0vX","Source IP: 10.10.141.95, Port: 22","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","{""AssetType"":""Switch""}","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","10.50.145.5",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.50.145.5",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:07:56.598 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","733aed5f-4954-4b3e-8926-3360f0225c6a_U0vX","Source IP: 10.10.141.95, Port: 22","a4d28bc4-9482-4924-8423-aa8868def9f4","{""AssetType"":""Switch""}","a4d28bc4-9482-4924-8423-aa8868def9f4","10.10.145.4",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.4",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:07:54.526 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","4c17fb05-7018-43fb-b64c-a01ebc458c4a_U0vX","Source IP: 10.10.141.95, Port: 22","8c9c5f46-7b91-4854-82f4-9394e5c8addc","{""AssetType"":""Switch""}","8c9c5f46-7b91-4854-82f4-9394e5c8addc","10.10.145.23",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.23",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:07:49.955 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","45d05c2c-4ec4-4123-83f9-9626cc163635_U0vX","Source IP: 10.10.141.95, Port: 22","96372eef-9a67-4ff6-9520-4851e58e02a9","{""AssetType"":""Switch""}","96372eef-9a67-4ff6-9520-4851e58e02a9","10.10.145.9",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.9",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 8:03:35.483 AM",,,"4/17/2023, 7:07:47.428 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 6:01:08.394 AM","4/17/2023, 6:01:08.394 AM",EndpointNetworkSession,IDS,"SSH Connection","542c0f01-f8ff-4138-ad9e-44a86b4285d8_U0vX","Source IP: 10.10.141.95, Port: 22","f2546184-1d38-4ca3-b3df-5d3149599087","{""AssetType"":""Switch""}","f2546184-1d38-4ca3-b3df-5d3149599087","10.10.145.12",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.12",TCP,22,,,,,Cynerio,,,
