"TimeGenerated [UTC]",Source,EventLog,Computer,EventLevel,EventLevelName,EventID,UserName,RenderedDescription,MG,ManagementGroupName,Type,"_ResourceId",domains,firstFound,forestName,generationTime,likelihoodOfCompromise,numberOfResults,remediation,result,resultMessage,schedule,score,securityFrameworkTags,securityIndicatorDescription,securityIndicatorName,severity,weight,"_Empty",securityFrameworkTagsCsv
"6/2/2021, 1:14:25.910 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Enterprise Key Admins with full access to domain (47) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:25.960 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Operator groups no longer protected by AdminSDHolder and SDProp  Generation time: 2021-06-02T13:14:25.7715151+00:00 Security indicator name: Operator groups no longer protected by AdminSDHolder and SDProp Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/3/2021 1:53:40 PM Security framework tags: Mitre:Defense Evasion Security indicator description: This indicator checks if dwAdminSDExMask mask on dsHeuristics has been set, which indicates a change to the SDProp behavior that could compromise security. Certain groups can be removed from SDProp protection with this setting. Likelihood of compromise: Normally the default behavior for AdminSDHolder SDProp should be left intact. If its behavior is modified, this could indicate an attempt at defense evasion. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:25.7715151Z","Normally the default behavior for AdminSDHolder SDProp should be left intact. If its behavior is modified, this could indicate an attempt at defense evasion.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 1:53:40 PM","100 A","Defense Evasion","This indicator checks if dwAdminSDExMask mask on dsHeuristics has been set, which indicates a change to the SDProp behavior that could compromise security. Certain groups can be removed from SDProp protection with this setting.","Operator groups no longer protected by AdminSDHolder and SDProp",Warning,1,,"Defense Evasion"
"6/2/2021, 1:14:26.067 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Operator groups no longer protected by AdminSDHolder and SDProp (33) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:26.127 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Zerologon vulnerability (59) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:26.573 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Enterprise Key Admins with full access to domain  Generation time: 2021-06-02T13:14:25.9869133+00:00 Security indicator name: Enterprise Key Admins with full access to domain Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/3/2021 1:55:58 PM Security framework tags: Mitre:Privilege Escalation, Mitre:Lateral Movement, Mitre:Credential Access Security indicator description: This indicator looks for evidence of a bug in certain versions of Windows Server 2016 Adprep that granted undue access to the Enterprise Key Admins group. Likelihood of compromise: This issue was corrected in a  subsequent release of Server 2016 and may not exist in your environment, but checking for it is definitely warranted, since it grants this group the ability to replicate all changes from AD (DCSync Attack). Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:25.9869133Z","This issue was corrected in a  subsequent release of Server 2016 and may not exist in your environment, but checking for it is definitely warranted, since it grants this group the ability to replicate all changes from AD (DCSync Attack).",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 1:55:58 PM","100 A","Privilege Escalation, Lateral Movement, Credential Access","This indicator looks for evidence of a bug in certain versions of Windows Server 2016 Adprep that granted undue access to the Enterprise Key Admins group.","Enterprise Key Admins with full access to domain",Warning,1,,"Privilege Escalation,Lateral Movement,Credential Access"
"6/2/2021, 1:14:26.677 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Enterprise Key Admins with full access to domain (47) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:28.560 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Users with old passwords (48) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:28.643 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Users with Kerberos pre-authentication disabled (45) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:28.950 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Users with old passwords  Generation time: 2021-06-02T13:14:28.6497572+00:00 Security indicator name: Users with old passwords Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/11/2021 1:53:13 PM Security framework tags: Mitre:Credential Access, Mitre:Persistence Security indicator description: This indicator looks for user accounts whose password has not changed in over 180 days. This could make these account ripe for password guessing attacks. Likelihood of compromise: Stale passwords that aren't changed over a long period of time and are not supported by multi-factor authentication are ripe targets for attackers.Stale passwords present opportunities for attackers to move laterally through the environment or elevate privileges. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:28.6497572Z","Stale passwords that aren't changed over a long period of time and are not supported by multi-factor authentication are ripe targets for attackers.Stale passwords present opportunities for attackers to move laterally through the environment or elevate privileges.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/11/2021 1:53:13 PM","100 A","Credential Access, Persistence","This indicator looks for user accounts whose password has not changed in over 180 days. This could make these account ripe for password guessing attacks.","Users with old passwords",Warning,1,,"Credential Access,Persistence"
"6/2/2021, 1:14:28.963 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Users with Kerberos pre-authentication disabled  Generation time: 2021-06-02T13:14:28.7240956+00:00 Security indicator name: Users with Kerberos pre-authentication disabled Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/11/2021 4:25:33 PM Security framework tags: Mitre:Credential Access Security indicator description: This indicator looks for users with Kerberos pre-authentication disabled, which can be targeted for ASREP-Roasting attacks (like 'Keberoasting'). For more information, see <a href=""https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx"">https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx</a> Likelihood of compromise: If an account has Kerberos pre-authentication disabled, it makes it easier for attackers to send dummy requests to a DC to try and crack its Ticket Granting Ticket (TGT). Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:28.7240956Z","If an account has Kerberos pre-authentication disabled, it makes it easier for attackers to send dummy requests to a DC to try and crack its Ticket Granting Ticket (TGT).",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/11/2021 4:25:33 PM","100 A","Credential Access","This indicator looks for users with Kerberos pre-authentication disabled, which can be targeted for ASREP-Roasting attacks (like 'Keberoasting'). For more information, see <a href=""https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx"">https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx</a>","Users with Kerberos pre-authentication disabled",Warning,1,,"Credential Access"
"6/2/2021, 1:14:29.000 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to default security descriptor schema in the last 90 days (39) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:29.057 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Users with old passwords (48) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:29.123 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Users with Kerberos pre-authentication disabled (45) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:29.247 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Anonymous NSPI access to AD enabled (55) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:29.373 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Changes to default security descriptor schema in the last 90 days  Generation time: 2021-06-02T13:14:29.1261825+00:00 Security indicator name: Changes to default security descriptor schema in the last 90 days Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/16/2021 7:02:37 AM Security framework tags: Mitre:Privilege Escalation, Mitre:Defense Evasion Security indicator description: This indicator detects changes made to the default security descriptor schema in the last 90 days. If an attacker gets access to the schema instance in a given forest, they can make changes to the defaultSecurityDescriptor attribute on any AD object class. These changes would then propagate as new default Access Control Lists (ACLs) on any newly created object in AD, potentially weakening AD security posture. Likelihood of compromise: Changes to the default security descriptor are not common. An admin should know that the change was made and be able to articulate the reason for the change. If the change was not intentional, the likelihood of compromise is very high. The chances of compromise are lower if the change hardens the setting instead of weakening it. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:29.1261825Z","Changes to the default security descriptor are not common. An admin should know that the change was made and be able to articulate the reason for the change. If the change was not intentional, the likelihood of compromise is very high. The chances of compromise are lower if the change hardens the setting instead of weakening it.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/16/2021 7:02:37 AM","100 A","Privilege Escalation, Defense Evasion","This indicator detects changes made to the default security descriptor schema in the last 90 days. If an attacker gets access to the schema instance in a given forest, they can make changes to the defaultSecurityDescriptor attribute on any AD object class. These changes would then propagate as new default Access Control Lists (ACLs) on any newly created object in AD, potentially weakening AD security posture.","Changes to default security descriptor schema in the last 90 days",Warning,1,,"Privilege Escalation,Defense Evasion"
"6/2/2021, 1:14:29.473 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Changes to default security descriptor schema in the last 90 days (39) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:29.633 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Anonymous NSPI access to AD enabled  Generation time: 2021-06-02T13:14:29.3631763+00:00 Security indicator name: Anonymous NSPI access to AD enabled Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/3/2021 1:20:43 PM Security framework tags: Mitre:Initial Access Security indicator description: Anonymous name service provider interface (NSPI) access on AD is a feature that allows anonymous RPC-based binds to AD. This indicator detects when NSPI access is enabled. Likelihood of compromise: NSPI access is rarely ever enabled so if you find it enabled, this should be a cause for concern. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:29.3631763Z","NSPI access is rarely ever enabled so if you find it enabled, this should be a cause for concern.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 1:20:43 PM","100 A","Initial Access","Anonymous name service provider interface (NSPI) access on AD is a feature that allows anonymous RPC-based binds to AD. This indicator detects when NSPI access is enabled.","Anonymous NSPI access to AD enabled",Warning,1,,"Initial Access"
"6/2/2021, 1:14:29.747 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Anonymous NSPI access to AD enabled (55) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:14:56.063 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Zerologon vulnerability  Generation time: 2021-06-02T13:14:26.1690025+00:00 Security indicator name: Zerologon vulnerability Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Critical Weight: 1 Schedule: Run every hour starting on 2/21/2021 7:21:32 AM Security framework tags: Mitre:Privilege Escalation Security indicator description: This indicator looks for security vulnerability to CVE-2020-1472, which was patched by Microsoft in August 2020. Without this patch, an unauthenticated attacker can exploit CVE-2020-1472 to elevate their privileges and get administrative access on the domain. Likelihood of compromise: While this exploit was patched by Microsoft, unpatched domain controllers still exist and there is exploit code in the wild that is actively taking advantage of this vulnerability. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:14:26.1690025Z","While this exploit was patched by Microsoft, unpatched domain controllers still exist and there is exploit code in the wild that is actively taking advantage of this vulnerability.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/21/2021 7:21:32 AM","100 A","Privilege Escalation","This indicator looks for security vulnerability to CVE-2020-1472, which was patched by Microsoft in August 2020. Without this patch, an unauthenticated attacker can exploit CVE-2020-1472 to elevate their privileges and get administrative access on the domain.","Zerologon vulnerability",Critical,1,,"Privilege Escalation"
"6/2/2021, 1:14:56.120 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Zerologon vulnerability (59) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:15:09.790 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Protected Users group in use (31) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:15:10.080 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",2,Warning,9212,"NT AUTHORITY\SYSTEM","Security indicator found: Protected Users group in use  Generation time: 2021-06-02T13:15:09.8168648+00:00 Security indicator name: Protected Users group in use Result: Failed First found: 3/15/2021 2:06:40 PM Score: 0 F Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/11/2021 2:11:39 PM Security framework tags: Mitre:Credential Access Security indicator description: The Protected Users group was introduced in Server 2012-R2 Active Directory to minimize credential exposure for privileged accounts. Users in the Protected Users group are more secure when authenticating to Windows resources. The differences include no longer caching clear-text passwords, even when Windows Digest is enabled, NTLM will no longer cache clear-text passwords, and Kerberos will no longer create DES or RC4 keys. When logging into domain controllers, members of the Protected Users group cannot authenticate via NTLM (Kerberos only), use DES or RC4 for Kerberos pre-authentication, and cannot be delegated with constrained or unconstrained delegation.  Likelihood of compromise: The Protected Users group provides privileged users with additional protection from direct credential theft attacks. Ideally, all privileged users are members of the Protected Users group. <a href=""https://docs.microsoft.com/en-us/windows-server/security/credentials-protection-and-management/protected-users-security-group/""For more information.</a>  Result Message: Found 5 privileged users that are not members of the Protected Users group. Number of results: 5 Remediation: Ensure that all privileged users are members of the Protected Users group. If using a pre 2012-R2 schema, then the protected users group does not exist. This is an exposure, but the remediation is to upgrade the schema.  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab","3/15/2021 2:06:40 PM","dsp.lab","2021-06-02T13:15:09.8168648Z","The Protected Users group provides privileged users with additional protection from direct credential theft attacks. Ideally, all privileged users are members of the Protected Users group. <a href=""https://docs.microsoft.com/en-us/windows-server/security/credentials-protection-and-management/protected-users-security-group/""For more information.</a> ",5,"Ensure that all privileged users are members of the Protected Users group. If using a pre 2012-R2 schema, then the protected users group does not exist. This is an exposure, but the remediation is to upgrade the schema.",Failed,"Found 5 privileged users that are not members of the Protected Users group.","Run every hour starting on 2/11/2021 2:11:39 PM","0 F","Credential Access","The Protected Users group was introduced in Server 2012-R2 Active Directory to minimize credential exposure for privileged accounts. Users in the Protected Users group are more secure when authenticating to Windows resources. The differences include no longer caching clear-text passwords, even when Windows Digest is enabled, NTLM will no longer cache clear-text passwords, and Kerberos will no longer create DES or RC4 keys. When logging into domain controllers, members of the Protected Users group cannot authenticate via NTLM (Kerberos only), use DES or RC4 for Kerberos pre-authentication, and cannot be delegated with constrained or unconstrained delegation. ","Protected Users group in use",Informational,1,,"Credential Access"
"6/2/2021, 1:15:10.130 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Protected Users group in use (31) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:23:12.387 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to nTSecurityDescriptor on MicrosoftDNS container in the last 30 days (66) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:23:13.393 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Changes to nTSecurityDescriptor on MicrosoftDNS container in the last 30 days  Generation time: 2021-06-02T13:23:12.4084228+00:00 Security indicator name: Changes to nTSecurityDescriptor on MicrosoftDNS container in the last 30 days Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 4/29/2021 8:19:36 AM Security framework tags: Mitre:Execution Security indicator description: This indicator shows any changes made to SACL, DACL or ownership of the MicrosoftDNS container object. This object provides the permissions and ownership of Microsoft DNS management services. Likelihood of compromise: DNS infrastructure is a critical component of any IP network that can be abused by attackers to subvert network traffic. Additionally, Microsoft DNS management services may be abused to execute arbitrary code (usually on a DC), as described in the following <a href="" https://www.semperis.com/blog/dnsadmins-revisited/"">blog post.</a>  Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:23:12.4084228Z","DNS infrastructure is a critical component of any IP network that can be abused by attackers to subvert network traffic. Additionally, Microsoft DNS management services may be abused to execute arbitrary code (usually on a DC), as described in the following <a href="" https://www.semperis.com/blog/dnsadmins-revisited/"">blog post.</a> ",0,None,Pass,"No evidence of exposure","Run every hour starting on 4/29/2021 8:19:36 AM","100 A",Execution,"This indicator shows any changes made to SACL, DACL or ownership of the MicrosoftDNS container object. This object provides the permissions and ownership of Microsoft DNS management services.","Changes to nTSecurityDescriptor on MicrosoftDNS container in the last 30 days",Informational,1,,Execution
"6/2/2021, 1:23:13.423 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Changes to nTSecurityDescriptor on MicrosoftDNS container in the last 30 days (66) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:25:10.217 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Security principals marked with adminCount=1 (3) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:25:10.837 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to GPO linking at the Domain level in the last 7 days (41) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:25:11.113 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to GPO linking at the AD Site level in the last 7 days (1) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:25:11.997 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Security principals marked with adminCount=1  Generation time: 2021-06-02T13:25:10.2473034+00:00 Security indicator name: Security principals marked with adminCount=1 Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/23/2021 12:17:31 PM Security framework tags: Mitre:Privilege Escalation Security indicator description: When a security principal (user, computer, or group) has its adminCount attribute set to 1, it is considered an ""Administrative"" principal and its ACL will change as per the permissions on the AdminSDHolder object. Conversely, if the adminCount attribute is set to 0, its ACL is no longer under the control of AdminSDHolder. This is not an exploit in and of itself, but could indicate someone is trying to use these accounts as backdoors for other activities. This indicator checks for any changes that have happened to the adminCount attribute in the last day. Likelihood of compromise: There are legitimate reasons why security principals in AD might be marked with adminCount=1 (e.g. they are added as members to privileged AD groups) but these should always be scrutinized to ensure they are legitimate.   Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:25:10.2473034Z","There are legitimate reasons why security principals in AD might be marked with adminCount=1 (e.g. they are added as members to privileged AD groups) but these should always be scrutinized to ensure they are legitimate.  ",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/23/2021 12:17:31 PM","100 A","Privilege Escalation","When a security principal (user, computer, or group) has its adminCount attribute set to 1, it is considered an ""Administrative"" principal and its ACL will change as per the permissions on the AdminSDHolder object. Conversely, if the adminCount attribute is set to 0, its ACL is no longer under the control of AdminSDHolder. This is not an exploit in and of itself, but could indicate someone is trying to use these accounts as backdoors for other activities. This indicator checks for any changes that have happened to the adminCount attribute in the last day.","Security principals marked with adminCount=1",Informational,1,,"Privilege Escalation"
"6/2/2021, 1:25:12.057 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Security principals marked with adminCount=1 (3) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:25:12.350 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Changes to GPO linking at the Domain level in the last 7 days  Generation time: 2021-06-02T13:25:10.9437164+00:00 Security indicator name: Changes to GPO linking at the Domain level in the last 7 days Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/23/2021 12:04:33 PM Security framework tags: Mitre:Execution, Mitre:Privilege Escalation, Mitre:Credential Access Security indicator description: This indicator shows any changes made to domain-level GPO links. These could be either legitimate GPOs or illegitimate exploit of domain linking. It's important to scrutinize any GPOs linked at this level to ensure they are legitimate. Likelihood of compromise: Any GPOs linked or unlinked at the domain level represent a high-security-risk change because GPOs linked at this level affect all computers and users in the domain, by default. These changes should be heavily scrutinized. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:25:10.9437164Z","Any GPOs linked or unlinked at the domain level represent a high-security-risk change because GPOs linked at this level affect all computers and users in the domain, by default. These changes should be heavily scrutinized.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/23/2021 12:04:33 PM","100 A","Execution, Privilege Escalation, Credential Access","This indicator shows any changes made to domain-level GPO links. These could be either legitimate GPOs or illegitimate exploit of domain linking. It's important to scrutinize any GPOs linked at this level to ensure they are legitimate.","Changes to GPO linking at the Domain level in the last 7 days",Warning,1,,"Execution,Privilege Escalation,Credential Access"
