"TimeGenerated","SourceSystem","AgentId","AggregateId","AssignedToName","AssignedToUid","AssignedToUuid","Cid","CompositeId","Confidence","CrawledTimestamp","CreatedTimestamp","DataDomains","Description","DisplayName","EmailSent","External","Id","Name","Objective","PatternId","Platform","Product","Scenario","SecondsToResolved","SecondsToTriaged","Severity","SeverityName","ShowInUi","SourceProducts","SourceVendors","Status","Tactic","TacticId","Tags","Technique","TechniqueId","Timestamp","AlertType","UpdatedTimestamp"
"06/02/2026 18:30:00","CrowdStrike","cs-aid-srvfile-0008","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","90","06/02/2026 18:30:00","06/02/2026 18:30:00","endpoint","Lateral movement via SMB admin share detected","Lateral Movement via SMB on srv-file01","True","False","alert-????????????????","Lateral Movement via SMB","Lateral Movement","26061","Windows","epp","suspicious_activity","0","425","3","High","True","Falcon","CrowdStrike","false_positive","Lateral Movement","TA0008","","Remote Services","T1021","06/02/2026 18:30:00","ldt","06/02/2026 18:30:00"
"06/02/2026 18:31:12","CrowdStrike","cs-aid-win11b-0002","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","62","06/02/2026 18:31:12","06/02/2026 18:31:12","endpoint","Attempt to disable security tooling detected","Security Tool Tamper Attempt on win11b","True","False","alert-????????????????","Security Tool Tamper Attempt","Evade Detection","75021","Windows","epp","suspicious_activity","0","6761","3","High","True","Falcon","CrowdStrike","in_progress","Defense Evasion","TA0005","","Impair Defenses","T1562","06/02/2026 18:31:12","ldt","06/02/2026 18:31:12"
"06/02/2026 18:32:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","65","06/02/2026 18:32:24","06/02/2026 18:32:24","endpoint","Outbound connection to known C2 infrastructure","C2 Beacon Detected on win11a","True","False","alert-????????????????","C2 Beacon Detected","Maintain Presence","32779","Windows","epp","suspicious_activity","0","3591","4","Critical","True","Falcon","CrowdStrike","true_positive","Command and Control","TA0011","","Application Layer Protocol","T1071","06/02/2026 18:32:24","ldt","06/02/2026 18:32:24"
"06/02/2026 18:33:36","CrowdStrike","cs-aid-itws01-0005","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","95","06/02/2026 18:33:36","06/02/2026 18:33:36","endpoint","Sensitive file access and staging detected","Sensitive File Staging on it-ws01","True","False","alert-????????????????","Sensitive File Staging","Data Collection","11761","Windows","epp","suspicious_activity","0","4947","2","Medium","True","Falcon","CrowdStrike","in_progress","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:33:36","ldt","06/02/2026 18:33:36"
"06/02/2026 18:34:48","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","95","06/02/2026 18:34:48","06/02/2026 18:34:48","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11a","True","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","63840","Windows","epp","suspicious_activity","0","222","4","Critical","True","Falcon","CrowdStrike","false_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:34:48","ldt","06/02/2026 18:34:48"
"06/02/2026 18:36:00","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","90","06/02/2026 18:36:00","06/02/2026 18:36:00","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11a","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","62607","Windows","epp","suspicious_activity","0","6530","4","Critical","True","Falcon","CrowdStrike","new","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:36:00","ldt","06/02/2026 18:36:00"
"06/02/2026 18:37:12","CrowdStrike","cs-aid-devws01-0003","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","80","06/02/2026 18:37:12","06/02/2026 18:37:12","endpoint","Suspected ransomware behavior detected","Ransomware Behavior on dev-ws01","True","False","alert-????????????????","Ransomware Behavior","Denial of Service","86994","Windows","epp","known_malware","0","1925","4","Critical","True","Falcon","CrowdStrike","in_progress","Impact","TA0040","","Data Encrypted for Impact","T1486","06/02/2026 18:37:12","ldt","06/02/2026 18:37:12"
"06/02/2026 18:38:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","96","06/02/2026 18:38:24","06/02/2026 18:38:24","endpoint","Outbound connection to known C2 infrastructure","C2 Beacon Detected on win11a","True","False","alert-????????????????","C2 Beacon Detected","Maintain Presence","81765","Windows","epp","suspicious_activity","0","5801","4","Critical","True","Falcon","CrowdStrike","true_positive","Command and Control","TA0011","","Application Layer Protocol","T1071","06/02/2026 18:38:24","ldt","06/02/2026 18:38:24"
"06/02/2026 18:39:36","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","70","06/02/2026 18:39:36","06/02/2026 18:39:36","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on win11a","False","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","85634","Windows","epp","suspicious_activity","0","2740","4","Critical","True","Falcon","CrowdStrike","new","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:39:36","ldt","06/02/2026 18:39:36"
"06/02/2026 18:40:48","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","89","06/02/2026 18:40:48","06/02/2026 18:40:48","endpoint","Sensitive file access and staging detected","Sensitive File Staging on win11a","True","False","alert-????????????????","Sensitive File Staging","Data Collection","55869","Windows","epp","suspicious_activity","0","4464","2","Medium","True","Falcon","CrowdStrike","true_positive","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:40:48","ldt","06/02/2026 18:40:48"
"06/02/2026 18:42:00","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","60","06/02/2026 18:42:00","06/02/2026 18:42:00","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11a","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","28890","Windows","epp","suspicious_activity","0","3342","4","Critical","True","Falcon","CrowdStrike","true_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:42:00","ldt","06/02/2026 18:42:00"
