Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,TimeCollected [UTC],AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AuthenticationPackageName,CallerProcessId,RelativeTargetName
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f5c67d01-4fa4-4937-9616-d18a9857f5b4,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,83008f53-cea2-4dc4-861a-51a87c3164fe,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f3dd4cbc-4bb7-4493-b6b2-2aac95e8bf2c,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
\OFICINA2,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,6c60aaf2-4a01-44fc-ba58-9ab43ee4057e,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f8ec8016-3975-468e-9ce6-04ddb5dded8b,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
SHIR-HIVE\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,65dac9de-adaa-4c39-b1e3-41c333789aee,"4/16/2021, 8:44:53.603 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,27383e32-e7a8-471f-97f5-83eec3c9f926,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,cf8a7e69-6f22-4769-b62f-3f9b60b01cdc,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,873cde56-577a-47a2-b521-bbe2b14cfea7,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8279260b-fb91-4709-bee8-b7267ca2b36a,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1f57e3a5-d668-4dd7-a827-731e427aeea8,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,bcaf069f-0e47-4598-8c74-b362ccfa2784,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ea1fb1aa-e4ff-463e-a670-a97b0549747b,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,cf896ead-9b06-49dd-be80-89b17d7696e1,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6b7e62c8-5194-4bb8-81a4-162bd9fc3324,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4a03cc14-a06f-4dc9-8549-30b6b9cfedc1,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8292fff8-b8a3-4930-b93a-ae4fa3b9547b,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ff1a5ca1-bdb8-4d4c-a65a-7f1d3b7e56bf,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2ede7b4a-af6c-4ebd-a34b-80622767cd55,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f1fe0134-650f-48aa-88a0-0337c8af536d,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,0968bb55-f8f5-4e1f-8a03-4e4ea976f4d7,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c041555f-1af1-4785-a1a1-21dc114f5aa6,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,63214e92-c823-42d7-ab71-b911de9f1a66,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6fdf5c74-7da5-4805-a3ef-32c16fcfd811,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6edc8f72-c72e-4ceb-b4db-a38803740d19,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,3ca26c18-9fe0-4edb-ba5b-1493b5bc8bf5,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,18cfb006-bfa6-4ccc-9f8c-77b84950d7e9,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,19e7c887-f068-44cb-9146-fa794f084f21,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATEUR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4bebc747-4abe-4f23-9eed-4b5077f07302,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9aa638a5-85a0-4d74-a447-40b5c823ee47,"4/16/2021, 8:55:14.143 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9d4634e0-e829-496c-a399-8fc08cdcedd9,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4ad0c66b-03ac-41bc-a610-60f55ee4a758,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,21ca82a4-f826-45f1-aa82-7f253e572ec9,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4f02ff41-45fb-4784-8454-e029b240cca5,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,749a4c19-a191-4c99-81f8-47622678d455,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f12cfba5-31de-4ad3-ad15-7d326e17c2c1,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8d52f56a-8665-468f-b39e-dca4bf76218c,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,d84b858a-04ae-4acf-90e0-10d1fd4ae658,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,63d26ccd-e439-4780-8472-affc5a7a2496,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\TEST,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,01fb5ed7-8b57-4a75-83dd-d477e2b288e6,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9cb3db8e-bdac-4d3b-85be-a12268172998,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,0a83751a-d510-4f93-98e6-9cac1eeaa1f7,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,5d0c2f23-5a7b-40af-92de-4ff6c29c7e09,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,66a5d82a-cabe-468c-84e1-d98eb3eb751a,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a288512e-ac9f-4955-824e-ba9fa92b9527,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,782dbb16-1bfe-4048-a276-443b6ccf0960,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,0b636cda-0c6e-4d71-9788-787faa921217,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f98f1358-1e2b-404a-8fb4-f8f8965a60bd,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,268b10ec-59a2-4ff4-a70f-f948e997c4cf,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,89db44ec-6b2e-4fc5-b4ea-b6d67f6a0769,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f60b0963-4d4f-45fc-93af-69b54c197a96,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,d509c6de-f835-4d1a-8dc7-7cf1075cd6cd,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,59b94278-58b1-4159-9414-2b8b09b968b9,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f7e9ff25-2cfd-4721-b083-a94030eeef4e,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,5e3dd0fd-ea80-44f1-a5dc-ec91fb5f177e,"4/16/2021, 9:03:05.184 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ed786152-62e6-4379-88ca-8f8bcd2889d8,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,b588d49b-d620-4f8f-a250-871a0a245403,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a4eeb55b-c698-40d6-9a12-5b84d1f1dc33,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,d497ba6b-81c1-4638-97ba-86edf4661cea,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8c584621-9fff-4822-88b5-49902ab6dee2,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,b9496946-9b67-4ce7-9a32-dc96df8eacfe,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,03b8ebf8-d9ff-4d7d-b95e-a217c980e625,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4283a8fe-e547-469c-94cf-f737069ac46a,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,7b121ba0-1dfd-4a1c-97da-e686b33f03d8,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,caf7c7be-62f5-416b-ae7e-f901cabcef36,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9b328e6d-93f1-42ad-9aea-63111ce62d8d,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,eb62c657-f12a-43fa-be4c-b7eec6de01d1,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,b94bb805-eafd-40b7-81cb-4b797857df7a,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1724956d-8d14-483e-847b-03c0663189e4,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,92512efb-be64-4a32-a084-2a808610a39b,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,5b423708-27b8-40d8-a8c7-9f53d141f858,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ce443974-a0f3-456c-8345-9e544f342d0e,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,940da95e-f5dc-4c03-b511-c1f97e6a4379,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,00ff7534-917c-41fe-a7a3-e50de6ab3e72,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,fa87c219-06ce-4d30-9a69-a9b524eb7494,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f8aa29b0-ac26-40e9-8247-30083ba5d503,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,39b2279b-3acd-4fc7-ba93-7bf8e334a730,"4/16/2021, 8:44:55.106 AM",,,,,NTLM,,
NT AUTHORITY\SYSTEM,User,OnPremSQL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{549cb941-f2a8-45ce-8d65-7027de9521ce}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>3800</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CSCRIPT.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>7EA894876FF19F8E2B3D2803BE3D3317FDFD23297BCACC116D79230C8A9E1741</FileHash>
    <FqbnLength>116</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT ® WINDOWS SCRIPT HOST\CSCRIPT.EXE\5.812.10240.16384</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>31</FullFilePathLength>
    <FullFilePath>C:\windows\system32\cscript.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,804f954e-45e2-407d-a242-ae810913c07d,d6cb01e7-2798-4d41-b0e4-5ccfb3d0e7c3,"4/16/2021, 8:44:56.977 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,OnPremSQL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{549cb941-f2a8-45ce-8d65-7027de9521ce}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>14720</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CONHOST.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>53B647BFBAD80E8E5E5E0001B2B300A434B48262EC09193F7C3D2AF74E3CF710</FileHash>
    <FqbnLength>119</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\CONHOST.EXE\10.0.17763.1432</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>32</FullFilePathLength>
    <FullFilePath>\SystemRoot\System32\Conhost.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,804f954e-45e2-407d-a242-ae810913c07d,8833ec16-d37f-4899-b04a-e999c7a77b93,"4/16/2021, 8:44:56.977 AM",,,,,,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,df2a17dc-aa03-43df-90ce-ed83a2f34449,"4/16/2021, 8:44:59.105 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,54011efd-c0ae-4503-9386-afd868ed975a,"4/16/2021, 8:44:59.105 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,715a4655-c67b-49b0-b0bf-305ea655fc67,"4/16/2021, 8:44:59.105 AM",,,,,NTLM,,
