"TimeGenerated [UTC]",IOCType,Value,Classification,SourceSeverity,SourceConfidence,KillChain,Offense,IsApt,ThreatActor,"ExpiresOn [UTC]","CreatedOn [UTC]","UpdatedOn [UTC]","LastIngestedOn [UTC]",TenantId,Type,"_ResourceId"
"11/30/2025, 5:39:11.541 PM",ipv4,"62.84.101.139",C2,High,Medium,"Command And Control",ghostsocks,false,,"12/5/2025, 5:35:00.196 PM","10/1/2025, 3:28:22.370 PM","11/30/2025, 5:34:45.766 PM","11/30/2025, 5:34:45.766 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha256,64f38a7afba1b7dd3a0ed83e429a36427a18509e373cfb456dbddd390a434bae,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha1,6628cd0a68ba10de5c76f23fda1d5ce5304f99d6,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,695ff82d98e3b0796bbaf6b1afdea70c20d569c747c15aa5bb9f42fd7d7750d8,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha1,6a29ac27c87608cde97df994de8328271a9519fd,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.069 PM",sha256,6f437c41ac3900dca8b5eeb6f1620f2c79a39501b368d54b99e20b1d49ebc7cb,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.069 PM",sha1,7164358e9e1f177c7b7fee81be263353bf831f33,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:46.857 PM",sha256,71aaffc5e454930f45e05de5f2f44f6faf0f44478ad4987df765d97d25ebe4ec,Malware,Medium,High,Weaponization,donutloader,false,,"12/2/2025, 5:35:00.196 PM","11/30/2025, 5:34:46.857 PM","11/30/2025, 5:34:46.857 PM","11/30/2025, 5:34:46.857 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha1,79bbb444aa5bd8ace65fc6b7c8714298aa35729c,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.069 PM",sha256,7bac477b2398fa25104f12eac67e9b8112db697f844be7493cef6880903078e3,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha1,7d0afae1c308cd4228d140c32f4c7da6c7b30c55,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:46.857 PM",sha1,7e67f2363eeabf22f9b19433916460d4dcb6051a,Malware,Medium,High,Weaponization,donutloader,false,,"12/2/2025, 5:35:00.196 PM","11/30/2025, 5:34:46.857 PM","11/30/2025, 5:34:46.857 PM","11/30/2025, 5:34:46.857 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,857380172495d982fb0581062fdd964bb64297b205ff519624d84b5bb6e48155,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:04:45.195 PM",sha256,870053899178028ca1a0d56e1432898812319f4bea76c6592329ea1582e1d76a,Malware,Medium,Medium,Weaponization,"acr_stealer",false,,"12/2/2025, 5:35:00.196 PM","11/30/2025, 5:04:45.195 PM","11/30/2025, 5:34:44.696 PM","11/30/2025, 5:34:44.696 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha1,9cba69f33701bc3f4919515be3325c07a6ef34e6,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,a918431723887cc455e56010197e9f79f0b11b23f3cbff48f20b010ac0d1bb98,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.070 PM",sha1,a9d6cf4612a4c7d873650ce6d25f8df18422f776,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha256,ab14af765f3c73dc5610871dc20832f6321fec282415274efa88909347fc20db,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,af10b218f72e3bec400ec71ece3f9c79d49982458e450a767d3190fbe008e78d,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,b034d98eccdad1df343bc1b55c995913440d256039ee2f94a738ea6d95936413,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha256,b1f4e2673395193cb7777846109da44960fca721d07e91097296abcb36f68230,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha1,b373d975684c8d56179d275348a974490a814e6d,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha256,b37e6a27d49d6f2db0509a783a795f7352e794b3069b0bd39d3586ea9bd9d779,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.070 PM",sha256,b58ca56d6f33fc3abae0a0e5b6c8fd940565c1729dff687689d6f69184ad8fc7,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.070 PM",sha1,bea13bca8876b9a27b79975d4044328824ae84d6,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.069 PM",sha1,c2e3895b5fd85ffa2f6c40393ac6d07fb0ee55a4,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","11/30/2025, 5:34:48.069 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.086 PM",sha1,ca7e77021ece19209a72a3e3ef0b349682229737,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","11/30/2025, 5:34:48.086 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha1,e0de7dcccc15647f40c0947fe68db8a52aca02d9,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:43.660 PM",sha1,e7bb4459540f4955740bf1f19de5a30cf2c047fb,Malware,Medium,High,Weaponization,"agent_tesla",false,,"12/2/2025, 5:35:00.196 PM","11/30/2025, 5:34:43.660 PM","11/30/2025, 5:34:43.660 PM","11/30/2025, 5:34:43.660 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.070 PM",sha256,ed40663975df3a7d27cab31c5034d129426038e77e4e0f6e9b6d87b2e82953d1,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","11/30/2025, 5:34:48.070 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 5:34:48.087 PM",sha1,feef06dc5b9f38f12c42c0ca41d0d49d1574c06f,Malware,High,High,Weaponization,remcos,false,,"12/5/2025, 5:35:00.196 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","11/30/2025, 5:34:48.087 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 6:14:58.789 PM",sha256,0429832bf8a46f744175810bd450900215c79e813ebd23f65736ad0c77881723,Malware,High,High,Weaponization,warzone,false,,"12/5/2025, 6:15:00.163 PM","11/30/2025, 6:14:58.789 PM","11/30/2025, 6:14:58.789 PM","11/30/2025, 6:14:58.789 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
"11/30/2025, 6:14:57.728 PM",sha256,086bdd842e8608f14126909eacf5669bb83f2e8e61edf40f9b07f8471b2cf917,Malware,Medium,High,Weaponization,reverseloader,false,,"12/2/2025, 6:15:00.163 PM","11/30/2025, 6:14:57.728 PM","11/30/2025, 6:14:57.728 PM","11/30/2025, 6:14:57.728 PM","e48570a8-b54d-4ef2-b91d-a207532d393b","VisaThreatIntelligenceIOC_CL",
