Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
Authentication,User,Yes,Yes,Alias,Optional,Username (String),string,Username,SchemaDoc,Alias to the [TargetUsername](#targetusername) or to the [TargetUserId](#targetuserid) if [TargetUsername](#targetusername) is not defined.,CONTOSO\dadmin,,Alias to the [TargetUsername](#targetusername) or to the [TargetUserId](#targetuserid) if [TargetUsername](#targetusername) is not defined. <br><br>Example: `CONTOSO\dadmin`
Common,AdditionalFields,Yes,Yes,Optional,Optional,Dynamic,dynamic,,SchemaDoc,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs.",,,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs."
Common,Dvc,Yes,Yes,Alias,Mandatory,String,string,,SchemaDoc,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field.",,,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field."
Common,DvcAction,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,"For reporting security systems, the action taken by the system, if applicable. <br><br>Example: `Blocked`"
Common,DvcDescription,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,A descriptive text associated with the device. For,Primary Domain Controller.,,A descriptive text associated with the device. For example: `Primary Domain Controller`.
Common,DvcDomain,Yes,Yes,Recommended,Recommended,Domain (String),string,Domain,SchemaDoc,"The domain of the device on which the event occurred or which reported the event, depending on the schema.",Contoso,,"The domain of the device on which the event occurred or which reported the event, depending on the schema.<br><br>Example: `Contoso`"
Common,DvcDomainType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).",,This field is required if the [DvcDomain](#dvcdomain) field is used.,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).<br><br>**Note**: This field is required if the [DvcDomain](#dvcdomain) field is used."
Common,DvcFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,SchemaDoc,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used.,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br> Example: `Contoso\DESKTOP-1282V4D`<br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used."
Common,DvcHostname,Yes,Yes,Recommended,Recommended,Hostname,string,Hostname,SchemaDoc,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",ContosoDc,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `ContosoDc`"
Common,DvcId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema.",41502da5-21b7-48ec-81c9-baeea8d7d669,,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `41502da5-21b7-48ec-81c9-baeea8d7d669`"
Common,DvcIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.",,This field is required if the [DvcId](#dvcid) field is used.,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.<br><br>**Note**: This field is required if the [DvcId](#dvcid) field is used."
Common,DvcInterface,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",,,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device."
Common,DvcIpAddr,Yes,Yes,Recommended,Recommended,IP address,string,IP Address,SchemaDoc,"The IP address of the device on which the event occurred or which reported the event, depending on the schema.",45.21.42.12,,"The IP address of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `45.21.42.12`"
Common,DvcMacAddr,Yes,Yes,Optional,Optional,MAC address,string,MAC address,SchemaDoc,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,The MAC address of the device on which the event occurred or which reported the event.  <br><br>Example: `00:1B:44:11:3A:B7`
Common,DvcOriginalAction,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The original [DvcAction](#dvcaction) as provided by the reporting device.,,,The original [DvcAction](#dvcaction) as provided by the reporting device.
Common,DvcOs,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The operating system running on the device on which the event occurred or which reported the event.,Windows,,The operating system running on the device on which the event occurred or which reported the event.    <br><br>Example: `Windows`
Common,DvcOsVersion,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The version of the operating system on the device on which the event occurred or which reported the event.,10,,The version of the operating system on the device on which the event occurred or which reported the event. <br><br>Example: `10`
Common,DvcScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.
Common,DvcScopeId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
Common,DvcZone,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.",Dmz,,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.<br><br>Example: `Dmz`"
Common,EventCount,Yes,Yes,Mandatory,Mandatory,Integer,int,,SchemaDoc,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`.",,,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`."
Common,EventEndTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,SchemaDoc,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
Common,EventMessage,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"A general message or description, either included in or generated from the record.",,,"A general message or description, either included in or generated from the record."
Common,EventOriginalResultDetails,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema.",,,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema."
Common,EventOriginalSeverity,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).,,,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).
Common,EventOriginalSubType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.",2,,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.<br><br>Example: `2`"
Common,EventOriginalType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.",4624,,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.<br><br>Example: `4624`"
Common,EventOriginalUid,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"A unique ID of the original record, if provided by the source.",69f37748-ddcd-4331-bf0f-b137f1ea83b,,"A unique ID of the original record, if provided by the source.<br><br>Example: `69f37748-ddcd-4331-bf0f-b137f1ea83b`"
Common,EventOwner,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,"The owner of the event, which is usually the department or subsidiary in which it was generated."
Common,EventProduct,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,Sysmon,,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`
Common,EventProductVersion,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The version of the product generating the event.,12.1,,The version of the product generating the event. <br><br>Example: `12.1`
Common,EventReportUrl,Yes,Yes,Optional,Optional,URL (String),string,URL,SchemaDoc,A URL provided in the event for a resource that provides more information about the event.,,,A URL provided in the event for a resource that provides more information about the event.
Common,EventResult,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.",Success,,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.<br><br>Example: `Success`"
Common,EventResultDetails,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,SchemaDoc,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.",NXDOMAIN,,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.<br><br>Example: `NXDOMAIN`"
Common,EventSchema,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,The schema the event is normalized to. Each schema documents its schema name.,,,The schema the event is normalized to. Each schema documents its schema name.
Common,EventSchemaVersion,Yes,Yes,Mandatory,Mandatory,SchemaVersion (String),string,SchemaVersion,SchemaDoc,The version of the schema. Each schema documents its current version.,,,The version of the schema. Each schema documents its current version.
Common,EventSeverity,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,SchemaDoc,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`.",,,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`."
Common,EventStartTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,SchemaDoc,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
Common,EventSubType,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field.",,,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field."
Common,EventType,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"Describes the operation reported by the record. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalType](#eventoriginaltype) field.",,,"Describes the operation reported by the record. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalType](#eventoriginaltype) field."
Common,EventUid,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",,,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field."
Common,EventVendor,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,"Microsoft ,",,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Microsoft`  <br><br>
Common,TimeGenerated,Yes,Yes,Mandatory,Mandatory,datetime,datetime,,SchemaDoc,,,,
Common,Type,Yes,Yes,Mandatory,Mandatory,string,string,,SchemaDoc,,,,
DhcpEvent,AdditionalFields,Yes,Yes,Optional,Optional,Dynamic,dynamic,,CommonFields,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs.",,,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs."
DhcpEvent,DhcpCircuitId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP circuit ID, as defined by [RFC3046](https://datatracker.ietf.org/doc/html/rfc3046)",,,"The DHCP circuit ID, as defined by [RFC3046](https://datatracker.ietf.org/doc/html/rfc3046)"
DhcpEvent,DhcpLeaseDuration,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,"The length of the lease granted to a client, in seconds.",,,"The length of the lease granted to a client, in seconds."
DhcpEvent,DhcpSessionDuration,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,"The amount of time, in milliseconds, for the completion of the DHCP session.",1500,,"The amount of time, in milliseconds, for the completion of the DHCP session.<br><br>Example: `1500`"
DhcpEvent,DhcpSessionId,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,"The session identifier as reported by the reporting device. For the Windows DHCP server, set this to the TransactionID field.",2099570186,,"The session identifier as reported by the reporting device. For the Windows DHCP server, set this to the TransactionID field. <br><br>Example: `2099570186`"
DhcpEvent,DhcpSrcDHCId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP client ID, as defined by [RFC4701](https://datatracker.ietf.org/doc/html/rfc4701)",,,"The DHCP client ID, as defined by [RFC4701](https://datatracker.ietf.org/doc/html/rfc4701)"
DhcpEvent,DhcpSubscriberId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP subscriber ID, as defined by [RFC3993](https://datatracker.ietf.org/doc/html/rfc3993)",,,"The DHCP subscriber ID, as defined by [RFC3993](https://datatracker.ietf.org/doc/html/rfc3993)"
DhcpEvent,DhcpUserClass,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP User Class, as defined by [RFC3004](https://datatracker.ietf.org/doc/html/rfc3004).",,,"The DHCP User Class, as defined by [RFC3004](https://datatracker.ietf.org/doc/html/rfc3004)."
DhcpEvent,DhcpUserClassId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP User Class ID, as defined by [RFC3004](https://datatracker.ietf.org/doc/html/rfc3004).",,,"The DHCP User Class ID, as defined by [RFC3004](https://datatracker.ietf.org/doc/html/rfc3004)."
DhcpEvent,DhcpVendorClass,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP Vendor Class, as defined by [RFC3925](https://datatracker.ietf.org/doc/html/rfc3925).",,,"The DHCP Vendor Class, as defined by [RFC3925](https://datatracker.ietf.org/doc/html/rfc3925)."
DhcpEvent,DhcpVendorClassId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The DHCP Vendor Class Id, as defined by [RFC3925](https://datatracker.ietf.org/doc/html/rfc3925).",,,"The DHCP Vendor Class Id, as defined by [RFC3925](https://datatracker.ietf.org/doc/html/rfc3925)."
DhcpEvent,Duration,Yes,Yes,Alias,Alias,,int,,SchemaDoc,Alias to [DhcpSessionDuration](#dhcpsessionduration),,,Alias to [DhcpSessionDuration](#dhcpsessionduration)
DhcpEvent,Dvc,Yes,Yes,Alias,Mandatory,String,string,,CommonFields,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field.",,,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field."
DhcpEvent,DvcAction,Yes,Yes,Optional,Recommended,String,string,,CommonFields,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,"For reporting security systems, the action taken by the system, if applicable. <br><br>Example: `Blocked`"
DhcpEvent,DvcDescription,Yes,Yes,Optional,Optional,String,string,,CommonFields,A descriptive text associated with the device. For,Primary Domain Controller.,,A descriptive text associated with the device. For example: `Primary Domain Controller`.
DhcpEvent,DvcDomain,Yes,Yes,Recommended,Recommended,Domain (String),string,Domain,CommonFields,"The domain of the device on which the event occurred or which reported the event, depending on the schema.",Contoso,,"The domain of the device on which the event occurred or which reported the event, depending on the schema.<br><br>Example: `Contoso`"
DhcpEvent,DvcDomainType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,CommonFields,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).",,This field is required if the [DvcDomain](#dvcdomain) field is used.,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).<br><br>**Note**: This field is required if the [DvcDomain](#dvcdomain) field is used."
DhcpEvent,DvcFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used.,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br> Example: `Contoso\DESKTOP-1282V4D`<br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used."
DhcpEvent,DvcHostname,Yes,Yes,Recommended,Recommended,Hostname,string,Hostname,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",ContosoDc,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `ContosoDc`"
DhcpEvent,DvcId,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema.",41502da5-21b7-48ec-81c9-baeea8d7d669,,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `41502da5-21b7-48ec-81c9-baeea8d7d669`"
DhcpEvent,DvcIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,CommonFields,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.",,This field is required if the [DvcId](#dvcid) field is used.,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.<br><br>**Note**: This field is required if the [DvcId](#dvcid) field is used."
DhcpEvent,DvcInterface,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",,,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device."
DhcpEvent,DvcIpAddr,Yes,Yes,Recommended,Recommended,IP address,string,IP Address,CommonFields,"The IP address of the device on which the event occurred or which reported the event, depending on the schema.",45.21.42.12,,"The IP address of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `45.21.42.12`"
DhcpEvent,DvcMacAddr,Yes,Yes,Optional,Optional,MAC address,string,MAC address,CommonFields,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,The MAC address of the device on which the event occurred or which reported the event.  <br><br>Example: `00:1B:44:11:3A:B7`
DhcpEvent,DvcOriginalAction,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original [DvcAction](#dvcaction) as provided by the reporting device.,,,The original [DvcAction](#dvcaction) as provided by the reporting device.
DhcpEvent,DvcOs,Yes,Yes,Optional,Optional,String,string,,CommonFields,The operating system running on the device on which the event occurred or which reported the event.,Windows,,The operating system running on the device on which the event occurred or which reported the event.    <br><br>Example: `Windows`
DhcpEvent,DvcOsVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the operating system on the device on which the event occurred or which reported the event.,10,,The version of the operating system on the device on which the event occurred or which reported the event. <br><br>Example: `10`
DhcpEvent,DvcScope,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.
DhcpEvent,DvcScopeId,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
DhcpEvent,DvcZone,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.",Dmz,,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.<br><br>Example: `Dmz`"
DhcpEvent,EventCount,Yes,Yes,Mandatory,Mandatory,Integer,int,,CommonFields,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`.",,,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`."
DhcpEvent,EventEndTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
DhcpEvent,EventMessage,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A general message or description, either included in or generated from the record.",,,"A general message or description, either included in or generated from the record."
DhcpEvent,EventOriginalResultDetails,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema.",,,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema."
DhcpEvent,EventOriginalSeverity,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).,,,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).
DhcpEvent,EventOriginalSubType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.",2,,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.<br><br>Example: `2`"
DhcpEvent,EventOriginalType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.",4624,,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.<br><br>Example: `4624`"
DhcpEvent,EventOriginalUid,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A unique ID of the original record, if provided by the source.",69f37748-ddcd-4331-bf0f-b137f1ea83b,,"A unique ID of the original record, if provided by the source.<br><br>Example: `69f37748-ddcd-4331-bf0f-b137f1ea83b`"
DhcpEvent,EventOwner,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,"The owner of the event, which is usually the department or subsidiary in which it was generated."
DhcpEvent,EventProduct,Yes,Yes,Mandatory,Mandatory,String,string,,CommonFields,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,Sysmon,,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`
DhcpEvent,EventProductVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the product generating the event.,12.1,,The version of the product generating the event. <br><br>Example: `12.1`
DhcpEvent,EventReportUrl,Yes,Yes,Optional,Optional,URL (String),string,URL,CommonFields,A URL provided in the event for a resource that provides more information about the event.,,,A URL provided in the event for a resource that provides more information about the event.
DhcpEvent,EventResult,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,CommonFields,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.",Success,,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.<br><br>Example: `Success`"
DhcpEvent,EventResultDetails,Yes,Yes,Recommended,Recommended,Enumerated,string,,CommonFields,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.",NXDOMAIN,,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.<br><br>Example: `NXDOMAIN`"
DhcpEvent,EventSchema,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The name of the schema documented here's **DhcpEvent**.,,,The name of the schema documented here's **DhcpEvent**.
DhcpEvent,EventSchemaVersion,Yes,Yes,Mandatory,Mandatory,SchemaVersion (String),string,SchemaVersion,SchemaDoc,The version of the schema documented here's **0.1.1**.,,,The version of the schema documented here's **0.1.1**.
