"solution_name","solution_folder","content_type","content_id","content_name","content_file","table_name","table_usage","is_published"
"Group-IB","Group-IB","playbook","","GIBTIA_BP_phishing","azuredeploy-GIBTIA_BP_phishing.json","GIBTIABPPhishing_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_BP_phishing_kit","azuredeploy-GIBTIA_BP_phishing_kit.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_BP_phishing_kit","azuredeploy-GIBTIA_BP_phishing_kit.json","GIBTIABPPhishingKit_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_account","azuredeploy-GIBTIA_Compromised_account.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_account","azuredeploy-GIBTIA_Compromised_account.json","GIBTIABPPhishingKit_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_card","azuredeploy-GIBTIA_Compromised_card.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_card","azuredeploy-GIBTIA_Compromised_card.json","GIBTIACompromisedCard_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_imei","azuredeploy-GIBTIA_Compromised_imei.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_imei","azuredeploy-GIBTIA_Compromised_imei.json","GIBTIACompromisedIMEI_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_mule","azuredeploy-GIBTIA_Compromised_mule.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Compromised_mule","azuredeploy-GIBTIA_Compromised_mule.json","GIBTIACompromisedMule_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_HI_Threat","azuredeploy-GIBTIA_HI_Threat.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_HI_Threat","azuredeploy-GIBTIA_HI_Threat.json","GIBTIAHIThreatReports_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_HI_Threat_Actor","azuredeploy-GIBTIA_HI_Threat_Actor.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_HI_Threat_Actor","azuredeploy-GIBTIA_HI_Threat_Actor.json","GIBTIAHIThreatActor_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Malware_cnc","azuredeploy-GIBTIA_Malware_cnc.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Malware_cnc","azuredeploy-GIBTIA_Malware_cnc.json","GIBTIAMalwareCNC_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Malware_Targeted_Malware","azuredeploy-GIBTIA_Malware_Targeted_Malware.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Malware_Targeted_Malware","azuredeploy-GIBTIA_Malware_Targeted_Malware.json","GIBTIATargetedMalware_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_GitLeak","azuredeploy-GIBTIA_OSI_GitLeak.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_GitLeak","azuredeploy-GIBTIA_OSI_GitLeak.json","GIBTIAOSIGitLeak_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_PublicLeak","azuredeploy-GIBTIA_OSI_PublicLeak.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_PublicLeak","azuredeploy-GIBTIA_OSI_PublicLeak.json","GIBTIAOSIPublicLeak_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_Vulnerability","azuredeploy-GIBTIA_OSI_Vulnerability.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_OSI_Vulnerability","azuredeploy-GIBTIA_OSI_Vulnerability.json","GIBTIAOSIVulnerability_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_open_proxy","azuredeploy-GIBTIA_Suspicious_ip_open_proxy.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_open_proxy","azuredeploy-GIBTIA_Suspicious_ip_open_proxy.json","GIBTIASuspiciousIPOpenProxy_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_socks_proxy","azuredeploy-GIBTIA_Suspicious_ip_socks_proxy.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_socks_proxy","azuredeploy-GIBTIA_Suspicious_ip_socks_proxy.json","GIBTIASuspiciousIPSocksProxy_CL","write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_tor_node","azuredeploy-GIBTIA_Suspicious_ip_tor_node.json","GIBTechTable_CL","read/write","false"
"Group-IB","Group-IB","playbook","","GIBTIA_Suspicious_ip_tor_node","azuredeploy-GIBTIA_Suspicious_ip_tor_node.json","GIBTIASuspiciousIPTorNode_CL","write","false"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","SecurityIncident","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","Syslog","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","watchlist","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","Heartbeat","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","DeviceProcessEvents","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","SecurityAlert","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","ThreatIntelIndicators","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","DeviceInfo","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","SecurityEvent","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","DeviceFileEvents","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","SigninLogs","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","SQLSecurityAuditEvents","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","AzureDiagnostics","read","true"
"HIPAA Compliance","HIPAA Compliance","workbook","","HIPAACompliance","HIPAACompliance.json","DeviceNetworkEvents","read","true"
"iboss","iboss","workbook","","ibossMalwareAndC2","ibossMalwareAndC2.json","CommonSecurityLog","read","true"
"iboss","iboss","workbook","","ibossWebUsage","ibossWebUsage.json","CommonSecurityLog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","b3c4b8f4-c12c-471e-9999-023c05852276","Illumio VEN Clone Detection Rule","Illumio_VEN_Clone_Detection_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","b3c4b8f4-c12c-471e-9999-023c05852276","Illumio VEN Clone Detection Rule","Illumio_VEN_Clone_Detection_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","c18bd8c2-50f0-4aa2-8122-d449243627d7","Illumio VEN Deactivated Detection Rule","Illumio_VEN_Deactivated_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","c18bd8c2-50f0-4aa2-8122-d449243627d7","Illumio VEN Deactivated Detection Rule","Illumio_VEN_Deactivated_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","599fdc92-eb6d-4b54-8d79-2a3f740a846a","Illumio Enforcement Change Analytic Rule","Illumio_VEN_Enforcement_Change_Detection_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","599fdc92-eb6d-4b54-8d79-2a3f740a846a","Illumio Enforcement Change Analytic Rule","Illumio_VEN_Enforcement_Change_Detection_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","e9e4e466-3970-4165-bc8d-7721c6ef34a6","Illumio Firewall Tampering Analytic Rule","Illumio_VEN_Firewall_Tampering_Detection_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","e9e4e466-3970-4165-bc8d-7721c6ef34a6","Illumio Firewall Tampering Analytic Rule","Illumio_VEN_Firewall_Tampering_Detection_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","ec07fcd3-724f-426d-9f53-041801ca5f6c","Illumio VEN Offline Detection Rule","Illumio_VEN_Offline_Detection_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","ec07fcd3-724f-426d-9f53-041801ca5f6c","Illumio VEN Offline Detection Rule","Illumio_VEN_Offline_Detection_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","7379f752-18a2-43ca-8b74-70747dd792f8","Illumio VEN Suspend Detection Rule","Illumio_VEN_Suspend_Query.yaml","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","analytic_rule","7379f752-18a2-43ca-8b74-70747dd792f8","Illumio VEN Suspend Detection Rule","Illumio_VEN_Suspend_Query.yaml","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioAuditableEvents","IllumioAuditableEvents.json","Illumio_Auditable_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioAuditableEvents","IllumioAuditableEvents.json","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioFlowData","IllumioFlowData.json","Illumio_Flow_Events_CL","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioFlowData","IllumioFlowData.json","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioOnPremHealth","IllumioOnPremHealth.json","Syslog","read","true"
"IllumioSaaS","IllumioSaaS","workbook","","IllumioWorkloadsStats","IllumioWorkloadsStats.json","Illumio_Workloads_Summarized_API_CL","read","true"
"Illusive Platform","Illusive Platform","analytic_rule","1a7dbcf6-21a2-4255-84b2-c8dbbdca4630","Illusive Incidents Analytic Rule","Illusive_Detection_Query.yaml","CommonSecurityLog","read","true"
"Illusive Platform","Illusive Platform","workbook","","IllusiveADS","IllusiveADS.json","CommonSecurityLog","read","true"
"Illusive Platform","Illusive Platform","workbook","","IllusiveASM","IllusiveASM.json","CommonSecurityLog","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","363307f6-09ba-4926-ad52-03aadfd24b5e","Imperva - Abnormal protocol usage","ImpervaAbnormalProtocolUsage.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","427c025d-c068-4844-8205-66879e89bcfa","Imperva - Request from unexpected IP address to admin panel","ImpervaAdminPanelUncommonIp.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","4d365217-f96a-437c-9c57-53594fa261c3","Imperva - Critical severity event not blocked","ImpervaAttackNotBlocked.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","6214f187-5840-4cf7-a174-0cf9a72bfd29","Imperva - Possible command injection","ImpervaCommandInUri.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","58300723-22e0-4096-b33a-aa9b992c3564","Imperva - Request from unexpected countries","ImpervaForbiddenCountry.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","7ebc9e24-319c-4786-9151-c898240463bc","Imperva - Forbidden HTTP request method in request","ImpervaForbiddenMethod.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","2ff35ed4-b26a-4cad-93a6-f67adb00e919","Imperva - Malicious Client","ImpervaMaliciousClient.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","905794a9-bc46-42b9-974d-5a2dd58110c5","Imperva - Malicious user agent","ImpervaMaliciousUA.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","4e8032eb-f04d-4a30-85d3-b74bf2c8f204","Imperva - Multiple user agents from same source","ImpervaMultipleUAsSource.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","analytic_rule","0ba78922-033c-468c-82de-2974d7b1797d","Imperva - Request to unexpected destination port","ImpervaSuspiciousDstPort.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","e360c980-b515-4c27-921c-19d411bd059d","Imperva - Top destinations with blocked requests","ImpervaDestinationBlocked.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","4cf72a93-537a-4c1f-83a3-0a5b743fe93e","Imperva - Applications with insecure web protocol version","ImpervaInsecureWebProtocolVersion.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","1f99e54f-0e75-474e-8232-90963207f02b","Imperva - Non HTTP/HTTPs applications","ImpervaNonWebApplication.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","426a8b59-41ad-4022-bb01-cf914fd5687a","Imperva - Rare applications","ImpervaRareApplications.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","4a8a88af-4f40-40bd-aca8-e016dd6960de","Imperva - Rare client applications","ImpervaRareClientApplications.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","e68c3b84-7895-41d5-a9af-4ef776e82408","Imperva - Rare destination ports","ImpervaRareDstPorts.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","4cb3088c-445a-4a99-a90f-d583fe253a7d","Imperva - request from known bots","ImpervaRequestsFromBots.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","ec5b9eb6-f43a-40fc-ae65-2af9ae1e77ae","Imperva - Top sources with blocked requests","ImpervaSourceBlocked.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","934f19a5-f4bc-47eb-a213-db918b097434","Imperva - Top applications with error requests","ImpervaTopApplicationsErrors.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","hunting_query","c359e40f-3a56-4e75-8dbb-41e5057bba64","Imperva - Top sources with error requests","ImpervaTopSourcesErrors.yaml","ImpervaWAFCloud","read","true"
"ImpervaCloudWAF","ImpervaCloudWAF","workbook","","Imperva WAF Cloud Overview","Imperva WAF Cloud Overview.json","ImpervaWAFCloud","read","true"
"Infoblox","Infoblox","analytic_rule","a5e2df87-f0c9-4540-8715-96e71b608986","Infoblox - SOC Insight Detected - API Source","Infoblox-SOCInsight-Detected-APISource.yaml","InfobloxInsight_CL","read","true"
"Infoblox","Infoblox","analytic_rule","d04f1963-df27-4127-b1ec-3d37148d65be","Infoblox - SOC Insight Detected - CDC Source","Infoblox-SOCInsight-Detected-CDCSource.yaml","CommonSecurityLog","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_whitelist_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","SecurityIncident","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_nameserver_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_geo_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_tld_risk_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","tide_lookup_data_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_rpz_feeds_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_threat_actor_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_atp_threat_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_infoblox_web_cat_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_nameserver_matches_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","SecurityAlert","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_rpz_feeds_records_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_inforank_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_ptr_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_malware_analysis_v3_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_atp_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_dns_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Lookup_Workbook","Infoblox_Lookup_Workbook.json","dossier_whois_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","SecurityIncident","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","CommonSecurityLog","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","UPDATE","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","InfobloxInsightAssets_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","InfobloxInsight_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","SecurityAlert","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","ThreatIntelligenceIndicator","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","InfobloxInsightIndicators_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","Host_Name_Info_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","InfobloxInsightEvents_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","InfobloxInsightComments_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","Infoblox_Config_Insights_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","Service_Name_Info_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","IP_Space_Info_CL","read","true"
"Infoblox","Infoblox","workbook","","Infoblox_Workbook","Infoblox_Workbook.json","Infoblox_Config_Insight_Details_CL","read","true"
"Infoblox","Infoblox","playbook","","Infoblox-DHCP-Lookup","Infoblox DHCP Lookup/azuredeploy.json","CommonSecurityLog","read","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Insight-Details","Infoblox SOC Get Insight Details/azuredeploy.json","InfobloxInsight_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Insight-Details","Infoblox SOC Get Insight Details/azuredeploy.json","InfobloxInsightAssets_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Insight-Details","Infoblox SOC Get Insight Details/azuredeploy.json","InfobloxInsightIndicators_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Insight-Details","Infoblox SOC Get Insight Details/azuredeploy.json","InfobloxInsightEvents_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Insight-Details","Infoblox SOC Get Insight Details/azuredeploy.json","InfobloxInsightComments_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-SOC-Get-Open-Insights-API","Infoblox SOC Get Open Insights API/azuredeploy.json","InfobloxInsight_CL","write","true"
"Infoblox","Infoblox","playbook","","Infoblox-TIDE-Lookup","Infoblox TIDE Lookup/azuredeploy.json","tide_lookup_data_CL","read/write","true"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","8db2b374-0337-49bd-94c9-cfbf8e5d83ad","Infoblox - Data Exfiltration Attack","Infoblox-DataExfiltrationAttack.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","dc7af829-d716-4774-9d6f-03d9aa7c27a4","Infoblox - High Threat Level Query Not Blocked Detected","Infoblox-HighThreatLevelQueryNotBlockedDetected.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","3822b794-fa89-4420-aad6-0e1a2307f419","Infoblox - Many High Threat Level Queries From Single Host Detected","Infoblox-ManyHighThreatLevelQueriesFromSingleHostDetected.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","99278700-79ca-4b0f-b416-bf57ec699e1a","Infoblox - Many High Threat Level Single Query Detected","Infoblox-ManyHighThreatLevelSingleQueryDetected.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","b2f34315-9065-488e-88d0-a171d2b0da8e","Infoblox - Many NXDOMAIN DNS Responses Detected","Infoblox-ManyNXDOMAINDNSResponsesDetected.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","5b0864a9-4577-4087-b9fa-de3e14a8a999","Infoblox - TI - CommonSecurityLog Match Found - MalwareC2","Infoblox-TI-CommonSecurityLogMatchFound-MalwareC2.yaml","ThreatIntelligenceIndicator","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","5b0864a9-4577-4087-b9fa-de3e14a8a999","Infoblox - TI - CommonSecurityLog Match Found - MalwareC2","Infoblox-TI-CommonSecurityLogMatchFound-MalwareC2.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","568730be-b39d-45e3-a392-941e00837d52","Infoblox - TI - InfobloxCDC Match Found - Lookalike Domains","Infoblox-TI-InfobloxCDCMatchFound-LookalikeDomains.yaml","ThreatIntelligenceIndicator","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","568730be-b39d-45e3-a392-941e00837d52","Infoblox - TI - InfobloxCDC Match Found - Lookalike Domains","Infoblox-TI-InfobloxCDCMatchFound-LookalikeDomains.yaml","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","28ee3c2b-eb4b-44de-a71e-e462843fea72","Infoblox - TI - Syslog Match Found - URL","Infoblox-TI-SyslogMatchFound-URL.yaml","ThreatIntelligenceIndicator","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","analytic_rule","28ee3c2b-eb4b-44de-a71e-e462843fea72","Infoblox - TI - Syslog Match Found - URL","Infoblox-TI-SyslogMatchFound-URL.yaml","Syslog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","workbook","","InfobloxCDCB1TDWorkbook","InfobloxCDCB1TDWorkbook.json","CommonSecurityLog","read","false"
"Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","workbook","","InfobloxCDCB1TDWorkbook","InfobloxCDCB1TDWorkbook.json","UPDATE","read","false"
"Infoblox NIOS","Infoblox NIOS","analytic_rule","b8266f81-2715-41a6-9062-42486cbc9c73","Excessive NXDOMAIN DNS Queries","ExcessiveNXDOMAINDNSQueries.yaml","Syslog","read","true"
"Infoblox NIOS","Infoblox NIOS","analytic_rule","57e56fc9-417a-4f41-a579-5475aea7b8ce","Potential DHCP Starvation Attack","PotentialDHCPStarvationAttack.yaml","Syslog","read","true"
"Infoblox NIOS","Infoblox NIOS","workbook","","Infoblox-Workbook-V2","Infoblox-Workbook-V2.json","Syslog","read","true"
"Infoblox SOC Insights","Infoblox SOC Insights","analytic_rule","cf9847bb-ab46-4050-bb81-75cab3f893dc","Infoblox - SOC Insight Detected - API Source","Infoblox-SOCInsightDetected-APISource.yaml","InfobloxInsight_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","analytic_rule","a4bdd81e-afc8-4410-a3d1-8478fa810537","Infoblox - SOC Insight Detected - CDC Source","Infoblox-SOCInsightDetected-CDCSource.yaml","CommonSecurityLog","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","SecurityIncident","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","InfobloxInsightAssets_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","InfobloxInsight_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","SecurityAlert","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","InfobloxInsightIndicators_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","InfobloxInsightEvents_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","workbook","","InfobloxSOCInsightsWorkbook","InfobloxSOCInsightsWorkbook.json","InfobloxInsightComments_CL","read","false"
"Infoblox SOC Insights","Infoblox SOC Insights","playbook","","Infoblox SOC Get Insight Details","Infoblox-SOC-Get-Insight-Details/azuredeploy.json","InfobloxInsight_CL","write","false"
"Infoblox SOC Insights","Infoblox SOC Insights","playbook","","Infoblox SOC Get Insight Details","Infoblox-SOC-Get-Insight-Details/azuredeploy.json","InfobloxInsightAssets_CL","write","false"
"Infoblox SOC Insights","Infoblox SOC Insights","playbook","","Infoblox SOC Get Insight Details","Infoblox-SOC-Get-Insight-Details/azuredeploy.json","InfobloxInsightComments_CL","write","false"
"Infoblox SOC Insights","Infoblox SOC Insights","playbook","","Infoblox SOC Get Insight Details","Infoblox-SOC-Get-Insight-Details/azuredeploy.json","InfobloxInsightEvents_CL","write","false"
