"solution_name","solution_folder","solution_github_url","playbook_name","playbook_file","api_name","api_kind","is_custom","is_sentinel","connection_count","connection_kinds","connection_names","action_count","parameters"
"IronNet IronDefense","IronNet IronDefense","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense","IronNet_UpdateSentinelIncidents","IronNet_UpdateSentinelIncidents/azuredeploy.json","azuresentinel","managedApi","false","true","1","","[variables('azuresentinelConnectionName')]","3","[{""action"": ""Update_incident_2"", ""method"": ""put"", ""path"": ""/Incidents""}, {""action"": ""Update_incident"", ""method"": ""put"", ""path"": ""/Incidents""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"IronNet IronDefense","IronNet IronDefense","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense","IronNet_UpdateSentinelIncidents","IronNet_UpdateSentinelIncidents/azuredeploy.json","http","builtin","false","false","0","","","3","[{""action"": ""Get_Alert_IronDome_Information"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/GetAlertIronDomeInformation""}, {""action"": ""Generate_the_token_for_Azure_Sentinel_Incident"", ""method"": ""POST"", ""uri"": ""https://login.microsoftonline.com/@{parameters('TenantId')}/oauth2/token""}, {""action"": ""Get_Sentinel_Incident"", ""method"": ""GET"", ""uri"": ""https://management.azure.com@{parameters('ResourceGroupId')}/providers/Microsoft.OperationalInsights/workspaces/@{parameters('workspace_name')}/providers/Microsoft.SecurityInsights/incidents?api-version=2020-01-01&$filter=endsWith(properties/title,'(@{variables('IronNet Alert Id')})')""}]"
"IronNet IronDefense","IronNet IronDefense","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense","IronNet_Validate_IronNet_API","IronNet_Validate_IronNet_API/azuredeploy.json","http","builtin","false","false","0","","","9","[{""action"": ""CommentOnAlert_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/CommentOnAlert""}, {""action"": ""GetAlertIronDomeInformation_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/GetAlertIronDomeInformation""}, {""action"": ""GetAlerts_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/GetAlerts""}, {""action"": ""GetEvents_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/GetEvents""}, {""action"": ""RateAlert_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/RateAlert""}, {""action"": ""ReportObservedBadActivity_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/ReportObservedBadActivity""}, {""action"": ""SetAlertStatus_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/SetAlertStatus""}, {""action"": ""GetEvent_API_call"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/GetEvent""}, {""action"": ""IronNet_Login"", ""method"": ""POST"", ""uri"": ""@{parameters('IronNetUrl')}/IronApi/Login""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Set Alert to In Progress","JamfProtect_Alert_Status_InProgress/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Set Alert to In Progress","JamfProtect_Alert_Status_InProgress/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_POST_-_Change_Alert_Status_using_Jamf_Protect's_GraphQL_API_Endpoint"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProtectURL')}/graphql""}, {""action"": ""Generate_Access_Token"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProtectURL')}/token""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Set Alert to Resolved","JamfProtect_Alert_Status_Resolved/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Set Alert to Resolved","JamfProtect_Alert_Status_Resolved/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_POST_-_Change_Alert_Status_using_Jamf_Protect's_GraphQL_API_Endpoint"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProtectURL')}/graphql""}, {""action"": ""Generate_Access_Token"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProtectURL')}/token""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Remote lock computer with Jamf Pro","JamfProtect_LockComputer_with_JamfPro/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Jamf Protect","Jamf Protect","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect","Jamf Protect - Remote lock computer with Jamf Pro","JamfProtect_LockComputer_with_JamfPro/azuredeploy.json","http","builtin","false","false","0","","","4","[{""action"": ""Get_JSSID_for_given_computer_in_Jamf_Pro"", ""method"": ""GET"", ""uri"": ""@{parameters('jamfProURL')}/JSSResource/computers/name/@{items('For_each_host_send_DeviceLock_command')?['properties']?['friendlyName']}""}, {""action"": ""Get_managementID_for_given_computer_in_Jamf_Pro"", ""method"": ""GET"", ""uri"": ""@{parameters('jamfProURL')}/api/v1/computers-inventory/@{body('Parse_JSON_response_for_given_computer')?['computer']?['general']?['id']}?section=GENERAL""}, {""action"": ""Send_DeviceLock_command_to_given_computers_JSSID"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProURL')}/JSSResource/computercommands/command/DeviceLock/passcode/@{outputs('Generate_a_randomised_6_digit_value')}/id/@{body('Parse_JSON_for_given_computer_based_on_managementID')?['general']?['site']?['id']}""}, {""action"": ""Generate_Access_Token_using_API_Client"", ""method"": ""POST"", ""uri"": ""@{parameters('jamfProURL')}/api/oauth/token""}]"
"JoeSandbox","JoeSandbox","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JoeSandbox","JoeSandbox File Analyis","JoeSandbox-Submit-File-Outlook-Attachment/azuredeploy.json","office365","managedApi","false","false","1","","[variables('Office365V1')]","2","[{""action"": ""Send_an_email_(V2)"", ""method"": ""post"", ""path"": ""/v2/Mail""}, {""action"": ""Send_an_email_(V2)_for_clean_analysis"", ""method"": ""post"", ""path"": ""/v2/Mail""}]"
"JoeSandbox","JoeSandbox","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JoeSandbox","JoeSandbox File Analyis","JoeSandbox-Submit-File-Outlook-Attachment/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","3","[{""action"": ""Create_incident"", ""method"": ""put"", ""path"": ""[concat('/Incidents/subscriptions/',variables('subscription'),'/resourceGroups/',variables('resourceGroupName'),'/workspaces/',parameters('WorkspaceName'))]""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Threat_Intelligence_-_Upload_Indicators_of_Compromise_(V2)_(Preview)"", ""method"": ""post"", ""path"": ""/V2/ThreatIntelligence/@{encodeURIComponent(triggerBody()?['workspaceId'])}/UploadIndicators/""}]"
"JoeSandbox","JoeSandbox","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JoeSandbox","JoeSandbox File Analyis","JoeSandbox-Submit-File-Outlook-Attachment/azuredeploy.json","function","builtin","false","false","0","","","4","[{""action"": ""GetJoeSanboxFiles"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxSubmitFile')]""}, {""action"": ""GetJoeSanboxIOCs"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetIOCs')]""}, {""action"": ""GetJoeSanbdoxAnalysis"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetAnalysisInfo')]""}, {""action"": ""GetJoeSanboxSubmissions"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetSubmissionInfo')]""}]"
"JoeSandbox","JoeSandbox","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JoeSandbox","JoeSandbox URL Analyis","JoeSandbox-Submit-Url-Sentinel-Incident/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","5","[{""action"": ""Entities_-_Get_URLs"", ""method"": ""post"", ""path"": ""/entities/url""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Threat_Intelligence_-_Upload_Indicators_of_Compromise_(V2)_(Preview)"", ""method"": ""post"", ""path"": ""/V2/ThreatIntelligence/@{encodeURIComponent(triggerBody()?['workspaceId'])}/UploadIndicators/""}, {""action"": ""Add_comment_to_incident_(V3)_1"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_Comment_to_incident"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"JoeSandbox","JoeSandbox","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JoeSandbox","JoeSandbox URL Analyis","JoeSandbox-Submit-Url-Sentinel-Incident/azuredeploy.json","function","builtin","false","false","0","","","4","[{""action"": ""joesandboxenrichttb-JoeSandboxGetIOCs"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetIOCs')]""}, {""action"": ""joesandboxenrichttb-JoeSandboxGetAnalysisInfo"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetAnalysisInfo')]""}, {""action"": ""joesandboxenrichttb-JoeSandboxGetSubmissionInfo"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxGetSubmissionInfo')]""}, {""action"": ""joesandboxenrichttb-JoeSandboxSubmitUrl"", ""functionId"": ""[concat('/subscriptions/', subscription().subscriptionId, '/resourceGroups/', resourceGroup().name, '/providers/Microsoft.Web/sites/', variables('functionappName'), '/functions/JoeSandboxSubmitUrl')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Import To Sentinel","Joshua-Import-To-Sentinel/azuredeploy.json","microsoftgraphsecurity","managedApi","false","false","1","","[variables('GraphSecurityConnectionName')]","1","[{""action"": ""Submit_multiple_tiIndicators"", ""method"": ""post"", ""path"": ""/beta/security/tiIndicators/submitTiIndicators""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Indicators Processor DOMAIN","Joshua-Indicators-Processor-DOMAIN/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_-_Joshua_API_2"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}, {""action"": ""HTTP_-_Joshua_API"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Indicators Processor EMAIL","Joshua-Indicators-Processor-EMAIL/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_-_Joshua_API_2"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}, {""action"": ""HTTP_-_Joshua_API"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Indicators Processor FILE","Joshua-Indicators-Processor-FILE/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_-_Joshua_API_2"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}, {""action"": ""HTTP_-_Joshua_API"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Indicators Processor IP","Joshua-Indicators-Processor-IP/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_-_Joshua_API_2"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}, {""action"": ""HTTP_-_Joshua_API"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Indicators Processor URL","Joshua-Indicators-Processor-URL/azuredeploy.json","http","builtin","false","false","0","","","2","[{""action"": ""HTTP_-_Joshua_API_2"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}, {""action"": ""HTTP_-_Joshua_API"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_API_URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment File","Joshua-Intel-Enrichment-FILE/azuredeploy.json","azuresentinel","managedApi","false","true","1","","[parameters('azuresentinel_name')]","3","[{""action"": ""Alert_-_Get_incident"", ""method"": ""get"", ""path"": ""/Incidents/subscriptions/@{encodeURIComponent(triggerBody()?['WorkspaceSubscriptionId'])}/resourceGroups/@{encodeURIComponent(triggerBody()?['WorkspaceResourceGroup'])}/workspaces/@{encodeURIComponent(triggerBody()?['WorkspaceId'])}/alerts/@{encodeURIComponent(triggerBody()?['SystemAlertId'])}""}, {""action"": ""Entities_-_Get_FileHashes"", ""method"": ""post"", ""path"": ""/entities/url""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment File","Joshua-Intel-Enrichment-FILE/azuredeploy.json","http","builtin","false","false","0","","","1","[{""action"": ""Joshua_Alert_Enrichment"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_Alert_Enrichment-URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment IP","Joshua-Intel-Enrichment-IP/azuredeploy.json","azuresentinel","managedApi","false","true","1","","[parameters('azuresentinel_name')]","3","[{""action"": ""Alert_-_Get_incident"", ""method"": ""get"", ""path"": ""/Incidents/subscriptions/@{encodeURIComponent(triggerBody()?['WorkspaceSubscriptionId'])}/resourceGroups/@{encodeURIComponent(triggerBody()?['WorkspaceResourceGroup'])}/workspaces/@{encodeURIComponent(triggerBody()?['WorkspaceId'])}/alerts/@{encodeURIComponent(triggerBody()?['SystemAlertId'])}""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment IP","Joshua-Intel-Enrichment-IP/azuredeploy.json","http","builtin","false","false","0","","","1","[{""action"": ""Joshua_Alert_Enrichment"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_Alert_Enrichment-URI')]""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment URL","Joshua-Intel-Enrichment-URL/azuredeploy.json","azuresentinel","managedApi","false","true","1","","[parameters('azuresentinel_name')]","3","[{""action"": ""Alert_-_Get_incident"", ""method"": ""get"", ""path"": ""/Incidents/subscriptions/@{encodeURIComponent(triggerBody()?['WorkspaceSubscriptionId'])}/resourceGroups/@{encodeURIComponent(triggerBody()?['WorkspaceResourceGroup'])}/workspaces/@{encodeURIComponent(triggerBody()?['WorkspaceId'])}/alerts/@{encodeURIComponent(triggerBody()?['SystemAlertId'])}""}, {""action"": ""Entities_-_Get_URLs"", ""method"": ""post"", ""path"": ""/entities/url""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Joshua-Cyberiskvision","Joshua-Cyberiskvision","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Joshua-Cyberiskvision","Joshua Intel Enrichment URL","Joshua-Intel-Enrichment-URL/azuredeploy.json","http","builtin","false","false","0","","","1","[{""action"": ""Joshua_Alert_Enrichment"", ""method"": ""GET"", ""uri"": ""[parameters('Joshua_Alert_Enrichment-URI')]""}]"
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Notify-LogManagementTeam","Notify_LogManagementTeam-MaturityModel/Notify_LogManagementTeam.json","azuresentinel","managedApi","false","true","1","V1","[variables('azuresentinelConnectionName')]","0",""
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Notify-LogManagementTeam","Notify_LogManagementTeam-MaturityModel/Notify_LogManagementTeam.json","office365","managedApi","false","false","1","V1","[variables('office365ConnectionName')]","1","[{""action"": ""Send_an_email_(V2)_2"", ""method"": ""post"", ""path"": ""/v2/Mail""}]"
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Notify-LogManagementTeam","Notify_LogManagementTeam-MaturityModel/Notify_LogManagementTeam.json","teams","managedApi","false","false","1","V1","[variables('teamsConnectionName')]","1","[{""action"": ""Post_message_in_a_chat_or_channel"", ""method"": ""post"", ""path"": ""/beta/teams/conversation/message/poster/Flow bot/location/@{encodeURIComponent('Channel')}""}]"
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Create-AzureDevOpsTask","Open_DevOpsTaskRecommendation-M2131/Open_DevOpsTaskRecommendation-M2131.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Create-AzureDevOpsTask","Open_DevOpsTaskRecommendation-M2131/Open_DevOpsTaskRecommendation-M2131.json","visualstudioteamservices","managedApi","false","false","1","","[variables('AzureDevOpsConnectionName')]","1","[{""action"": ""Create_a_work_item"", ""method"": ""patch"", ""path"": ""/@{encodeURIComponent('test')}/_apis/wit/workitems/$@{encodeURIComponent('Task')}""}]"
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Create Jira Issue","Open_JIRATicketRecommendation-M2131/Open_JIRATicketRecommendation-M2131.json","azuresentinel","managedApi","false","true","1","","[variables('AzureSentinelConnectionName')]","0",""
"MaturityModelForEventLogManagementM2131","MaturityModelForEventLogManagementM2131","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MaturityModelForEventLogManagementM2131","Create Jira Issue","Open_JIRATicketRecommendation-M2131/Open_JIRATicketRecommendation-M2131.json","jira","managedApi","false","false","1","","[variables('jiraConnectionName')]","1","[{""action"": ""Create_a_new_issue"", ""method"": ""post"", ""path"": ""/issue""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add SharePoint sites to watchlist","Dataverse-Add-SharePoint-Site/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","1","[{""action"": ""Watchlists_-_Add_a_new_Watchlist_Item"", ""method"": ""put"", ""path"": ""/Watchlists/subscriptions/@{encodeURIComponent(parameters('subscriptionId'))}/resourceGroups/@{encodeURIComponent(parameters('resourceGroupName'))}/workspaces/@{encodeURIComponent(parameters('workspaceId'))}/watchlists/@{encodeURIComponent(parameters('watchlistAlias'))}/watchlistItem""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist (incident trigger)","Dataverse-Blocklist-Add-User/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","3","[{""action"": ""Entities_-_Get_Accounts"", ""method"": ""post"", ""path"": ""/entities/account""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_2"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist (incident trigger)","Dataverse-Blocklist-Add-User/azuredeploy.json","azuread","managedApi","false","false","1","V1","[variables('AzureadConnectionName')]","2","[{""action"": ""Add_user_to_group"", ""method"": ""post"", ""path"": ""/v1.0/groups/@{encodeURIComponent(parameters('GroupId'))}/members/$ref""}, {""action"": ""Get_user"", ""method"": ""get"", ""path"": ""/v1.0/users/@{encodeURIComponent(concat(items('For_each')?['Name'], '@', items('for_each')?['UPNSuffix']))}""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist (alert trigger)","Dataverse-Blocklist-Add-User-AlertTrigger/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","1","[{""action"": ""Entities_-_Get_Accounts"", ""method"": ""post"", ""path"": ""/entities/account""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist (alert trigger)","Dataverse-Blocklist-Add-User-AlertTrigger/azuredeploy.json","azuread","managedApi","false","false","1","V1","[variables('AzureadConnectionName')]","2","[{""action"": ""Add_user_to_group"", ""method"": ""post"", ""path"": ""/v1.0/groups/@{encodeURIComponent(parameters('GroupId'))}/members/$ref""}, {""action"": ""Get_user"", ""method"": ""get"", ""path"": ""/v1.0/users/@{encodeURIComponent(concat(items('For_each')?['Name'], '@', items('for_each')?['UPNSuffix']))}""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist using Outlook approval workflow","Dataverse-Blocklist-Add-User-Via-Outlook/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","4","[{""action"": ""Entities_-_Get_Accounts"", ""method"": ""post"", ""path"": ""/entities/account""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_4"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_3"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist using Outlook approval workflow","Dataverse-Blocklist-Add-User-Via-Outlook/azuredeploy.json","office365","managedApi","false","false","1","V1","[variables('Office365ConnectionName')]","0",""
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist using Outlook approval workflow","Dataverse-Blocklist-Add-User-Via-Outlook/azuredeploy.json","azuread","managedApi","false","false","1","V1","[variables('AzureadConnectionName')]","2","[{""action"": ""Add_user_to_group"", ""method"": ""post"", ""path"": ""/v1.0/groups/@{encodeURIComponent(parameters('GroupId'))}/members/$ref""}, {""action"": ""Get_user"", ""method"": ""get"", ""path"": ""/v1.0/users/@{encodeURIComponent(concat(items('For_each')?['Name'], '@', items('for_each')?['UPNSuffix']))}""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist using Teams approval workflow","Dataverse-Blocklist-Add-User-Via-Teams/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","4","[{""action"": ""Entities_-_Get_Accounts"", ""method"": ""post"", ""path"": ""/entities/account""}, {""action"": ""Add_comment_to_incident_(V3)_2"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_3"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Microsoft Business Applications","Microsoft Business Applications","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications","Dataverse: Add user to blocklist using Teams approval workflow","Dataverse-Blocklist-Add-User-Via-Teams/azuredeploy.json","teams","managedApi","false","false","1","V1","[variables('TeamsConnectionName')]","0",""
