"parser_name","parser_title","parser_version","parser_last_updated","parser_category","description","tables","source_file","github_url","solution_name","solution_folder","location","file_type","discovered"
"corelight_local_subnets_dj","corelight_local_subnets_dj parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_local_subnets_dj_CL","Solutions/Corelight/Parsers/corelight_local_subnets_dj.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_local_subnets_dj.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_local_subnets_graphs","corelight_local_subnets_graphs parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_local_subnets_graphs_CL","Solutions/Corelight/Parsers/corelight_local_subnets_graphs.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_local_subnets_graphs.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_log4shell","corelight_log4shell parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_log4shell_CL","Solutions/Corelight/Parsers/corelight_log4shell.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_log4shell.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_modbus","corelight_modbus parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_modbus_CL","Solutions/Corelight/Parsers/corelight_modbus.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_modbus.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_mqtt_connect","corelight_mqtt_connect parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_mqtt_connect_CL","Solutions/Corelight/Parsers/corelight_mqtt_connect.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_mqtt_connect.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_mqtt_publish","corelight_mqtt_publish parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_mqtt_publish_CL","Solutions/Corelight/Parsers/corelight_mqtt_publish.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_mqtt_publish.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_mqtt_subscribe","corelight_mqtt_subscribe parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_mqtt_subscribe_CL","Solutions/Corelight/Parsers/corelight_mqtt_subscribe.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_mqtt_subscribe.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_mysql","Corelight Mysql Events","1.1.0","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_mysql_CL","Solutions/Corelight/Parsers/corelight_mysql.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_mysql.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_notice","Corelight Notice Events","1.1.0","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_notice_CL, Immediate","Solutions/Corelight/Parsers/corelight_notice.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_notice.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ntlm","corelight_ntlm parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_ntlm_CL","Solutions/Corelight/Parsers/corelight_ntlm.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ntlm.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ntp","corelight_ntp parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_ntp_CL","Solutions/Corelight/Parsers/corelight_ntp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ntp.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ocsp","corelight_ocsp parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_ocsp_CL","Solutions/Corelight/Parsers/corelight_ocsp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ocsp.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_openflow","corelight_openflow parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_openflow_CL","Solutions/Corelight/Parsers/corelight_openflow.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_openflow.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_packet_filter","corelight_packet_filter parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_packet_filter_CL","Solutions/Corelight/Parsers/corelight_packet_filter.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_packet_filter.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_pe","corelight_pe parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_pe_CL","Solutions/Corelight/Parsers/corelight_pe.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_pe.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_profinet","corelight_profinet parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_profinet_CL","Solutions/Corelight/Parsers/corelight_profinet.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_profinet.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_profinet_dce_rpc","corelight_profinet_dce_rpc parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_profinet_dce_rpc_CL","Solutions/Corelight/Parsers/corelight_profinet_dce_rpc.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_profinet_dce_rpc.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_profinet_debug","corelight_profinet_debug parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_profinet_debug_CL","Solutions/Corelight/Parsers/corelight_profinet_debug.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_profinet_debug.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_radius","corelight_radius parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_radius_CL","Solutions/Corelight/Parsers/corelight_radius.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_radius.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_rdp","Corelight RDP Events","1.1.0","2024-08-09","Microsoft Sentinel Parser","","Corelight_v2_rdp_CL","Solutions/Corelight/Parsers/corelight_rdp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_rdp.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_reporter","corelight_reporter parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_reporter_CL","Solutions/Corelight/Parsers/corelight_reporter.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_reporter.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_rfb","corelight_rfb parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_rfb_CL","Solutions/Corelight/Parsers/corelight_rfb.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_rfb.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_s7comm","Corelight S7comm Events","1.1.0","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_s7comm_CL","Solutions/Corelight/Parsers/corelight_s7comm.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_s7comm.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_signatures","corelight_signatures parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_signatures_CL","Solutions/Corelight/Parsers/corelight_signatures.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_signatures.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_sip","corelight_sip parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_sip_CL","Solutions/Corelight/Parsers/corelight_sip.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_sip.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smartpcap","corelight_smartpcap parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_smartpcap_CL","Solutions/Corelight/Parsers/corelight_smartpcap.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smartpcap.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smartpcap_stats","corelight_smartpcap_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_smartpcap_stats_CL","Solutions/Corelight/Parsers/corelight_smartpcap_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smartpcap_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smb_files","Corelight Smb Files","1.1.0","2025-02-07","Microsoft Sentinel Parser","","Corelight_v2_smb_files_CL","Solutions/Corelight/Parsers/corelight_smb_files.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smb_files.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smb_mapping","Corelight Smb Mapping","1.1.0","2025-01-28","Microsoft Sentinel Parser","","Corelight_v2_smb_mapping_CL","Solutions/Corelight/Parsers/corelight_smb_mapping.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smb_mapping.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smtp","Corelight Smtp Events","1.1.0","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_smtp_CL","Solutions/Corelight/Parsers/corelight_smtp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smtp.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_smtp_links","corelight_smtp_links parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_smtp_links_CL","Solutions/Corelight/Parsers/corelight_smtp_links.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_smtp_links.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_snmp","corelight_snmp parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_snmp_CL","Solutions/Corelight/Parsers/corelight_snmp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_snmp.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_socks","corelight_socks parser for Corelight","1.0.1","2025-11-06","Microsoft Sentinel Parser","","Corelight_v2_socks_CL","Solutions/Corelight/Parsers/corelight_socks.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_socks.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_software","Corelight Software Events","1.1.0","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_software_CL","Solutions/Corelight/Parsers/corelight_software.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_software.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_specific_dns_tunnels","corelight_specific_dns_tunnels parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_specific_dns_tunnels_CL","Solutions/Corelight/Parsers/corelight_specific_dns_tunnels.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_specific_dns_tunnels.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ssh","Corelight SSH Events","1.1.0","2024-08-09","Microsoft Sentinel Parser","string","Corelight_v2_ssh_CL, improve","Solutions/Corelight/Parsers/corelight_ssh.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ssh.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ssl","Corelight SSL Events","1.1.1","2024-12-09","Microsoft Sentinel Parser","","Corelight_v2_ssl_CL, Corelight_v2_ssl_red_CL","Solutions/Corelight/Parsers/corelight_ssl.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ssl.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ssl_agg","Corelight SSL Aggregated Events","1.1.0","2025-11-26","Microsoft Sentinel Parser","","Corelight_v2_ssl_agg_CL","Solutions/Corelight/Parsers/corelight_ssl_agg.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ssl_agg.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_ssl_red","corelight_ssl_red parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_ssl_red_CL","Solutions/Corelight/Parsers/corelight_ssl_red.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_ssl_red.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_stats","corelight_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_stats_CL","Solutions/Corelight/Parsers/corelight_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_stepping","corelight_stepping parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_stepping_CL","Solutions/Corelight/Parsers/corelight_stepping.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_stepping.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_stun","corelight_stun parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_stun_CL","Solutions/Corelight/Parsers/corelight_stun.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_stun.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_stun_nat","corelight_stun_nat parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_stun_nat_CL","Solutions/Corelight/Parsers/corelight_stun_nat.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_stun_nat.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_suricata_corelight","Corelight Suricata Corelight Events","1.0.0","2025-02-03","Microsoft Sentinel Parser","","Corelight_v2_suricata_corelight_CL, Immediate","Solutions/Corelight/Parsers/corelight_suricata_corelight.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_suricata_corelight.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_suricata_eve","corelight_suricata_eve parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_suricata_eve_CL","Solutions/Corelight/Parsers/corelight_suricata_eve.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_suricata_eve.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_suricata_stats","corelight_suricata_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_suricata_stats_CL","Solutions/Corelight/Parsers/corelight_suricata_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_suricata_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_suricata_zeek_stats","corelight_suricata_zeek_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_suricata_zeek_stats_CL","Solutions/Corelight/Parsers/corelight_suricata_zeek_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_suricata_zeek_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_suri_aggregations","Corelight Suri Aggregation Events","1.1.0","2025-01-28","Microsoft Sentinel Parser","","impact_score","Solutions/Corelight/Parsers/corelight_suri_aggregations.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_suri_aggregations.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_syslog","corelight_syslog parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_syslog_CL","Solutions/Corelight/Parsers/corelight_syslog.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_syslog.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_tds","corelight_tds parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_tds_CL","Solutions/Corelight/Parsers/corelight_tds.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_tds.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_tds_rpc","corelight_tds_rpc parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_tds_rpc_CL","Solutions/Corelight/Parsers/corelight_tds_rpc.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_tds_rpc.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_tds_sql_batch","corelight_tds_sql_batch parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_tds_sql_batch_CL","Solutions/Corelight/Parsers/corelight_tds_sql_batch.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_tds_sql_batch.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_traceroute","corelight_traceroute parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_traceroute_CL","Solutions/Corelight/Parsers/corelight_traceroute.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_traceroute.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_tunnel","corelight_tunnel parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_tunnel_CL","Solutions/Corelight/Parsers/corelight_tunnel.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_tunnel.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_unknown_smartpcap","corelight_unknown_smartpcap parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_unknown_smartpcap_CL","Solutions/Corelight/Parsers/corelight_unknown_smartpcap.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_unknown_smartpcap.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_util_stats","corelight_util_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_util_stats_CL","Solutions/Corelight/Parsers/corelight_util_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_util_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_vpn","Corelight VPN Events","1.1.0","2024-08-09","Microsoft Sentinel Parser","string","Corelight_v2_vpn_CL, impacket","Solutions/Corelight/Parsers/corelight_vpn.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_vpn.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_weird","corelight_weird parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_weird_CL","Solutions/Corelight/Parsers/corelight_weird.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_weird.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_weird_agg","Corelight WEIRD Aggregated Events","1.1.0","2025-11-26","Microsoft Sentinel Parser","","Corelight_v2_weird_agg_CL","Solutions/Corelight/Parsers/corelight_weird_agg.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_weird_agg.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_weird_red","corelight_weird_red parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_weird_red_CL","Solutions/Corelight/Parsers/corelight_weird_red.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_weird_red.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_weird_stats","corelight_weird_stats parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_weird_stats_CL","Solutions/Corelight/Parsers/corelight_weird_stats.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_weird_stats.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_wireguard","corelight_wireguard parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_wireguard_CL","Solutions/Corelight/Parsers/corelight_wireguard.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_wireguard.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_x509","Corelight x509 Events","1.1.0","2024-08-09","Microsoft Sentinel Parser","","Corelight_v2_x509_CL, Corelight_v2_x509_red_CL","Solutions/Corelight/Parsers/corelight_x509.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_x509.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_x509_red","corelight_x509_red parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_x509_red_CL","Solutions/Corelight/Parsers/corelight_x509_red.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_x509_red.yaml","Corelight","Corelight","solution","yaml","false"
"corelight_zeek_doctor","corelight_zeek_doctor parser for Corelight","1.0.0","2023-09-25","Microsoft Sentinel Parser","","Corelight_v2_zeek_doctor_CL","Solutions/Corelight/Parsers/corelight_zeek_doctor.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Parsers/corelight_zeek_doctor.yaml","Corelight","Corelight","solution","yaml","false"
"CortexXDR_Incidents_CL","Backward Compatibility Parser for Palo Alto Cortex XDR Incidents","1.0.1","2024-09-30","Microsoft Sentinel Parser","","CortexXDR_Incidents_CL, PaloAltoCortexXDR_Incidents_CL","Solutions/Cortex XDR/Parsers/PaloAltoCortexXDR.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR/Parsers/PaloAltoCortexXDR.yaml","Cortex XDR","Cortex XDR","solution","yaml","false"
"CriblAccess","Parser for CriblAccess","1.0.1","2025-07-30","Microsoft Sentinel Parser","","CriblAccess_CL","Solutions/Cribl/Parsers/CriblAccess.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl/Parsers/CriblAccess.yaml","Cribl","Cribl","solution","yaml","false"
"CriblAudit","Parser for CriblAudit","1.0.1","2025-07-30","Microsoft Sentinel Parser","","CriblAudit_CL","Solutions/Cribl/Parsers/CriblAudit.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl/Parsers/CriblAudit.yaml","Cribl","Cribl","solution","yaml","false"
"CriblInternal","Parser for CriblInternal","1.0.1","2024-07-30","Microsoft Sentinel Parser","","CriblInternal_CL","Solutions/Cribl/Parsers/CriblInternal.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl/Parsers/CriblInternal.yaml","Cribl","Cribl","solution","yaml","false"
"CriblUIAccess","Parser for CriblUIAccess","1.0.1","2025-07-30","Microsoft Sentinel Parser","","CriblUIAccess_CL","Solutions/Cribl/Parsers/CriblUIAccess.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl/Parsers/CriblUIAccess.yaml","Cribl","Cribl","solution","yaml","false"
"CrowdStrikeFalconEventStream","Parser for CrowdStrikeFalconEventStream","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/CrowdStrike Falcon Endpoint Protection/Parsers/CrowdStrikeFalconEventStream.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Parsers/CrowdStrikeFalconEventStream.yaml","CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","solution","yaml","false"
"CrowdStrikeReplicator","Union Parser for all CrowdStrike Falcon Data Replicator V1 and V2 events","2.0.0","Jun 31st 2023","CrowdStrikeParser","","CrowdstrikeReplicatorLogs_CL","Solutions/CrowdStrike Falcon Endpoint Protection/Parsers/CrowdStrikeReplicator.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Parsers/CrowdStrikeReplicator.yaml","CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","solution","yaml","false"
"CrowdStrikeReplicatorV2","Union Parser for all CrowdStrike Falcon Data Replicator events","1.0.0","Jun 21st 2023","CrowdStrikeParser","","ASimAuditEventLogs, ASimAuthenticationEventLogs, ASimAuthenticationEventLogs_CL, ASimDnsActivityLogs, ASimFileEventLogs, ASimFileEventLogs_CL, ASimNetworkSessionLogs, ASimProcessEventLogs, ASimProcessEventLogs_CL, ASimRegistryEventLogs, ASimRegistryEventLogs_CL, ASimUserManagementActivityLogs, ASimUserManagementLogs_CL, CrowdStrike_Additional_Events_CL, CrowdStrike_Secondary_Data_CL","Solutions/CrowdStrike Falcon Endpoint Protection/Parsers/CrowdStrikeReplicatorV2.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Parsers/CrowdStrikeReplicatorV2.yaml","CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","solution","yaml","false"
"CrowdStrikeReplicator","Union Parser for all CrowdStrike Falcon Data Replicator V1 and V2 events","2.0.0","Jun 31st 2023","CrowdStrikeParser","","CrowdstrikeReplicatorLogs_CL","Solutions/CrowdStrike Falcon Endpoint Protection/Parsers/CrowdStrikeReplicator_future.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Parsers/CrowdStrikeReplicator_future.yaml","CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","solution","yaml","true"
"CyberArkEPM","Parser for CyberArkEPM","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CyberArkEPM_CL","Solutions/CyberArkEPM/Parsers/CyberArkEPM.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkEPM/Parsers/CyberArkEPM.yaml","CyberArkEPM","CyberArkEPM","solution","yaml","false"
"Alerts_advisory","Parser to extract Advisory alerts from Cyble Vision Alerts","1.0.0","2025-12-09","Microsoft Sentinel Parser","","CybleVisionAlerts_CL","Solutions/Cyble Vision/Parser/Alerts_advisory.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyble%20Vision/Parser/Alerts_advisory.yaml","Cyble Vision","Cyble Vision","solution","yaml","false"
