"solution_name","solution_folder","solution_github_url","connector_id","connector_title","connector_publisher","relevant_file","reason","details"
"AtlassianConfluenceAudit","AtlassianConfluenceAudit","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AtlassianConfluenceAudit","AtlassianConfluence","Atlassian Confluence","","","connector_not_in_solution_definition","Connector 'AtlassianConfluence' was discovered by scanning the 'AtlassianConfluenceAudit' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"AtlassianConfluenceAudit","AtlassianConfluenceAudit","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AtlassianConfluenceAudit","ConfluenceAuditAPI","[Deprecated] Atlassian Confluence Audit","","","connector_not_in_solution_definition","Connector 'ConfluenceAuditAPI' was discovered by scanning the 'AtlassianConfluenceAudit' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"CTM360","CTM360","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360","CBSPollingIDAzureFunctions","Cyber Blind Spot Integration","","","connector_not_in_solution_definition","Connector 'CBSPollingIDAzureFunctions' was discovered by scanning the 'CTM360' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"CTM360","CTM360","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360","HVPollingIDAzureFunctions","HackerView Intergration","","","connector_not_in_solution_definition","Connector 'HVPollingIDAzureFunctions' was discovered by scanning the 'CTM360' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Cisco Secure Endpoint","Cisco Secure Endpoint","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cisco%20Secure%20Endpoint","CiscoSecureEndpoint","[DEPRECATED] Cisco Secure Endpoint (AMP)","","","connector_not_in_solution_definition","Connector 'CiscoSecureEndpoint' was discovered by scanning the 'Cisco Secure Endpoint' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"CiscoASA","CiscoASA","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CiscoASA","CiscoASA","Cisco ASA via Legacy Agent","","","connector_not_in_solution_definition","Connector 'CiscoASA' was discovered by scanning the 'CiscoASA' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"ContrastADR","ContrastADR","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ContrastADR","ContrastADR","ContrastADR","","","connector_not_in_solution_definition","Connector 'ContrastADR' was discovered by scanning the 'ContrastADR' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection","CrowdStrikeFalconEndpointProtection","[Deprecated] CrowdStrike Falcon Endpoint Protection via Legacy Agent","","","connector_not_in_solution_definition","Connector 'CrowdStrikeFalconEndpointProtection' was discovered by scanning the 'CrowdStrike Falcon Endpoint Protection' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"CrowdStrike Falcon Endpoint Protection","CrowdStrike Falcon Endpoint Protection","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection","CrowdStrikeFalconEndpointProtectionAma","[Deprecated] CrowdStrike Falcon Endpoint Protection via AMA","","","connector_not_in_solution_definition","Connector 'CrowdStrikeFalconEndpointProtectionAma' was discovered by scanning the 'CrowdStrike Falcon Endpoint Protection' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel","FortinetFortiWeb","[Deprecated] Fortinet FortiWeb Web Application Firewall via Legacy Agent","","","connector_not_in_solution_definition","Connector 'FortinetFortiWeb' was discovered by scanning the 'Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Google Apigee","Google Apigee","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee","ApigeeXDataConnector","[DEPRECATED] Google ApigeeX","","","connector_not_in_solution_definition","Connector 'ApigeeXDataConnector' was discovered by scanning the 'Google Apigee' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Google Cloud Platform Audit Logs","Google Cloud Platform Audit Logs","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Audit%20Logs","GCPPub/SubAuditLogs","GCP Pub/Sub Audit Logs","","","connector_not_in_solution_definition","Connector 'GCPPub/SubAuditLogs' was discovered by scanning the 'Google Cloud Platform Audit Logs' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Google Cloud Platform Cloud Monitoring","Google Cloud Platform Cloud Monitoring","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring","GCPMonitorDataConnector","[DEPRECATED] Google Cloud Platform Cloud Monitoring","","","connector_not_in_solution_definition","Connector 'GCPMonitorDataConnector' was discovered by scanning the 'Google Cloud Platform Cloud Monitoring' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"GoogleCloudPlatformDNS","GoogleCloudPlatformDNS","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleCloudPlatformDNS","GCPDNSDataConnector","[DEPRECATED] Google Cloud Platform DNS","","","connector_not_in_solution_definition","Connector 'GCPDNSDataConnector' was discovered by scanning the 'GoogleCloudPlatformDNS' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"GoogleCloudPlatformIAM","GoogleCloudPlatformIAM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleCloudPlatformIAM","GCPIAMDataConnector","[DEPRECATED] Google Cloud Platform IAM","","","connector_not_in_solution_definition","Connector 'GCPIAMDataConnector' was discovered by scanning the 'GoogleCloudPlatformIAM' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"GoogleWorkspaceReports","GoogleWorkspaceReports","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","[DEPRECATED] Google Workspace (G Suite)","","","connector_not_in_solution_definition","Connector 'GoogleWorkspaceReportsAPI' was discovered by scanning the 'GoogleWorkspaceReports' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"IllumioSaaS","IllumioSaaS","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IllumioSaaS","IllumioSaasCCFDefinition","Illumio Saas","","","connector_not_in_solution_definition","Connector 'IllumioSaasCCFDefinition' was discovered by scanning the 'IllumioSaaS' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Okta Single Sign-On","Okta Single Sign-On","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Okta%20Single%20Sign-On","OktaSSO_Polling","Okta Single Sign-On (Polling CCP)","","","connector_not_in_solution_definition","Connector 'OktaSSO_Polling' was discovered by scanning the 'Okta Single Sign-On' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"OneLoginIAM","OneLoginIAM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/OneLoginIAM","OneLogin","[DEPRECATED] OneLogin IAM Platform","","","connector_not_in_solution_definition","Connector 'OneLogin' was discovered by scanning the 'OneLoginIAM' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Oracle Cloud Infrastructure","Oracle Cloud Infrastructure","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Oracle%20Cloud%20Infrastructure","OracleCloudInfrastructureLogsConnector","[DEPRECATED] Oracle Cloud Infrastructure","","","connector_not_in_solution_definition","Connector 'OracleCloudInfrastructureLogsConnector' was discovered by scanning the 'Oracle Cloud Infrastructure' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Palo Alto Prisma Cloud CWPP","Palo Alto Prisma Cloud CWPP","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Palo%20Alto%20Prisma%20Cloud%20CWPP","PrismaCloudComputeNativePoller","Palo Alto Prisma Cloud CWPP (using REST API)","","","connector_not_in_solution_definition","Connector 'PrismaCloudComputeNativePoller' was discovered by scanning the 'Palo Alto Prisma Cloud CWPP' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"PaloAltoPrismaCloud","PaloAltoPrismaCloud","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/PaloAltoPrismaCloud","PaloAltoPrismaCloud","[DEPRECATED] Palo Alto Prisma Cloud CSPM","","","connector_not_in_solution_definition","Connector 'PaloAltoPrismaCloud' was discovered by scanning the 'PaloAltoPrismaCloud' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"ProofPointTap","ProofPointTap","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ProofPointTap","ProofpointTAP","[Deprecated] Proofpoint TAP","","","connector_not_in_solution_definition","Connector 'ProofpointTAP' was discovered by scanning the 'ProofPointTap' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Proofpoint On demand(POD) Email Security","Proofpoint On demand(POD) Email Security","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Proofpoint%20On%20demand%28POD%29%20Email%20Security","ProofpointPOD","[Deprecated] Proofpoint On Demand Email Security","","","connector_not_in_solution_definition","Connector 'ProofpointPOD' was discovered by scanning the 'Proofpoint On demand(POD) Email Security' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVulnerabilityManagement","[DEPRECATED] Qualys Vulnerability Management","","","connector_not_in_solution_definition","Connector 'QualysVulnerabilityManagement' was discovered by scanning the 'QualysVM' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Salesforce Service Cloud","Salesforce Service Cloud","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud","SalesforceServiceCloud","[DEPRECATED] Salesforce Service Cloud","","","connector_not_in_solution_definition","Connector 'SalesforceServiceCloud' was discovered by scanning the 'Salesforce Service Cloud' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"SecurityBridge App","SecurityBridge App","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App","SecurityBridgeSAP","SecurityBridge Threat Detection for SAP","","","connector_not_in_solution_definition","Connector 'SecurityBridgeSAP' was discovered by scanning the 'SecurityBridge App' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"SlackAudit","SlackAudit","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit","SlackAudit","Slack","","","connector_not_in_solution_definition","Connector 'SlackAudit' was discovered by scanning the 'SlackAudit' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"SlackAudit","SlackAudit","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit","SlackAuditAPI","[DEPRECATED] Slack Audit","","","connector_not_in_solution_definition","Connector 'SlackAuditAPI' was discovered by scanning the 'SlackAudit' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Snowflake","Snowflake","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake","SnowflakeDataConnector","[DEPRECATED] Snowflake","","","connector_not_in_solution_definition","Connector 'SnowflakeDataConnector' was discovered by scanning the 'Snowflake' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"TheHive","TheHive","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TheHive","TheHiveProjectTheHive","TheHive Project - TheHive","","","connector_not_in_solution_definition","Connector 'TheHiveProjectTheHive' was discovered by scanning the 'TheHive' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"ZeroNetworks","ZeroNetworks","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ZeroNetworks","ZeroNetworksSegmentAuditNativePoller","Zero Networks Segment Audit","","","connector_not_in_solution_definition","Connector 'ZeroNetworksSegmentAuditNativePoller' was discovered by scanning the 'ZeroNetworks' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"Zimperium Mobile Threat Defense","Zimperium Mobile Threat Defense","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Zimperium%20Mobile%20Threat%20Defense","ZimperiumMtdAlerts","Zimperium Mobile Threat Defense","","","connector_not_in_solution_definition","Connector 'ZimperiumMtdAlerts' was discovered by scanning the 'Zimperium Mobile Threat Defense' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"iboss","iboss","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/iboss","iboss","[Deprecated] iboss via Legacy Agent","","","connector_not_in_solution_definition","Connector 'iboss' was discovered by scanning the 'iboss' Data Connectors folder but is not referenced by the solution definition file (Solution_*.json). Because this solution has a working definition that references other connectors, this folder-only artifact does not ship to the content hub; it is retained but marked is_published=false."
"","","","","","","","table_method_ambiguity","Table 'ABAPAuditLog' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: CCF,CCF Push. Per-method connectors: CCF:[SAPS4PublicAlerts]; CCF Push:[Onapsis,Pathlock_TDnR,SecurityBridge]"
"","","","","","","","table_method_conflict","Table 'ASimAgentEventLogs' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'CCF'. Feeding connectors: OpenAIConnector."
"","","","","","","","table_method_conflict","Table 'ASimAuthenticationEventLogs_CL' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'Azure Function'. Feeding connectors: CrowdstrikeReplicatorv2."
"","","","","","","","table_method_conflict","Table 'ASimDhcpEventLogs' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'CCF Push'. Feeding connectors: SynqlyIntegrationConnector."
"","","","","","","","table_method_conflict","Table 'ASimFileEventLogs_CL' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'Azure Function'. Feeding connectors: CrowdstrikeReplicatorv2."
"","","","","","","","table_method_conflict","Table 'ASimProcessEventLogs_CL' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'Azure Function'. Feeding connectors: CrowdstrikeReplicatorv2."
"","","","","","","","table_method_conflict","Table 'ASimRegistryEventLogs_CL' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'Azure Function'. Feeding connectors: CrowdstrikeReplicatorv2."
"","","","","","","","table_method_conflict","Table 'ASimUserManagementLogs_CL' has intrinsic collection_method 'Various' (source: asim_table) but its feeding connectors imply 'Azure Function'. Feeding connectors: CrowdstrikeReplicatorv2."
"","","","","","","","table_method_conflict","Table 'AlertEvidence' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_ambiguity","Table 'CiscoMerakiNativePoller_CL' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: AMA,CCF. Per-method connectors: AMA:[CiscoMeraki]; CCF:[CiscoMerakiNativePoller]"
"","","","","","","","table_method_conflict","Table 'CloudAppEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_ambiguity","Table 'CyberpionActionItems_CL' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: CCF,REST Pull API. Per-method connectors: CCF:[IONIXDefinition]; REST Pull API:[CyberpionSecurityLogs]"
"","","","","","","","table_method_conflict","Table 'DeviceEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceFileCertificateInfo' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceFileEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceImageLoadEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceInfo' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceLogonEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceNetworkEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceNetworkInfo' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceProcessEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'DeviceRegistryEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'EmailAttachmentInfo' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'EmailEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'EmailPostDeliveryEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'EmailUrlInfo' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'IdentityDirectoryEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'IdentityLogonEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'IdentityQueryEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_conflict","Table 'SecurityAlert' has intrinsic collection_method 'Internal' (source: tables_reference) but its feeding connectors imply 'Native'. Feeding connectors: AzureSecurityCenter,IoT,MicrosoftThreatProtection,OfficeATP,OfficeIRM."
"","","","","","","","table_method_conflict","Table 'SecurityIncident' has intrinsic collection_method 'Internal' (source: tables_reference) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_ambiguity","Table 'ThreatIntelIndicators' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: Azure Function (TI Upload API),Native. Per-method connectors: Azure Function (TI Upload API):[CrowdStrikeFalconAdversaryIntelligence,CyjaxIOCAPI,Datalake2SentinelConnector,GreyNoise2SentinelAPI,InfobloxDataConnector,JoeSandbox,LumenThreatFeedConnectorV2,LumenThreatFeedConnectorV2PrivateNetworking,MISP2SentinelConnector,VMRay]; Native:[MicrosoftDefenderThreatIntelligence,PremiumMicrosoftDefenderForThreatIntelligence,ThreatIntelligence,ThreatIntelligenceTaxii]"
"","","","","","","","table_method_ambiguity","Table 'ThreatIntelObjects' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: Azure Function (TI Upload API),Native. Per-method connectors: Azure Function (TI Upload API):[CrowdStrikeFalconAdversaryIntelligence,CyjaxIOCAPI,Datalake2SentinelConnector,GreyNoise2SentinelAPI,InfobloxDataConnector,JoeSandbox,LumenThreatFeedConnectorV2,LumenThreatFeedConnectorV2PrivateNetworking,MISP2SentinelConnector,VMRay]; Native:[MicrosoftDefenderThreatIntelligence,PremiumMicrosoftDefenderForThreatIntelligence,ThreatIntelligence,ThreatIntelligenceTaxii]"
"","","","","","","","table_method_conflict","Table 'UrlClickEvents' has intrinsic collection_method 'Defender' (source: source_defender_xdr) but its feeding connectors imply 'Native'. Feeding connectors: MicrosoftThreatProtection."
"","","","","","","","table_method_ambiguity","Table 'meraki_CL' has multiple distinct feeding-connector collection methods that could not be reduced via precedence rules: AMA,CCF. Per-method connectors: AMA:[CiscoMeraki,CustomlogsviaAMA]; CCF:[CiscoMerakiNativePoller]"
