solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
ContrastADR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ContrastADR,Contrast Security,Partner,domains,3.0.1,true,1,ContrastADR,ContrastADR,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ContrastADR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ContrastADR/Data%20Connectors/ContrastADR_API_FunctionApp.json
Corelight,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight,Corelight,Partner,domains,3.2.2,true,1,CorelightConnectorExporter,Corelight Connector Exporter,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Corelight/Data%20Connectors/CorelightConnectorExporter.json
Cortex XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,CortexXDRDataConnector,Palo Alto Cortex XDR,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR/Data%20Connectors/CortexXDR_ccp/DataConnectorDefinition.json
Cortex XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR,Microsoft Corporation,Microsoft,domains,3.0.0,true,2,CortexXDRIncidents,Cortex XDR - Incidents,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cortex%20XDR/Data%20Connectors/CortexXDR_DataConnector.json
Cribl,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl,Cribl,Partner,domains,3.0.0,true,1,Cribl,Cribl,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cribl/Data%20Connectors/Connector_Cribl.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdStrikeAPICCPDefinition,CrowdStrike API Data Connector (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/CrowdStrikeAPI_ccp/CrowdStrikeAPI_Definition.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdStrikeFalconAdversaryIntelligence,CrowdStrike Falcon Adversary Intelligence ,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/CrowdStrikeFalconAdversaryIntelligence/CrowdStrikeFalconAdversaryIntelligence_FunctionApp.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdStrikeFalconEndpointProtection,[Deprecated] CrowdStrike Falcon Endpoint Protection via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/Connector_Syslog_CrowdStrikeFalconEndpointProtection.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdStrikeFalconEndpointProtectionAma,[Deprecated] CrowdStrike Falcon Endpoint Protection via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/template_CrowdStrikeFalconEndpointProtectionAma.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdStrikeFalconS3CCPDefinition,CrowdStrike Falcon Data Replicator (AWS S3) (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/CrowdStrikeS3FDR_ccp/DataConnectorDefinition.json
CrowdStrike Falcon Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.1.8,true,6,CrowdstrikeReplicatorv2,CrowdStrike Falcon Data Replicator (CrowdStrike Managed AWS-S3),Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CrowdStrike%20Falcon%20Endpoint%20Protection/Data%20Connectors/CrowdstrikeReplicatorCLv2/CrowdstrikeReplicatorV2_ConnectorUI.json
CTERA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTERA,CTERA,Partner,domains,3.0.1,true,1,CTERA,CTERA Syslog,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTERA,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTERA/Data%20Connectors/CTERA_Data_Connector.json
CTM360,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360,Cyber Threat Management 360,Partner,domains,,true,2,CBSPollingIDAzureFunctions,Cyber Blind Spot Integration,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360/Data%20Connectors/CBS/CTM360_CBS_API_functionApp.json
CTM360,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360,Cyber Threat Management 360,Partner,domains,,true,2,HVPollingIDAzureFunctions,HackerView Intergration,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CTM360/Data%20Connectors/HackerView/CTM360_HV_API_FunctionApp.json
CustomLogsAma,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CustomLogsAma,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,CustomlogsviaAMA,Custom logs via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CustomLogsAma,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CustomLogsAma/Data%20Connectors/CustomLogsViaAmaTemplate.json
CyberArk Privilege Access Manager (PAM) Events,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events,Cyberark,Partner,domains,3.0.3,true,2,CyberArk,[Deprecated] CyberArk Enterprise Password Vault (EPV) Events via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events/Data%20Connectors/CyberArk%20Data%20Connector.json
CyberArk Privilege Access Manager (PAM) Events,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events,Cyberark,Partner,domains,3.0.3,true,2,CyberArkAma,[Deprecated] CyberArk Privilege Access Manager (PAM) Events via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArk%20Enterprise%20Password%20Vault%20%28EPV%29%20Events/Data%20Connectors/template_CyberArkAMA.json
CyberArkAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkAudit,CyberArk Support,Partner,domains,3.0.2,true,1,CyberArkAudit,CyberArkAudit,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkAudit/Data%20Connectors/CyberArkAudit_API_FunctionApp.json
CyberArkEPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkEPM,CyberArk Support,Partner,domains,3.0.1,false,1,CyberArkEPM,CyberArkEPM,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkEPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyberArkEPM/Data%20Connectors/CyberArkEPM_API_FunctionApp.json
Cybersixgill-Actionable-Alerts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cybersixgill-Actionable-Alerts,Cybersixgill,Partner,domains,3.0.1,true,1,CybersixgillActionableAlerts,Cybersixgill Actionable Alerts,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cybersixgill-Actionable-Alerts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cybersixgill-Actionable-Alerts/Data%20Connectors/Cybersixgill_FunctionApp.json
Cyble Vision,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyble%20Vision,Cyble Support,Partner,domains,3.0.1,true,1,CybleVisionAlerts,Cyble Vision Alerts,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyble%20Vision,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyble%20Vision/Data%20Connectors/CybleVisionAlerts_CCF/CybleVisionAlerts_DataConnectorDefinition.json
Cyborg Security HUNTER,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyborg%20Security%20HUNTER,Cyborg Security,Partner,domains,3.0.0,true,1,CyborgSecurity_HUNTER,Cyborg Security HUNTER Hunt Packages,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyborg%20Security%20HUNTER,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyborg%20Security%20HUNTER/Data%20Connectors/CyborgSecurity_HUNTER.json
CyeraDSPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM,Cyera Inc,Partner,domains,3.0.0,false,2,CyeraDSPMCCF,Cyera DSPM Microsoft Sentinel Data Connector,CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM/Data%20Connectors/CyeraDSPM_CCF/CyeraDSPMLogs_ConnectorDefinitionCCF.json
CyeraDSPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM,Cyera Inc,Partner,domains,3.0.0,false,2,CyeraFunctionsConnector,Cyera DSPM Azure Functions Microsoft Sentinel Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/CyeraDSPM/Data%20Connectors/CyeraDSPM_Functions/FunctionAppDC.json
Cyfirma Attack Surface,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Attack%20Surface,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaAttackSurfaceAlertsConnector,CYFIRMA Attack Surface,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Attack%20Surface,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Attack%20Surface/Data%20Connectors/CyfirmaASAlerts_ccp/CyfirmaASAlerts_DataConnectorDefinition.json
Cyfirma Brand Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Brand%20Intelligence,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaBrandIntelligenceAlertsDC,CYFIRMA Brand Intelligence,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Brand%20Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Brand%20Intelligence/Data%20Connectors/CyfirmaBIAlerts_ccp/CyfirmaBIAlerts_DataConnectorDefinition.json
Cyfirma Compromised Accounts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Compromised%20Accounts,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaCompromisedAccountsDataConnector,CYFIRMA Compromised Accounts,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Compromised%20Accounts,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Compromised%20Accounts/Data%20Connectors/CyfirmaCompromisedAccounts_ccp/CyfirmaCompAcc_DataConnectorDefinition.json
Cyfirma Cyber Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Cyber%20Intelligence,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaCyberIntelligenceDC,CYFIRMA Cyber Intelligence,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Cyber%20Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Cyber%20Intelligence/Data%20Connectors/CyfirmaCyberIntelligence_ccp/CyfirmaCyberIntel_DataConnectorDefinition.json
Cyfirma Digital Risk,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Digital%20Risk,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaDigitalRiskAlertsConnector,CYFIRMA Digital Risk,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Digital%20Risk,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Digital%20Risk/Data%20Connectors/CyfirmaDigitalRiskAlerts_ccp/CyfirmaDigitalRiskAlerts_DataConnectorDefinition.json
Cyfirma Vulnerabilities Intel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Vulnerabilities%20Intel,CYFIRMA,Partner,domains,3.0.0,true,1,CyfirmaVulnerabilitiesIntelDC,CYFIRMA Vulnerabilities Intelligence,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Vulnerabilities%20Intel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cyfirma%20Vulnerabilities%20Intel/Data%20Connectors/CyfirmaVulnerabilitiesIntel_ccp/CyfirmaVulnerabilities_DataConnectorDefinition.json
Cynerio,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cynerio,Cynerio,Partner,domains,3.0.0,true,1,CynerioSecurityEvents,Cynerio Security Events,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cynerio,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Cynerio/Data%20Connectors/Cynerio_Connector.json
Darktrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Darktrace,Darktrace,Partner,domains,2.0.1,true,1,DarktraceRESTConnector,Darktrace Connector for Microsoft Sentinel REST API,REST API,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Darktrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Darktrace/Data%20Connectors/DarktraceConnectorRESTAPI.json
Datalake2Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datalake2Sentinel,Orange Cyberdefense,Partner,"domains,verticals",3.0.0,true,1,Datalake2SentinelConnector,Datalake2Sentinel,REST API,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datalake2Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datalake2Sentinel/Data%20Connectors/Datalake2SentinelConnector.json
Dataminr Pulse,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dataminr%20Pulse,Dataminr Support,Partner,domains,3.0.5,true,1,DataminrPulseAlerts,Dataminr Pulse Alerts Data Connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dataminr%20Pulse,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dataminr%20Pulse/Data%20Connectors/DataminrPulseAlerts/DataminrPulseAlerts_FunctionApp.json
Datawiza,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datawiza,Datawiza Technology Inc.,Partner,domains,3.0.0,false,1,DatawizaDapSolution,Datawiza DAP,REST API,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datawiza,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Datawiza/Data%20Connectors/Datawiza_DAP.json
Delinea Secret Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server,Delinea,Partner,domains,3.0.1,true,2,DelineaSecretServerAma,[Deprecated] Delinea Secret Server via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server/Data%20Connectors/template_DelineaSecretServerAMA.json
Delinea Secret Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server,Delinea,Partner,domains,3.0.1,true,2,DelineaSecretServer_CEF,[Deprecated] Delinea Secret Server via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Delinea%20Secret%20Server/Data%20Connectors/DelineaSecretServer_CEF.json
Digital Guardian Data Loss Prevention,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Guardian%20Data%20Loss%20Prevention,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,DigitalGuardianDLP,[Deprecated] Digital Guardian Data Loss Prevention,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Guardian%20Data%20Loss%20Prevention,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Guardian%20Data%20Loss%20Prevention/Data%20Connectors/Connector_DigitalGuardian_Syslog.json
Digital Shadows,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Shadows,Digital Shadows,Partner,domains,3.0.0,true,1,DigitalShadowsSearchlightAzureFunctions,Digital Shadows Searchlight,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Shadows,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Digital%20Shadows/Data%20Connectors/Digital%20Shadows/DigitalShadowsSearchlight_API_functionApp.json
Doppel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Doppel,Doppel,Partner,domains,3.0.0,true,1,Doppel_DataConnector,Doppel Data Connector,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Doppel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Doppel/Data%20Connectors/Template_Doppel.json
Dragos,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dragos,Dragos Inc,Partner,domains,3.0.0,true,1,DragosSitestoreCCP, Dragos Notifications via Cloud Sitestore,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dragos,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dragos/Data%20Connectors/DragosSiteStore_CCP/dragosSitestoreDataConnectorDefinition.json
DruvaDataSecurityCloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/DruvaDataSecurityCloud,Druva Inc,Partner,domains,3.0.0,true,1,DruvaEventCCPDefinition,Druva Events Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/DruvaDataSecurityCloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/DruvaDataSecurityCloud/Data%20Connectors/Druva_ccp/Druva_DataConnectorDefinition.json
Dynamics 365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynamics%20365,Microsoft Corporation,Microsoft,domains,2.0.1,true,1,Dynamics365,Dynamics 365,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynamics%20365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynamics%20365/Data%20Connectors/template_Dynamics365.json
Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,Dynatrace,Partner,domains,3.0.2,true,4,DynatraceAttacks,Dynatrace Attacks,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace/Data%20Connectors/Connector_Dynatrace_Attacks.json
Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,Dynatrace,Partner,domains,3.0.2,true,4,DynatraceAuditLogs,Dynatrace Audit Logs,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace/Data%20Connectors/Connector_Dynatrace_AuditLogs.json
Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,Dynatrace,Partner,domains,3.0.2,true,4,DynatraceProblems,Dynatrace Problems,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace/Data%20Connectors/Connector_Dynatrace_Problems.json
Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,Dynatrace,Partner,domains,3.0.2,true,4,DynatraceRuntimeVulnerabilities,Dynatrace Runtime Vulnerabilities,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Dynatrace/Data%20Connectors/Connector_Dynatrace_RuntimeVulnerabilities.json
Egress Defend,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Defend,egress1589289169584,Partner,domains,3.0.0,false,1,EgressDefendPolling,Egress Defend,CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Defend,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Defend/Data%20Connectors/DefendAPIConnector.json
Egress Iris,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Iris,Egress Software Technologies Ltd,Partner,domains,3.0.0,false,1,EgressSiemPolling,Egress Iris Connector,CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Iris,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Egress%20Iris/Data%20Connectors/EgressDataConnector.json
ElasticAgent,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ElasticAgent,Microsoft Corporation,Microsoft,domains,2.0.0,true,1,ElasticAgent,Elastic Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ElasticAgent,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ElasticAgent/Data%20Connectors/Connector_ElasticAgent.json
Ermes Browser Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ermes%20Browser%20Security,Ermes Cyber Security S.p.A.,Partner,domains,3.1.0,true,1,ErmesBrowserSecurityEvents,Ermes Browser Security Events,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ermes%20Browser%20Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ermes%20Browser%20Security/Data%20Connectors/ErmesBrowserSecurityEvents_CCF/ErmesBrowserSecurityEvents_ConnectorDefinition.json
ESET Inspect,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Inspect,ESET Enterprise,Partner,domains,2.0.0,false,1,ESETInspect,ESET Inspect,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Inspect,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Inspect/Data%20Connectors/ESETInspect_API_FunctionApp.json
ESET Protect Platform,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Protect%20Platform,ESET Enterprise Integrations,Partner,domains,3.2.0,false,1,ESETProtectPlatform,ESET Protect Platform,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Protect%20Platform,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Protect%20Platform/Data%20Connectors/ESETProtectPlatform_API_FunctionApp.json
Eset Security Management Center,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Eset%20Security%20Management%20Center,Eset,Partner,domains,2.0.0,false,1,EsetSMC,Eset Security Management Center,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Eset%20Security%20Management%20Center,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Eset%20Security%20Management%20Center/Data%20Connectors/esetSmc.json
ESETPROTECT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESETPROTECT,ESET Netherlands,Partner,domains,3.0.0,false,1,ESETPROTECT,[Deprecated] ESET PROTECT,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESETPROTECT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESETPROTECT/Data%20Connectors/Connector_Syslog_ESETPROTECT.json
Exabeam Advanced Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Exabeam%20Advanced%20Analytics,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,Exabeam,[Deprecated] Exabeam Advanced Analytics,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Exabeam%20Advanced%20Analytics,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Exabeam%20Advanced%20Analytics/Data%20Connectors/Connector_Exabeam_Syslog.json
ExtraHop,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop,ExtraHop Support,Partner,domains,3.0.1,true,1,ExtraHop,ExtraHop Detections Data Connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop/Data%20Connectors/ExtraHopDataConnector/ExtraHop_FunctionApp.json
