parser_name,equivalent_builtin,schema,schema_version,parser_type,parser_title,parser_version,parser_last_updated,product_name,description,tables,sub_parsers,parser_params,references,source_file,github_url
vimAuthenticationOktaV2,_Im_Authentication_OktaV2,Authentication,0.1.3,source,Authentication ASIM filtering parser for Okta,0.3.1,"May 20, 2024",Okta,"This ASIM parser supports normalizing Okta sign in logs, stored in the OktaV2_CL table, to the ASIM Authentication schema.",OktaV2_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\vimAuthenticationOktaV2.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationOktaV2.yaml
vimAuthenticationPaloAltoCortexDataLake,_Im_Authentication_PaloAltoCortexDataLake,Authentication,0.2.6,source,Authentication ASIM parser for Palo Alto Cortex Data Lake,0.1.1,Apr 11 2024,Palo Alto Cortex Data Lake,This ASIM parser supports normalizing Palo Alto Cortex Data Lake logs to the ASIM Authentication normalized schema. These events are captured through the Palo Alto Networks CDL data connector that ingests CDL logs into Microsoft Sentinel.,CommonSecurityLog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM);[Palo Alto Cortex Data Lake Documentation](https://docs.paloaltonetworks.com/cortex/cortex-data-lake/log-forwarding-schema-reference/network-logs/network-authentication-log/network-auth-cef-fields),Parsers\ASimAuthentication\Parsers\vimAuthenticationPaloAltoCortexDataLake.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationPaloAltoCortexDataLake.yaml
vimAuthenticationPostgreSQL,_Im_Authentication_PostgreSQL,Authentication,0.1.1,source,Authentication ASIM filtering parser for PostgreSQL,0.1.4,"Apr 10, 2024",PostgreSQL,This ASIM parser supports filtering and normalizing PostgreSQL sign in logs to the ASIM Authentication schema.,PostgreSQL_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\vimAuthenticationPostgreSQL.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationPostgreSQL.yaml
vimAuthenticationSalesforceSC,_Im_Authentication_SalesforceSC,Authentication,0.1.3,source,ASIM Authentication filtering parser for Salesforce Service Cloud,0.1.1,"Mar 24, 2024",Salesforce Service Cloud,This ASIM parser supports filtering and normalizing the Salesforce Service Cloud logs stored in 'SalesforceServiceCloud_CL' table to the ASIM authentication normalized schema.,SalesforceServiceCloud_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[Using functions](https://docs.microsoft.com/azure/azure-monitor/log-query/function);[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM);[Salesforce Service Cloud](https://developer.salesforce.com/docs/atlas.en-us.object_reference.meta/object_reference/sforce_api_objects_eventlogfile_login.htm),Parsers\ASimAuthentication\Parsers\vimAuthenticationSalesforceSC.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationSalesforceSC.yaml
vimAuthenticationSentinelOne,_Im_Authentication_SentinelOne,Authentication,0.1.3,source,ASIM Authentication parser for SentinelOne,0.1.1,Apr 09 2024,SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM Authentication normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",SentinelOne_CL;event,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM);[SentinelOne Documentation](https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview),Parsers\ASimAuthentication\Parsers\vimAuthenticationSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationSentinelOne.yaml
vimAuthenticationSshd,_Im_Authentication_Sshd,Authentication,0.1.3,source,Authentication ASIM filtering parser for OpenSSH sshd,0.2.4,"May 29, 2025",OpenSSH,"This ASIM parser supports filtering and normalizing OpenSSH server (sshd) sign in logs, collected using Syslog to the ASIM Authentication schema.",Syslog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc),Parsers\ASimAuthentication\Parsers\vimAuthenticationSshd.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationSshd.yaml
vimAuthenticationSu,_Im_Authentication_Su,Authentication,0.1.2,source,Authentication ASIM filtering parser for Linux su,0.2.2,"Mar 21, 2024",su,This ASIM parser supports filtering and normalizing Linux su elevation commands collected using Syslog to the ASIM Authentication schema.,Syslog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\vimAuthenticationSu.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationSu.yaml
vimAuthenticationSudo,_Im_Authentication_Sudo,Authentication,0.1.1,source,Authentication ASIM filtering parser for Syslog sudo,0.1.1,Apr 10 2024,sudo,This ASIM parser supports normalizing Syslog sudo sign in logs to the ASIM Authentication schema.,Syslog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\vimAuthenticationSudo.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationSudo.yaml
vimAuthenticationVectraXDRAudit,_Im_Authentication_VectraXDRAudit,Authentication,0.1.3,source,Authentication ASIM filtering parser for Vectra XDR Audit Logs Event,0.1.1,Apr 10 2024,Vectra,This ASIM parser supports filtering and normalizing Vectra XDR Audit Logs Event in the Audits_Data_CL table to the ASIM Authentication schema.,Audits_Data_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimAuthentication\Parsers\vimAuthenticationVectraXDRAudit.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationVectraXDRAudit.yaml
vimAuthenticationVMwareCarbonBlackCloud,_Im_Authentication_VMwareCarbonBlackCloud,Authentication,0.1.3,source,ASIM Authentication parser for VMware Carbon Black Cloud,0.1.1,Apr 11 2024,VMware Carbon Black Cloud,"This ASIM parser supports normalizing VMware Carbon Black Cloud logs to the ASIM Authentication normalized schema. VMware Carbon Black Cloud events are captured through VMware Carbon Black Cloud data connector which ingests Carbon Black Audit, Notification and Event data into Microsoft Sentinel through the REST API.",CarbonBlackAuditLogs_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);username_has_any:dynamic=dynamic([]);targetappname_has_any:dynamic=dynamic([]);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);eventtype_in:dynamic=dynamic([]);eventresultdetails_in:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Authentication Schema](https://aka.ms/ASimAuthenticationDoc);[ASIM](https:/aka.ms/AboutASIM);[VMware Carbon Black Cloud documentation](https://developer.carbonblack.com/reference/carbon-black-cloud/data-forwarder/schema/latest/endpoint.event-1.0.0/ https://developer.carbonblack.com/reference/cb-threathunter/latest/event-search-fields/),Parsers\ASimAuthentication\Parsers\vimAuthenticationVMwareCarbonBlackCloud.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimAuthentication/Parsers/vimAuthenticationVMwareCarbonBlackCloud.yaml
ASimDhcpEvent,_ASim_DhcpEvent,DhcpEvent,0.1,union,Dhcp event ASIM parser,0.1.0,"Mar 11, 2024",Source agnostic,This ASIM parser supports normalizing Dhcp event logs from all supported sources to the ASIM Dhcp Event normalized schema.,,_Im_DhcpEvent_Empty;_ASim_DhcpEvent_Native;_ASim_DhcpEvent_InfobloxBloxOne,pack:bool=False,[ASIM Dhcp Event Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDhcpEvent\Parsers\ASimDhcpEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/ASimDhcpEvent.yaml
ASimDhcpEventInfobloxBloxOne,_ASim_DhcpEvent_InfobloxBloxOne,DhcpEvent,0.1,source,DhcpEvent ASIM parser for Infoblox BloxOne,0.1.0,"Sep 11, 2024",Infoblox BloxOne,This ASIM parser supports normalizing Dhcp logs from Infoblox BloxOne to the ASIM DhcpEvent normalized schema. These events are captured through the Azure Monitor Agent (AMA) which are sent by the Data Connector Service of Infoblox BloxOne.,,,disabled:bool=False,[ASIM DhcpEvent Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https://aka.ms/AboutASIM);[Infoblox BloxOne Documentation](https://docs.infoblox.com/space/BloxOneThreatDefense),Parsers\ASimDhcpEvent\Parsers\ASimDhcpEventInfobloxBloxOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/ASimDhcpEventInfobloxBloxOne.yaml
ASimDhcpEventNative,_ASim_DhcpEvent_Native,DhcpEvent,0.1,source,Dhcp Event ASIM parser for Microsoft Sentinel native Dhcp Event table,0.1.0,Mar 12 2024,Native,"This ASIM parser supports normalizing the native Dhcp Event table (ASimDhcpEventLogs) to the ASIM Dhcp Event normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimDhcpEventLogs,,disabled:bool=False,[ASIM Dhcp Event Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimDhcpEvent\Parsers\ASimDhcpEventNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/ASimDhcpEventNative.yaml
imDhcpEvent,_Im_DhcpEvent,DhcpEvent,0.1,union,Dhcp event ASIM filtering parser,0.1.0,Mar 11 2024,Source agnostic,This ASIM parser supports filtering and normalizing Dhcp event logs from all supported sources to the ASIM Dhcp Event normalized schema.,,_Im_DhcpEvent_Empty;_Im_DhcpEvent_Native;_Im_DhcpEvent_InfobloxBloxOne,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);srcusername_has_any:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False;pack:bool=False,[ASIM Dhcp Event Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDhcpEvent\Parsers\imDhcpEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/imDhcpEvent.yaml
vimDhcpEventEmpty,_Im_DhcpEvent_Empty,DhcpEvent,0.1,empty,Dhcp event ASIM schema function,0.1.0,Mar 11 2024,Microsoft,This function returns an empty ASIM Dhcp Event schema.,,,,[ASIM Dhcp Event Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDhcpEvent\Parsers\vimDhcpEventEmpty.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/vimDhcpEventEmpty.yaml
vimDhcpEventInfobloxBloxOne,_Im_DhcpEvent_InfobloxBloxOne,DhcpEvent,0.1,source,DhcpEvent ASIM parser for Infoblox BloxOne,0.1.0,"Sep 11, 2024",Infoblox BloxOne,This ASIM parser supports normalizing DhcpEvent logs from Infoblox BloxOne to the ASIM DhcpEvent normalized schema. These events are captured through the Azure Monitor Agent (AMA) which are sent by the Data Connector Service of Infoblox BloxOne.,CommonSecurityLog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);srcusername_has_any:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM DhcpEvent Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https://aka.ms/AboutASIM);[Infoblox BloxOne Documentation](https://docs.infoblox.com/space/BloxOneThreatDefense),Parsers\ASimDhcpEvent\Parsers\vimDhcpEventInfobloxBloxOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/vimDhcpEventInfobloxBloxOne.yaml
vimDhcpEventNative,_Im_DhcpEvent_Native,DhcpEvent,0.1,source,Dhcp Event ASIM filtering parser for Microsoft Sentinel native Dhcp Event table,0.1.0,Mar 12 2024,Native,"This ASIM parser supports filtering and normalizing the native Dhcp Event table (ASimDhcpEventLogs) to the ASIM Dhcp Event normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimDhcpEventLogs,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);srcipaddr_has_any_prefix:dynamic=dynamic([]);srchostname_has_any:dynamic=dynamic([]);srcusername_has_any:dynamic=dynamic([]);eventresult:string=*;disabled:bool=False,[ASIM Dhcp Event Schema](https://aka.ms/ASimDhcpEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimDhcpEvent\Parsers\vimDhcpEventNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDhcpEvent/Parsers/vimDhcpEventNative.yaml
ASimDns,_ASim_Dns,Dns,0.1.7,union,DNS activity ASIM parser,0.5.2,"June 7, 2024",Source agnostic,This ASIM parser supports normalizing DNS activity logs from all supported sources to the ASIM DNS activity normalized schema.,,_Im_Dns_Empty;_ASim_Dns_AzureFirewall;_ASim_Dns_CiscoUmbrella;_ASim_Dns_CorelightZeek;_ASim_Dns_FortinetFortiGate;_ASim_Dns_Gcp;_ASim_Dns_InfobloxNIOS;_ASim_Dns_MicrosoftNXlog;_ASim_Dns_MicrosoftOMS;_ASim_Dns_MicrosoftSysmon;_ASim_Dns_MicrosoftSysmonWindowsEvent;_ASim_Dns_Native;_ASim_Dns_SentinelOne;_ASim_Dns_VectraAI;_ASim_Dns_ZscalerZIA;_ASim_Dns_InfobloxBloxOne,pack:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDns.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDns.yaml
ASimDnsAzureFirewall,_ASim_Dns_AzureFirewall,Dns,0.1.7,source,DNS activity ASIM parser for Azure Firewall,0.4.0,"Dec 2, 2025",Azure Firewall,This ASIM parser supports normalizing Azure Firewall logs to the ASIM Dns normalized schema.,AZFWDnsQuery;AzureDiagnostics,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsAzureFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsAzureFirewall.yaml
ASimDnsCiscoUmbrella,_ASim_Dns_CiscoUmbrella,Dns,0.1.3,source,DNS activity ASIM parser for Cisco Umbrella,0.3,Jan 17 2022,Cisco Umbrella,This ASIM parser supports normalizing Cisco Umbrella DNS logs to the ASIM Dns normalized schema.,Cisco_Umbrella_dns_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsCiscoUmbrella.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsCiscoUmbrella.yaml
ASimDnsCorelightZeek,_ASim_Dns_CorelightZeek,Dns,0.1.4,source,DNS activity ASIM parser for Corelight Zeek,0.5,Dec 11 2022,Corelight Zeek,This ASIM parser supports normalizing Corelight Zeek DNS logs to the ASIM Dns normalized schema.,Corelight_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsCorelightZeek.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsCorelightZeek.yaml
ASimDnsFortinetFortiGate,_ASim_Dns_FortinetFortiGate,Dns,0.1.7,source,DNS activity ASIM parser for Fortinet FortiGate,0.1.2,"Dec 8, 2025",Fortinet FortiGate,This ASIM parser supports normalizing Fortinet FortiGate logs ingested in 'CommonSecurityLogs' table produced by the Microsoft Sentinel Fortinet connector to the ASIM DNS normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM);[Fortinet FortiGate DNS log message reference](https://docs.fortinet.com/document/fortigate/7.4.1/fortios-log-message-reference/229/dns),Parsers\ASimDns\Parsers\ASimDnsFortinetFortigate.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsFortinetFortigate.yaml
ASimDnsGcp,_ASim_Dns_Gcp,Dns,0.1.3,source,DNS activity ASIM parser for GCP,0.4,Dec 11 2022,GCP Cloud DNS,This ASIM parser supports normalizing Google cloud platform (GCP) DNS logs to the ASIM Dns normalized schema.,GCP_DNS_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsGcp.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsGcp.yaml
ASimDnsInfobloxBloxOne,_ASim_Dns_InfobloxBloxOne,Dns,0.1.7,source,Dns ASIM parser for Infoblox BloxOne,0.1.0,"Sep 11, 2024",Infoblox BloxOne,This ASIM parser supports normalizing Dns logs from Infoblox BloxOne to the ASIM Dns normalized schema. These events are captured through the Azure Monitor Agent (AMA) which are sent by the Data Connector Service of Infoblox BloxOne.,,,disabled:bool=False,[ASIM Dns Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM);[Infoblox BloxOne Documentation](https://docs.infoblox.com/space/BloxOneThreatDefense),Parsers\ASimDns\Parsers\ASimDnsInfobloxBloxOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsInfobloxBloxOne.yaml
ASimDnsInfobloxNIOS,_ASim_Dns_InfobloxNIOS,Dns,0.1.3,source,DNS activity ASIM parser for Infoblox NIOS,0.6.1,Dec 11 2022,Infoblox NIOS,This ASIM parser supports normalizing Infoblox NIOS DNS logs to the ASIM Dns normalized schema.,Syslog,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsInfobloxNIOS.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsInfobloxNIOS.yaml
ASimDnsMicrosoftNXlog,_ASim_Dns_MicrosoftNXlog,Dns,0.1.7,source,DNS activity ASIM parser for Microsoft DNS logs collected using NXlog,0.5.0,Sep 06 2023,MS DNS Events,"This ASIM parser supports normalizing Microsoft DNS logs, collected using NXlog, to the ASIM Dns normalized schema.",NXLog_DNS_Server_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM);[Resource Record (RR) TYPEs](https://www.iana.org/assignments/dns-parameters/dns-parameters.xhtml),Parsers\ASimDns\Parsers\ASimDnsMicrosoftNXlog.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsMicrosoftNXlog.yaml
ASimDnsMicrosoftOMS,_ASim_Dns_MicrosoftOMS,Dns,0.1.3,source,DNS activity ASIM parser for Windows DNS log collected using the Log Analytics agent,0.4,Dec 11 2022,MS DNS Events,"This ASIM parser supports normalizing Windows DNS logs, collected using the Log Analytics agent, to the ASIM Dns normalized schema.",DnsEvents,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsMicrosoftOMS.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsMicrosoftOMS.yaml
ASimDnsMicrosoftSysmon,_ASim_Dns_MicrosoftSysmon,Dns,0.1.7,source,DNS activity ASIM parser for Sysmon for Windows,0.5.1,"Jul 19, 2024",Microsoft Windows Events Sysmon,This ASIM parser supports normalizing Sysmon for Windows DNS logs (event number 22) logs ingested in 'Event' table  to the ASIM Dns normalized schema.,Event,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsMicrosoftSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsMicrosoftSysmon.yaml
ASimDnsMicrosoftSysmonWindowsEvent,_ASim_Dns_MicrosoftSysmonWindowsEvent,Dns,0.1.7,source,DNS activity ASIM parser for Sysmon for Windows,0.5.1,"Jul 19, 2024",Microsoft Windows Events Sysmon,This ASIM parser supports normalizing Sysmon for Windows DNS logs (event number 22) logs ingested in 'Event' table to the ASIM Dns normalized schema.,WindowsEvent,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsMicrosoftSysmonWindowsEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsMicrosoftSysmonWindowsEvent.yaml
ASimDnsNative,_ASim_Dns_Native,Dns,0.1.3,source,DNS activity ASIM parser for Microsoft Sentinel native DNS table,0.6.1,March 01 2023,Native,"This ASIM parser supports normalizing the native Microsoft Sentinel DNS table (ASimDnsActivityLogs) to the ASIM DNS activity normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimDnsActivityLogs,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsNative.yaml
ASimDnsSentinelOne,_ASim_Dns_SentinelOne,Dns,0.1.7,source,DNS activity ASIM parser for SentinelOne,0.1.0,Jun 28 2023,SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM DNS normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",SentinelOne_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM);[SentinelOne Documentation](https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview),Parsers\ASimDns\Parsers\ASimDnsSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsSentinelOne.yaml
ASimDnsVectraAI,_ASim_Dns_VectraAI,Dns,0.1.3,source,DNS ASIM parser for Vectra AI Steams,0.1.1,Dec 26 2022,Vectra AI Streams,This ASIM parser supports normalizing Vectra AI Steams logs to the ASIM DNS normalized schema.,VectraStream_CL,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsVectraAI.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsVectraAI.yaml
ASimDnsZscalerZIA,_ASim_Dns_ZscalerZIA,Dns,0.1.3,source,DNS activity ASIM parser for Zscaler ZIA,0.6,Feb 19 2023,Zscaler ZIA DNS,This ASIM parser supports normalizing Zscaler ZIA DNS logs to the ASIM Dns normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM DNS Schema](https://aka.ms/ASimDnsDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimDns\Parsers\ASimDnsZscalerZIA.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimDns/Parsers/ASimDnsZscalerZIA.yaml
