schema,schema_type,field_name,field_class,physical_type,logical_type,entity,role,field_group,source,aliased_field,allowed_values,conditional_on,description,example,note,doc_url,section_title,original_description,in_tester,tester_class,tester_type,tester_logical_type,tester_allowed_values,tester_aliased,in_physical_table,physical_table_type,physical_table_names
Authentication,event,EventOwner,Optional,string,,,,common,CommonFieldsRef,,,,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The owner of the event, which is usually the department or subsidiary in which it was generated.",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventProduct,Mandatory,string,,,,common,CommonFieldsRef,,,,The product generating the event. The value should be one of the values listed in Vendors and Products.,Sysmon,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`,True,,,Enumerated,Service Cloud|Auth0|CloudTrail|AAD|ASA|Microsoft Defender for IoT|ISE|M365 Defender for Endpoint|Meraki|Security Events|Okta|PostgreSQL|OpenSSH|su|sudo|Vectra XDR|SentinelOne|WAF|FalconHost|Carbon Black Cloud|Cortex Data Lake|Workspace|Core,,True,,ASimAuthenticationEventLogs
Authentication,event,EventProductVersion,Optional,string,,,,common,CommonFieldsRef,,,,The version of the product generating the event.,12.1,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The version of the product generating the event. <br><br>Example: `12.1`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventReportUrl,Optional,string,URL,,,common,CommonFieldsRef,,,,A URL provided in the event for a resource that provides more information about the event.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,A URL provided in the event for a resource that provides more information about the event.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventResult,Mandatory,string,Enumerated,,,common,CommonFieldsRef,,Success|Partial|Failure|NA,,"The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the EventResultDetails field, which should be analyzed to derive the EventResult value.",Success,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.<br><br>Example: `Success`",True,,,,Success|Failure|Partial|NA,,True,,ASimAuthenticationEventLogs
Authentication,event,EventResultDetails,Recommended,string,Enumerated,,,common,SchemaDoc,,No such user or password|No such user|Incorrect password|Incorrect key|Account expired|Password expired|User locked|User disabled|Logon violates policy|Session expired|Other,,"The details associated with the event result. This field is typically populated when the result is a failure.<br>Allowed values include: <br> - `No such user or password`. This value should be used also when the original event reports that there is no such user, without reference to a password.<br> - `No such user`<br> - `Incorrect password`<br> - `Incorrect key`<br>-	`Account expired`<br>-	`Password expired`<br>-	`User locked`<br>-	`User disabled`<br> - `Logon violates policy`. This value should be used when the original event reports","MFA required, log on outside of working hours, conditional access restrictions, or too frequent attempts. - Session expired - Other The value may be provided in the source record using different terms, which should be normalized to these values. The original value should be stored in the field [EventOriginalResultDetails](normalization-common-fields.md#eventoriginalresultdetails)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Common fields with specific guidelines,"The details associated with the event result. This field is typically populated when the result is a failure.<br><br>Allowed values include: <br> - `No such user or password`. This value should be used also when the original event reports that there is no such user, without reference to a password.<br> - `No such user`<br> - `Incorrect password`<br> - `Incorrect key`<br>-	`Account expired`<br>-	`Password expired`<br>-	`User locked`<br>-	`User disabled`<br> - `Logon violates policy`. This value should be used when the original event reports, for example: MFA required, log on outside of working hours, conditional access restrictions, or too frequent attempts.<br>-	`Session expired`<br>-	`Other`<br><br>The value may be provided in the source record using different terms, which should be normalized to these values. The original value should be stored in the field [EventOriginalResultDetails](normalization-common-fields.md#eventoriginalresultdetails)",True,,,,No such user or password|Incorrect password|Account expired|Password expired|User locked|User disabled|Logon violates policy|Session expired|No such user|Incorrect key|MFA not satisfied|Other,,True,,ASimAuthenticationEventLogs
Authentication,event,EventSchema,Mandatory,string,Enumerated,,,common,SchemaDoc,,Authentication,,The name of the schema documented here is **Authentication**,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Common fields with specific guidelines,The name of the schema documented here is **Authentication**.,True,,,,,,,,
Authentication,event,EventSchemaVersion,Mandatory,string,SchemaVersion,,,common,SchemaDoc,,,,The version of the schema. The version of the schema documented here is `0.1.4`,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Common fields with specific guidelines,The version of the schema. The version of the schema documented here is `0.1.4`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventSeverity,Recommended,string,Enumerated,,,common,CommonFieldsRef,,Informational|Low|Medium|High,,The severity of the event,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`.",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventStartTime,Mandatory,datetime,,,,common,CommonFieldsRef,,,,"The time when the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the TimeGenerated field",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The time when the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventSubType,Optional,string,Enumerated,,,common,SchemaDoc,,System|Interactive|RemoteInteractive|Service|RemoteService|Remote|AssumeRole|Elevate,,"The sign-in type. Allowed values include:<br> - `System`<br> - `Interactive`<br> - `RemoteInteractive`<br> - `Service`<br> - `RemoteService`<br> - `Remote` - Use when the type of remote sign-in is unknown.<br> - `AssumeRole` - Typically used when the event type is `Elevate`. <br>The value may be provided in the source record using different terms, which should be normalized to these values. The original value should be stored in the field EventOriginalSubType",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Common fields with specific guidelines,"The sign-in type. Allowed values include:<br> - `System`<br> - `Interactive`<br> - `RemoteInteractive`<br> - `Service`<br> - `RemoteService`<br> - `Remote` - Use when the type of remote sign-in is unknown.<br> - `AssumeRole` - Typically used when the event type is `Elevate`. <br><br>The value may be provided in the source record using different terms, which should be normalized to these values. The original value should be stored in the field [EventOriginalSubType](normalization-common-fields.md#eventoriginalsubtype).",True,,,,System|Interactive|RemoteInteractive|Service|RemoteService|Remote|AssumeRole,,True,,ASimAuthenticationEventLogs
Authentication,event,EventType,Mandatory,string,Enumerated,,,common,SchemaDoc,,Logon|Logoff|Elevate,,Describes the operation reported by the record. <br>For Authentication records,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Common fields with specific guidelines,"Describes the operation reported by the record. <br><br>For Authentication records, supported values include: <br>- `Logon` <br>- `Logoff`<br>- `Elevate`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,EventUid,Recommended,string,,,,common,CommonFieldsRef,,,,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",True,,,,,,,,
Authentication,event,EventVendor,Mandatory,string,,,,common,CommonFieldsRef,,,,The vendor of the product generating the event. The value should be one of the values listed in Vendors and Products.,Microsoft,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Microsoft`  <br><br>,True,,,Enumerated,Salesforce|AWS|Barracuda|Cisco|Microsoft|Okta|PostgreSQL|OpenBSD|Linux|Vectra|SentinelOne|CrowdStrike|VMware|Google|Illumio,,True,,ASimAuthenticationEventLogs
Authentication,event,HttpUserAgent,Optional,string,,application,acting,entity,SchemaDoc,,,,"When authentication is performed over HTTP or HTTPS, this field's value is the user_agent HTTP header provided by the acting application when performing the authentication.<br><br>For","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Acting Application fields,"When authentication is performed over HTTP or HTTPS, this field's value is the user_agent HTTP header provided by the acting application when performing the authentication.<br><br>For example: `Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,IpAddr,Alias,,,device,src,entity,SchemaDoc,SrcIpAddr,,,,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,Alias to [SrcIpAddr](#srcipaddr),True,,string,IP Address,,SrcIpAddr,,,
Authentication,event,LogonMethod,Optional,string,,,,schema,SchemaDoc,,Managed Identity|Service Principal|Username & Password|Multi factor authentication|Passwordless|PKI|PAM|Other,,"The method used to perform authentication. Allowed values include: `Managed Identity`, `Service Principal`, `Username & Password`, `Multi factor authentication`, `Passwordless`, `PKI`, `PAM`, and `Other`.",Managed Identity,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Authentication-specific fields,"The method used to perform authentication. Allowed values include: `Managed Identity`, `Service Principal`, `Username & Password`, `Multi factor authentication`, `Passwordless`, `PKI`, `PAM`, and `Other`. <br><br>Examples: `Managed Identity`",True,,,Enumerated,,,True,,ASimAuthenticationEventLogs
Authentication,event,LogonProtocol,Optional,string,,,,schema,SchemaDoc,,,,The protocol used to perform authentication.,NTLM,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Authentication-specific fields,The protocol used to perform authentication. <br><br>Example: `NTLM`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,LogonTarget,Alias,,,application,target,entity,SchemaDoc,TargetAppName|TargetUrl|TargetHostname,,,"Alias to either TargetAppName, TargetUrl, or TargetHostname, whichever field best describes the authentication target",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target application fields,"Alias to either [TargetAppName](#targetappname), [TargetUrl](#targeturl), or [TargetHostname](#targethostname), whichever field best describes the authentication target.",True,Optional,string,,,,,,
Authentication,event,Rule,Alias,string,,,,inspection,SchemaDoc,RuleName|RuleNumber,,,"Either the value of RuleName or the value of RuleNumber. If the value of RuleNumber is used, the type should be converted to string",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Inspection fields,"Either the value of [RuleName](#rulename) or the value of [RuleNumber](#rulenumber). If the value of [RuleNumber](#rulenumber) is used, the type should be converted to string.",True,,,,,RuleName,,,
Authentication,event,RuleName,Optional,string,,,,inspection,SchemaDoc,,,,The name or ID of the rule by associated with the inspection results.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Inspection fields,The name or ID of the rule by associated with the inspection results.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,RuleNumber,Optional,int,,,,inspection,SchemaDoc,,,,The number of the rule associated with the inspection results.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Inspection fields,The number of the rule associated with the inspection results.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,Src,Recommended,string,,device,src,entity,SchemaDoc,SrcDvcId|SrcHostname|SrcIpAddr,,,"A unique identifier of the source device. <br>This field may alias the SrcDvcId, SrcHostname, or SrcIpAddr fields.",192.168.12.1,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"A unique identifier of the source device. <br><br>This field may alias the [SrcDvcId](#srcdvcid), [SrcHostname](#srchostname), or [SrcIpAddr](#srcipaddr) fields. <br><br>Example: `192.168.12.1`",True,,,,,,,,
Authentication,event,SrcDescription,Optional,string,,device,src,entity,SchemaDoc,,,,A descriptive text associated with the device.,Primary Domain Controller,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,A descriptive text associated with the device. For example: `Primary Domain Controller`.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDeviceType,Optional,string,DeviceType,device,src,entity,SchemaDoc,,Computer|Mobile Device|IOT Device|Other,,The type of the source device. For a list of allowed values and further information refer to DeviceType in the Schema Overview article.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The type of the source device. For a list of allowed values and further information refer to [DeviceType](normalization-about-schemas.md#devicetype) in the [Schema Overview article](normalization-about-schemas.md).,True,,,Enumerated,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDomain,Optional,string,Domain,device,src,entity,SchemaDoc,,,,The domain of the source device.,Contoso,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The domain of the source device.<br><br>Example: `Contoso`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDomainType,Conditional,string,DomainType,device,src,entity,SchemaDoc,,FQDN|Windows,SrcDomain,The type of SrcDomain. For a list of allowed values and further information refer to DomainType in the Schema Overview article.<br><br>Required if SrcDomain is used.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The type of [SrcDomain](#srcdomain). For a list of allowed values and further information refer to [DomainType](normalization-entity-device.md#domaintype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>Required if [SrcDomain](#srcdomain) is used.,True,,,Enumerated,Windows|FQDN|ResourceGroup,SrcDomain,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcAction,Optional,string,,device,src,,EntityExtension,,,,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcAwsVpcId,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcAzureResourceId,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcId,Optional,string,,device,src,entity,SchemaDoc,,,,"The ID of the source device. If multiple IDs are available, use the most important one, and store the others in the fields `SrcDvc<DvcIdType>`.",ac7e9755-8eae-4ffc-8a02-50ed7a2216c3,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"The ID of the source device. If multiple IDs are available, use the most important one, and store the others in the fields `SrcDvc<DvcIdType>`.<br><br>Example: `ac7e9755-8eae-4ffc-8a02-50ed7a2216c3`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcIdType,Conditional,string,DvcIdType,device,src,entity,SchemaDoc,,MDEid|AzureResourceId|MD4IoTid|VMConnectionId|AwsVpcId|VectraId|Other,SrcDvcId,The type of SrcDvcId. For a list of allowed values and further information refer to DvcIdType in the Schema Overview article.,,This field is required if SrcDvcId is used.,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The type of [SrcDvcId](#srcdvcid). For a list of allowed values and further information refer to [DvcIdType](normalization-entity-device.md#dvcidtype) in the [Schema Overview article](normalization-about-schemas.md). <br><br>**Note**: This field is required if [SrcDvcId](#srcdvcid) is used.,True,,,Enumerated,AzureResourceId|MDEid|MD4IoTid|VMConnectionId|AwsVpcId|VectraId|ForcepointId|AppGateId|Other,SrcDvcId,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcMD4IoTid,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcMDEid,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcOriginalAction,Optional,string,,device,src,,EntityExtension,,,,The original DvcAction as provided by the reporting device.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcOs,Optional,string,,device,src,entity,SchemaDoc,,,,The OS of the source device.,Windows 10,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The OS of the source device. <br><br>Example: `Windows 10`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcOsVersion,Optional,string,,device,src,,EntityExtension,,,,The version of the operating system on the device on which the event occurred or which reported the event.,10,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcScope,Optional,string,,device,src,entity,SchemaDoc,,,,The cloud platform scope the device belongs to. **SrcDvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The cloud platform scope the device belongs to. **SrcDvcScope** map to a subscription ID on Azure and to an account ID on AWS.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcScopeId,Optional,string,,device,src,entity,SchemaDoc,,,,The cloud platform scope ID the device belongs to. **SrcDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The cloud platform scope ID the device belongs to. **SrcDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcDvcVMConnectionId,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcDvcVectraId,Optional,string,,device,src,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcFQDN,Optional,string,FQDN,device,src,entity,SchemaDoc,,,,"The source device hostname, including domain information when available.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The SrcDomainType field reflects the format used.,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"The source device hostname, including domain information when available. <br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The [SrcDomainType](#srcdomaintype) field reflects the format used. <br><br>Example: `Contoso\DESKTOP-1282V4D`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcGeoCity,Optional,string,City,device,src,entity,SchemaDoc,,,,,"Montreal For more information, see [Logical types](normalization-about-schemas.md#logical-types)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"Example: `Montreal` <br><br>For more information, see [Logical types](normalization-about-schemas.md#logical-types).",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcGeoCountry,Optional,string,Country,device,src,entity,SchemaDoc,,,,,"Canada For more information, see [Logical types](normalization-about-schemas.md#logical-types)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"Example: `Canada` <br><br>For more information, see [Logical types](normalization-about-schemas.md#logical-types).",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcGeoLatitude,Optional,real,Latitude,device,src,entity,SchemaDoc,,,,,"45.505918 For more information, see [Logical types](normalization-about-schemas.md#logical-types)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"Example: `45.505918` <br><br>For more information, see [Logical types](normalization-about-schemas.md#logical-types).",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcGeoLongitude,Optional,real,Longitude,device,src,entity,SchemaDoc,,,,,"-73.614830 For more information, see [Logical types](normalization-about-schemas.md#logical-types)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"Example: `-73.614830` <br><br>For more information, see [Logical types](normalization-about-schemas.md#logical-types).",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcGeoRegion,Optional,string,Region,device,src,entity,SchemaDoc,,,,,"Quebec For more information, see [Logical types](normalization-about-schemas.md#logical-types)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"Example: `Quebec` <br><br>For more information, see [Logical types](normalization-about-schemas.md#logical-types).",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcHostname,Optional,string,Hostname,device,src,entity,SchemaDoc,,,,"The source device hostname, excluding domain information. If no device name is available, store the relevant IP address in this field.",DESKTOP-1282V4D,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"The source device hostname, excluding domain information. If no device name is available, store the relevant IP address in this field. <br><br>Example: `DESKTOP-1282V4D`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcInterface,Optional,string,,device,src,,EntityExtension,,,,The network interface on which data was captured. This field is  typically relevant to network related activity captured by an intermediate or tap device.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcIpAddr,Recommended,string,IP Address,device,src,entity,SchemaDoc,,,,The IP address of the source device.,2.2.2.2,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The IP address of the source device. <br><br>Example: `2.2.2.2`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcIsp,Optional,string,,device,src,entity,SchemaDoc,,,,The Internet Service Provider (ISP) used by the source device to connect to the internet.,corpconnect,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The Internet Service Provider (ISP) used by the source device to connect to the internet. <br><br>Example: `corpconnect`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcMacAddr,Optional,string,MAC,device,src,,EntityExtension,,,,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,SrcOriginalRiskLevel,Optional,string,,device,src,entity,SchemaDoc,,,,"The risk level associated with the source, as reported by the reporting device.",Suspicious,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"The risk level associated with the source, as reported by the reporting device. <br><br>Example: `Suspicious`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcPortNumber,Optional,int,,device,src,entity,SchemaDoc,,,,The IP port from which the connection originated.,2335,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,The IP port from which the connection originated.<br><br>Example: `2335`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcRiskLevel,Optional,int,,device,src,entity,SchemaDoc,,,,"The risk level associated with the source. The value should be adjusted to a range of `0` to `100`, with `0` for benign and `100` for a high risk.",90,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Source system fields,"The risk level associated with the source. The value should be adjusted to a range of `0` to `100`, with `0` for benign and `100` for a high risk.<br><br>Example: `90`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,SrcZone,Optional,string,,device,src,,EntityExtension,,,,"The network on which the event occurred or which reported the event, depending on the schema. The reporting device defines the zone.",Dmz,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,TargetAppId,Optional,string,,application,target,entity,SchemaDoc,,,,"The ID of the application to which the authorization is required, often assigned by the reporting device.",89162,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target application fields,"The ID of the application to which the authorization is required, often assigned by the reporting device. <br><br>Example: `89162`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,TargetAppName,Optional,string,,application,target,entity,SchemaDoc,,,,"The name of the application to which the authorization is required, including a service, a URL, or a SaaS application.",Saleforce,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target application fields,"The name of the application to which the authorization is required, including a service, a URL, or a SaaS application. <br><br>Example: `Saleforce`",True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,TargetAppType,Conditional,string,AppType,application,target,entity,SchemaDoc,,,,"The type of the application authorizing on behalf of the Actor. For more information, and allowed list of values, see AppType in the Schema Overview article.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target application fields,"The type of the application authorizing on behalf of the Actor. For more information, and allowed list of values, see [AppType](normalization-about-schemas.md#apptype) in the [Schema Overview article](normalization-about-schemas.md).",True,,,Enumerated,Process|Service|Resource|URL|SaaS application|Other,TargetAppName,True,,ASimAuthenticationEventLogs
Authentication,event,TargetDNUsername,Optional,string,,user,target,,EntityExtension,,,,"Fields used to store additional usernames, if the original event includes multiple usernames. Select the username most associated with the event as the primary username stored in Username.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-user,,,True,,,,,,,,
Authentication,event,TargetDescription,Optional,string,,device,target,entity,SchemaDoc,,,,A descriptive text associated with the device.,Primary Domain Controller,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target system fields,A descriptive text associated with the device. For example: `Primary Domain Controller`.,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,TargetDeviceType,Optional,string,DeviceType,device,target,entity,SchemaDoc,,Computer|Mobile Device|IOT Device|Other,,The type of the target device.  For a list of allowed values and further information refer to DeviceType in the Schema Overview article.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target system fields,The type of the target device.  For a list of allowed values and further information refer to [DeviceType](normalization-about-schemas.md#devicetype) in the [Schema Overview article](normalization-about-schemas.md).,True,,,Enumerated,,,True,,ASimAuthenticationEventLogs
Authentication,event,TargetDomain,Recommended,string,Domain,device,target,entity,SchemaDoc,,,,The domain of the target device.,Contoso,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target system fields,The domain of the target device.<br><br>Example: `Contoso`,True,,,,,,True,,ASimAuthenticationEventLogs
Authentication,event,TargetDomainType,Conditional,string,DomainType,device,target,entity,SchemaDoc,,FQDN|Windows,TargetDomain,The type of TargetDomain. For a list of allowed values and further information refer to DomainType in the Schema Overview article.<br><br>Required if TargetDomain is used.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-authentication,Target system fields,The type of [TargetDomain](#targetdomain). For a list of allowed values and further information refer to [DomainType](normalization-entity-device.md#domaintype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>Required if [TargetDomain](#targetdomain) is used.,True,,,Enumerated,Windows|FQDN|ResourceGroup,TargetDomain,True,,ASimAuthenticationEventLogs
Authentication,event,TargetDvcAction,Optional,string,,device,target,,EntityExtension,,,,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
Authentication,event,TargetDvcAwsVpcId,Optional,string,,device,target,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
