Start Time,Log Source,Event Name,Low Level Category,Modified Payload
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.841 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.841 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.886 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.945 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.909 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.909 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.218.5.144 named[23239]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.955 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -A
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.991 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA - (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:58 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DCV (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.218.5.144 named[23239]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'dow.jp/MX/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.819 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.771 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:58 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'dfs.asia/MX/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.780 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 144.67.41.6,Transfer Connected,DNS Opened,<190>Jun 30 16:15:58 144.67.41.6 named[21925]: transfer of '198.163.in-addr.arpa/IN/1' from 10.209.5.78#53: connected using 144.67.41.6#37345 TSIG dhcp_updater1
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.780 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query (cache) '182.110.120.167.in-addr.arpa/PTR/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DV (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.590 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE vpn-us529.bsnconnect.com. 14400 IN CNAME vpn-us52901.bsnconnect.com.; vpn-us52901.bsnconnect.com. 14400 IN A 204.136.203.7;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.721 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE www.dow.com. 600 IN CNAME prod.dow.com.edgekey.net.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DV (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.697 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE dowcmg.dow.com. 600 IN CNAME dowcmg.cloudapp.net.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DV (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN PTR -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,DNS Key record query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.615 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN DNSKEY response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.722 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE www.dow.com. 600 IN CNAME prod.dow.com.edgekey.net.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.732 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query (cache) 'dfs.asia/MX/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.635 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE myoffice.bsnconnect.com. 14400 IN CNAME bsnconnect.sharepoint.com.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.790 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN PTR response: REFUSED -E
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.723 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Query Denied,DNS Denied,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query (cache) '202.250.136.204.in-addr.arpa/PTR/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,DNS Key record query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN DNSKEY -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: 30-Jun-2022 16:15:58.694 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE dowcmg.dow.com. 600 IN CNAME dowcmg.cloudapp.net.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: 30-Jun-2022 16:15:58.721 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE myoffice.bsnconnect.com. 14400 IN CNAME bsnconnect.sharepoint.com.;
"Jun 30, 2022, 4:15:58 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)D (204.136.182.42)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:58 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.218.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.218.5.144 named[23239]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.22.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.218.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.218.5.87 named[25854]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:58 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.11)
"Jun 30, 2022, 4:15:58 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:58 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
