missing_from,connector_title,connector_id,solution_name,solution_publish_date,collection_method,learn_slug,learn_url,learn_table_count,learn_tables,tried_slugs,sentinelninja_url,generated_at
learn,Miro Content Logs (Enterprise Plan + Enterprise Guard),MiroContentLogsDataConnector,Miro,2026-01-08,CCF,,,,,miro-content-logs-enterprise-plan-enterprise-guard | miro-content-logs-enterprise-plan--enterprise-guard | mirocontentlogsenterpriseplanenterpriseguard | miro-content-logs-enterprise-plan-enterprise-guard-using-azure-functions | miro-content-logs-enterprise-plan-enterprise-guard-using-azure-function | miro-content-logs-enterprise-plan-enterprise-guard-via-codeless-connector-framework | miro-content-logs-enterprise-plan-enterprise-guard-via-legacy-agent | miro-content-logs-enterprise-plan-enterprise-guard-polling-ccf | miro-content-logs-enterprise-plan-enterprise-guard-polling-ccp | miro-content-logs-enterprise-plan-enterprise-guard-via-ama | miro-content-logs-enterprise-plan-enterprise-guard-ccf | miro-content-logs-enterprise-plan-enterprise-guard-ccp | miro-content-logs-enterprise-plan-enterprise-guard-preview | miro-content-logs-enterprise-plan-enterprise-guard-standalone | miro-content-logs | mirocontentlogs | miro-content-logs-using-azure-functions | miro-content-logs-using-azure-function | miro-content-logs-via-codeless-connector-framework | miro-content-logs-via-legacy-agent | miro-content-logs-polling-ccf | miro-content-logs-polling-ccp | miro-content-logs-via-ama | miro-content-logs-ccf | miro-content-logs-ccp | miro-content-logs-preview | miro-content-logs-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/mirocontentlogsdataconnector.html,2026-05-22 06:59 UTC
learn,Morphisec API Data Connector (via Codeless Connector Framework),MorphisecCCF,Morphisec,2025-12-13,CCF,,,,,morphisec-api-data-connector-via-codeless-connector-framework | morphisecapidataconnectorviacodelessconnectorframework | morphisec-api-data-connector-using-azure-functions | morphisec-api-data-connector-using-azure-function | morphisec-api-data-connector-via-legacy-agent | morphisec-api-data-connector-polling-ccf | morphisec-api-data-connector-polling-ccp | morphisec-api-data-connector-via-ama | morphisec-api-data-connector-ccf | morphisec-api-data-connector-ccp | morphisec-api-data-connector-preview | morphisec-api-data-connector-standalone | morphisec-api-data-connector | morphisecapidataconnector,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/morphisecccf.html,2026-05-22 06:59 UTC
learn,Netclean ProActive Incidents,Netclean_ProActive_Incidents,NetClean ProActive,2022-06-30,REST Pull API,,,,,netclean-proactive-incidents | netcleanproactiveincidents | netclean-proactive-incidents-using-azure-functions | netclean-proactive-incidents-using-azure-function | netclean-proactive-incidents-via-codeless-connector-framework | netclean-proactive-incidents-via-legacy-agent | netclean-proactive-incidents-polling-ccf | netclean-proactive-incidents-polling-ccp | netclean-proactive-incidents-via-ama | netclean-proactive-incidents-ccf | netclean-proactive-incidents-ccp | netclean-proactive-incidents-preview | netclean-proactive-incidents-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/netclean_proactive_incidents.html,2026-05-22 06:59 UTC
learn,Netskope,Netskope,Netskope,2025-12-13,Azure Function,,,,,netskope | netskope-using-azure-functions | netskope-using-azure-function | netskope-via-codeless-connector-framework | netskope-via-legacy-agent | netskope-polling-ccf | netskope-polling-ccp | netskope-via-ama | netskope-ccf | netskope-ccp | netskope-preview | netskope-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/netskope.html,2026-05-22 06:59 UTC
learn,Noname Security for Microsoft Sentinel,NonameSecurityMicrosoftSentinel,Noname API Security Solution for Microsoft Sentinel,2022-12-01,REST Pull API,,,,,noname-security-for-microsoft-sentinel | nonamesecurityformicrosoftsentinel | noname-security-for-microsoft-sentinel-using-azure-functions | noname-security-for-microsoft-sentinel-using-azure-function | noname-security-for-microsoft-sentinel-via-codeless-connector-framework | noname-security-for-microsoft-sentinel-via-legacy-agent | noname-security-for-microsoft-sentinel-polling-ccf | noname-security-for-microsoft-sentinel-polling-ccp | noname-security-for-microsoft-sentinel-via-ama | noname-security-for-microsoft-sentinel-ccf | noname-security-for-microsoft-sentinel-ccp | noname-security-for-microsoft-sentinel-preview | noname-security-for-microsoft-sentinel-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/nonamesecuritymicrosoftsentinel.html,2026-05-22 06:59 UTC
learn,One Identity Safeguard,OneIdentity,OneIdentity,2022-05-02,AMA,,,,,one-identity-safeguard | oneidentitysafeguard | one-identity-safeguard-using-azure-functions | one-identity-safeguard-using-azure-function | one-identity-safeguard-via-codeless-connector-framework | one-identity-safeguard-via-legacy-agent | one-identity-safeguard-polling-ccf | one-identity-safeguard-polling-ccp | one-identity-safeguard-via-ama | one-identity-safeguard-ccf | one-identity-safeguard-ccp | one-identity-safeguard-preview | one-identity-safeguard-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/oneidentity.html,2026-05-22 06:59 UTC
learn,Oracle Cloud Infrastructure (via CCP) – Preview,OCI-Connector-CCP-Definition,Oracle Cloud Infrastructure,2026-02-11,CCF,,,,,oracle-cloud-infrastructure-via-ccp-preview | oracle-cloud-infrastructure-via-ccp--preview | oraclecloudinfrastructureviaccppreview | oracle-cloud-infrastructure-via-using-azure-functions | oracle-cloud-infrastructure-via-using-azure-function | oracle-cloud-infrastructure-via-via-codeless-connector-framework | oracle-cloud-infrastructure-via-via-legacy-agent | oracle-cloud-infrastructure-via-polling-ccf | oracle-cloud-infrastructure-via-polling-ccp | oracle-cloud-infrastructure-via-via-ama | oracle-cloud-infrastructure-via-ccf | oracle-cloud-infrastructure-via-ccp | oracle-cloud-infrastructure-via-preview | oracle-cloud-infrastructure-via-standalone | oracle-cloud-infrastructure-via | oraclecloudinfrastructurevia,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/oci-connector-ccp-definition.html,2026-05-22 06:59 UTC
learn,Red Canary Threat Detection,RedCanaryDataConnector,Red Canary,2022-03-04,REST Pull API,,,,,red-canary-threat-detection | redcanarythreatdetection | red-canary-threat-detection-using-azure-functions | red-canary-threat-detection-using-azure-function | red-canary-threat-detection-via-codeless-connector-framework | red-canary-threat-detection-via-legacy-agent | red-canary-threat-detection-polling-ccf | red-canary-threat-detection-polling-ccp | red-canary-threat-detection-via-ama | red-canary-threat-detection-ccf | red-canary-threat-detection-ccp | red-canary-threat-detection-preview | red-canary-threat-detection-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/redcanarydataconnector.html,2026-05-22 06:59 UTC
learn,Rubrik Security Cloud Protection Status (using Codeless Connector Framework),RubrikProtectionStatus,RubrikSecurityCloud,2026-02-19,CCF,,,,,rubrik-security-cloud-protection-status-using-codeless-connector-framework | rubriksecuritycloudprotectionstatususingcodelessconnectorframework | rubrik-security-cloud-protection-status-using-codeless-connector-framework-using-azure-functions | rubrik-security-cloud-protection-status-using-codeless-connector-framework-using-azure-function | rubrik-security-cloud-protection-status-using-codeless-connector-framework-via-codeless-connector-framework | rubrik-security-cloud-protection-status-using-codeless-connector-framework-via-legacy-agent | rubrik-security-cloud-protection-status-using-codeless-connector-framework-polling-ccf | rubrik-security-cloud-protection-status-using-codeless-connector-framework-polling-ccp | rubrik-security-cloud-protection-status-using-codeless-connector-framework-via-ama | rubrik-security-cloud-protection-status-using-codeless-connector-framework-ccf | rubrik-security-cloud-protection-status-using-codeless-connector-framework-ccp | rubrik-security-cloud-protection-status-using-codeless-connector-framework-preview | rubrik-security-cloud-protection-status-using-codeless-connector-framework-standalone | rubrik-security-cloud-protection-status | rubriksecuritycloudprotectionstatus | rubrik-security-cloud-protection-status-using-azure-functions | rubrik-security-cloud-protection-status-using-azure-function | rubrik-security-cloud-protection-status-via-codeless-connector-framework | rubrik-security-cloud-protection-status-via-legacy-agent | rubrik-security-cloud-protection-status-polling-ccf | rubrik-security-cloud-protection-status-polling-ccp | rubrik-security-cloud-protection-status-via-ama | rubrik-security-cloud-protection-status-ccf | rubrik-security-cloud-protection-status-ccp | rubrik-security-cloud-protection-status-preview | rubrik-security-cloud-protection-status-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/rubrikprotectionstatus.html,2026-05-22 06:59 UTC
learn,Salesforce Audit Logs (via Codeless Connector Framework),SalesforceAuditLogsConnector,Salesforce Service Cloud,2026-01-27,CCF,,,,,salesforce-audit-logs-via-codeless-connector-framework | salesforceauditlogsviacodelessconnectorframework | salesforce-activity-logs-via-codeless-connector-framework | salesforceactivitylogsviacodelessconnectorframework | salesforce-events-logs-via-codeless-connector-framework | salesforceeventslogsviacodelessconnectorframework | salesforce-event-logs-via-codeless-connector-framework | salesforceeventlogsviacodelessconnectorframework | salesforce-activities-logs-via-codeless-connector-framework | salesforceactivitieslogsviacodelessconnectorframework | salesforce-audit-logs-using-azure-functions | salesforce-audit-logs-using-azure-function | salesforce-audit-logs-via-legacy-agent | salesforce-audit-logs-polling-ccf | salesforce-audit-logs-polling-ccp | salesforce-audit-logs-via-ama | salesforce-audit-logs-ccf | salesforce-audit-logs-ccp | salesforce-audit-logs-preview | salesforce-audit-logs-standalone | salesforce-audit-logs | salesforceauditlogs | salesforce-activity-logs | salesforceactivitylogs | salesforce-events-logs | salesforceeventslogs | salesforce-event-logs | salesforceeventlogs | salesforce-activities-logs | salesforceactivitieslogs,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/salesforceauditlogsconnector.html,2026-05-22 06:59 UTC
learn,SecurityBridge Threat Detection for SAP,SecurityBridgeSAP,SecurityBridge App,2025-12-13,AMA,,,,,securitybridge-threat-detection-for-sap | securitybridgethreatdetectionforsap | securitybridge-threat-detection-for-sap-using-azure-functions | securitybridge-threat-detection-for-sap-using-azure-function | securitybridge-threat-detection-for-sap-via-codeless-connector-framework | securitybridge-threat-detection-for-sap-via-legacy-agent | securitybridge-threat-detection-for-sap-polling-ccf | securitybridge-threat-detection-for-sap-polling-ccp | securitybridge-threat-detection-for-sap-via-ama | securitybridge-threat-detection-for-sap-ccf | securitybridge-threat-detection-for-sap-ccp | securitybridge-threat-detection-for-sap-preview | securitybridge-threat-detection-for-sap-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/securitybridgesap.html,2026-05-22 06:59 UTC
learn,SecurityScorecard Cybersecurity Ratings,SecurityScorecardRatingsAzureFunctions,SecurityScorecard Cybersecurity Ratings,2022-10-01,Azure Function,,,,,securityscorecard-cybersecurity-ratings | securityscorecardcybersecurityratings | securityscorecard-cybersecurity-ratings-using-azure-functions | securityscorecard-cybersecurity-ratings-using-azure-function | securityscorecard-cybersecurity-ratings-via-codeless-connector-framework | securityscorecard-cybersecurity-ratings-via-legacy-agent | securityscorecard-cybersecurity-ratings-polling-ccf | securityscorecard-cybersecurity-ratings-polling-ccp | securityscorecard-cybersecurity-ratings-via-ama | securityscorecard-cybersecurity-ratings-ccf | securityscorecard-cybersecurity-ratings-ccp | securityscorecard-cybersecurity-ratings-preview | securityscorecard-cybersecurity-ratings-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/securityscorecardratingsazurefunctions.html,2026-05-22 06:59 UTC
learn,SecurityScorecard Factor,SecurityScorecardFactorAzureFunctions,SecurityScorecard Cybersecurity Ratings,2022-10-01,Azure Function,,,,,securityscorecard-factor | securityscorecardfactor | securityscorecard-factor-using-azure-functions | securityscorecard-factor-using-azure-function | securityscorecard-factor-via-codeless-connector-framework | securityscorecard-factor-via-legacy-agent | securityscorecard-factor-polling-ccf | securityscorecard-factor-polling-ccp | securityscorecard-factor-via-ama | securityscorecard-factor-ccf | securityscorecard-factor-ccp | securityscorecard-factor-preview | securityscorecard-factor-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/securityscorecardfactorazurefunctions.html,2026-05-22 06:59 UTC
learn,SecurityScorecard Issue,SecurityScorecardIssueAzureFunctions,SecurityScorecard Cybersecurity Ratings,2022-10-01,Azure Function,,,,,securityscorecard-issue | securityscorecardissue | securityscorecard-issue-using-azure-functions | securityscorecard-issue-using-azure-function | securityscorecard-issue-via-codeless-connector-framework | securityscorecard-issue-via-legacy-agent | securityscorecard-issue-polling-ccf | securityscorecard-issue-polling-ccp | securityscorecard-issue-via-ama | securityscorecard-issue-ccf | securityscorecard-issue-ccp | securityscorecard-issue-preview | securityscorecard-issue-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/securityscorecardissueazurefunctions.html,2026-05-22 06:59 UTC
learn,Semperis Directory Services Protector,SemperisDSP,Semperis Directory Services Protector,2021-10-18,AMA,,,,,semperis-directory-services-protector | semperisdirectoryservicesprotector | semperis-directory-services-protector-using-azure-functions | semperis-directory-services-protector-using-azure-function | semperis-directory-services-protector-via-codeless-connector-framework | semperis-directory-services-protector-via-legacy-agent | semperis-directory-services-protector-polling-ccf | semperis-directory-services-protector-polling-ccp | semperis-directory-services-protector-via-ama | semperis-directory-services-protector-ccf | semperis-directory-services-protector-ccp | semperis-directory-services-protector-preview | semperis-directory-services-protector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/semperisdsp.html,2026-05-22 06:59 UTC
learn,SenservaPro (Preview),SenservaPro,SenservaPro,2022-06-01,REST Pull API,,,,,senservapro-preview | senservapropreview | senservapro-using-azure-functions | senservapro-using-azure-function | senservapro-via-codeless-connector-framework | senservapro-via-legacy-agent | senservapro-polling-ccf | senservapro-polling-ccp | senservapro-via-ama | senservapro-ccf | senservapro-ccp | senservapro-standalone | senservapro,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/senservapro.html,2026-05-22 06:59 UTC
learn,SINEC Security Guard,SSG,SINEC Security Guard,2024-07-15,REST Pull API,,,,,sinec-security-guard | sinecsecurityguard | sinec-security-guard-using-azure-functions | sinec-security-guard-using-azure-function | sinec-security-guard-via-codeless-connector-framework | sinec-security-guard-via-legacy-agent | sinec-security-guard-polling-ccf | sinec-security-guard-polling-ccp | sinec-security-guard-via-ama | sinec-security-guard-ccf | sinec-security-guard-ccp | sinec-security-guard-preview | sinec-security-guard-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/ssg.html,2026-05-22 06:59 UTC
learn,Slack,SlackAudit,SlackAudit,2025-12-17,CCF,,,,,slack | slack-using-azure-functions | slack-using-azure-function | slack-via-codeless-connector-framework | slack-via-legacy-agent | slack-polling-ccf | slack-polling-ccp | slack-via-ama | slack-ccf | slack-ccp | slack-preview | slack-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/slackaudit.html,2026-05-22 06:59 UTC
learn,Sophos Cloud Optix,SophosCloudOptix,Sophos Cloud Optix,2022-05-02,REST Pull API,,,,,sophos-cloud-optix | sophoscloudoptix | sophos-cloud-optix-using-azure-functions | sophos-cloud-optix-using-azure-function | sophos-cloud-optix-via-codeless-connector-framework | sophos-cloud-optix-via-legacy-agent | sophos-cloud-optix-polling-ccf | sophos-cloud-optix-polling-ccp | sophos-cloud-optix-via-ama | sophos-cloud-optix-ccf | sophos-cloud-optix-ccp | sophos-cloud-optix-preview | sophos-cloud-optix-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/sophoscloudoptix.html,2026-05-22 06:59 UTC
learn,Squadra Technologies secRMM,SquadraTechnologiesSecRMM,Squadra Technologies SecRmm,2022-05-09,REST Pull API,,,,,squadra-technologies-secrmm | squadratechnologiessecrmm | squadra-technologies-secrmm-using-azure-functions | squadra-technologies-secrmm-using-azure-function | squadra-technologies-secrmm-via-codeless-connector-framework | squadra-technologies-secrmm-via-legacy-agent | squadra-technologies-secrmm-polling-ccf | squadra-technologies-secrmm-polling-ccp | squadra-technologies-secrmm-via-ama | squadra-technologies-secrmm-ccf | squadra-technologies-secrmm-ccp | squadra-technologies-secrmm-preview | squadra-technologies-secrmm-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/squadratechnologiessecrmm.html,2026-05-22 06:59 UTC
learn,Tanium's CCF Push Connector,TaniumConnector,Tanium,2026-03-27,CCF Push,,,,,tanium-s-ccf-push-connector | taniums-ccf-push-connector | taniumsccfpushconnector | tanium-s-push-connector-using-azure-functions | tanium-s-push-connector-using-azure-function | tanium-s-push-connector-via-codeless-connector-framework | tanium-s-push-connector-via-legacy-agent | tanium-s-push-connector-polling-ccf | tanium-s-push-connector-polling-ccp | tanium-s-push-connector-via-ama | tanium-s-push-connector-ccf | tanium-s-push-connector-ccp | tanium-s-push-connector-preview | tanium-s-push-connector-standalone | tanium-s-push-connector | taniumspushconnector,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/taniumconnector.html,2026-05-22 06:59 UTC
learn,Tenable.io Vulnerability Management,TenableIOAPI,TenableIO,2026-04-16,Azure Function,,,,,tenable-io-vulnerability-management | tenableio-vulnerability-management | tenableiovulnerabilitymanagement | tenable-io-vulnerability-management-using-azure-functions | tenable-io-vulnerability-management-using-azure-function | tenable-io-vulnerability-management-via-codeless-connector-framework | tenable-io-vulnerability-management-via-legacy-agent | tenable-io-vulnerability-management-polling-ccf | tenable-io-vulnerability-management-polling-ccp | tenable-io-vulnerability-management-via-ama | tenable-io-vulnerability-management-ccf | tenable-io-vulnerability-management-ccp | tenable-io-vulnerability-management-preview | tenable-io-vulnerability-management-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/tenableioapi.html,2026-05-22 06:59 UTC
learn,TheHive Project - TheHive,TheHiveProjectTheHive,TheHive,2026-03-13,Azure Function,,,,,thehive-project-thehive | thehive-project---thehive | thehiveprojectthehive | thehive-project-thehive-using-azure-functions | thehive-project-thehive-using-azure-function | thehive-project-thehive-via-codeless-connector-framework | thehive-project-thehive-via-legacy-agent | thehive-project-thehive-polling-ccf | thehive-project-thehive-polling-ccp | thehive-project-thehive-via-ama | thehive-project-thehive-ccf | thehive-project-thehive-ccp | thehive-project-thehive-preview | thehive-project-thehive-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/thehiveprojectthehive.html,2026-05-22 06:59 UTC
learn,Threat intelligence - TAXII Export,ThreatIntelligenceTaxiiExport,Threat Intelligence (NEW),2026-04-15,Native,,,,,threat-intelligence-taxii-export | threat-intelligence---taxii-export | threatintelligencetaxiiexport | threat-intelligence-taxii-export-using-azure-functions | threat-intelligence-taxii-export-using-azure-function | threat-intelligence-taxii-export-via-codeless-connector-framework | threat-intelligence-taxii-export-via-legacy-agent | threat-intelligence-taxii-export-polling-ccf | threat-intelligence-taxii-export-polling-ccp | threat-intelligence-taxii-export-via-ama | threat-intelligence-taxii-export-ccf | threat-intelligence-taxii-export-ccp | threat-intelligence-taxii-export-preview | threat-intelligence-taxii-export-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/threatintelligencetaxiiexport.html,2026-05-22 06:59 UTC
learn,Trend Micro Cloud App Security,TrendMicroCAS,Trend Micro Cloud App Security,2021-09-28,Azure Function,,,,,trend-micro-cloud-app-security | trendmicrocloudappsecurity | trend-micro-cloud-app-security-using-azure-functions | trend-micro-cloud-app-security-using-azure-function | trend-micro-cloud-app-security-via-codeless-connector-framework | trend-micro-cloud-app-security-via-legacy-agent | trend-micro-cloud-app-security-polling-ccf | trend-micro-cloud-app-security-polling-ccp | trend-micro-cloud-app-security-via-ama | trend-micro-cloud-app-security-ccf | trend-micro-cloud-app-security-ccp | trend-micro-cloud-app-security-preview | trend-micro-cloud-app-security-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/trendmicrocas.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS Audit Log Push Connector,CloudNSSAuditLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-audit-log-push-connector | zscalerinternetaccesscloudnssauditlogpushconnector | zscaler-internet-access-cloud-nss-activity-log-push-connector | zscalerinternetaccesscloudnssactivitylogpushconnector | zscaler-internet-access-cloud-nss-events-log-push-connector | zscalerinternetaccesscloudnsseventslogpushconnector | zscaler-internet-access-cloud-nss-event-log-push-connector | zscalerinternetaccesscloudnsseventlogpushconnector | zscaler-internet-access-cloud-nss-activities-log-push-connector | zscalerinternetaccesscloudnssactivitieslogpushconnector | zscaler-internet-access-cloud-nss-audit-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-audit-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-audit-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-audit-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-audit-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-audit-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-audit-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-audit-log-push-connector-ccf | zscaler-internet-access-cloud-nss-audit-log-push-connector-ccp | zscaler-internet-access-cloud-nss-audit-log-push-connector-preview | zscaler-internet-access-cloud-nss-audit-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnssauditlogs_ccp.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS CASB Activity Log Push Connector,CloudNSSCASBActivityLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-casb-activity-log-push-connector | zscalerinternetaccesscloudnsscasbactivitylogpushconnector | zscaler-internet-access-cloud-nss-casb-audit-log-push-connector | zscalerinternetaccesscloudnsscasbauditlogpushconnector | zscaler-internet-access-cloud-nss-casb-events-log-push-connector | zscalerinternetaccesscloudnsscasbeventslogpushconnector | zscaler-internet-access-cloud-nss-casb-event-log-push-connector | zscalerinternetaccesscloudnsscasbeventlogpushconnector | zscaler-internet-access-cloud-nss-casb-activities-log-push-connector | zscalerinternetaccesscloudnsscasbactivitieslogpushconnector | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-ccf | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-ccp | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-preview | zscaler-internet-access-cloud-nss-casb-activity-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnsscasbactivitylogs_ccp.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS CASB Cloud Storage Log Push Connector,CloudNSSCASBCloudStorageLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector | zscalerinternetaccesscloudnsscasbcloudstoragelogpushconnector | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-ccf | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-ccp | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-preview | zscaler-internet-access-cloud-nss-casb-cloud-storage-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnsscasbcloudstoragelogs_ccp.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS CASB Collaboration Log Push Connector,CloudNSSCASBCollabLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector | zscalerinternetaccesscloudnsscasbcollaborationlogpushconnector | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-ccf | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-ccp | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-preview | zscaler-internet-access-cloud-nss-casb-collaboration-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnsscasbcollablogs_ccp.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS CASB CRM Log Push Connector,CloudNSSCASBCRMLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-casb-crm-log-push-connector | zscalerinternetaccesscloudnsscasbcrmlogpushconnector | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-ccf | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-ccp | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-preview | zscaler-internet-access-cloud-nss-casb-crm-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnsscasbcrmlogs_ccp.html,2026-05-22 06:59 UTC
learn,Zscaler Internet Access Cloud NSS CASB Email Log Push Connector,CloudNSSCASBEmailLogs_ccp,Zscaler Internet Access,2025-09-02,CCF Push,,,,,zscaler-internet-access-cloud-nss-casb-email-log-push-connector | zscalerinternetaccesscloudnsscasbemaillogpushconnector | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-using-azure-functions | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-using-azure-function | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-via-codeless-connector-framework | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-via-legacy-agent | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-polling-ccf | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-polling-ccp | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-via-ama | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-ccf | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-ccp | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-preview | zscaler-internet-access-cloud-nss-casb-email-log-push-connector-standalone,https://oshezaf.github.io/sentinelninja/Solutions%20Docs/connectors/cloudnsscasbemaillogs_ccp.html,2026-05-22 06:59 UTC
