"TimeGenerated [UTC]",Description,"event_module",instanceId,"original_host",Platform,Severity,Version,JobSessionID,JobID,JobResult,JobResultMessage,JobType,JobTypeDescription,Allowance,SyslogMessage
"8/28/2025, 5:30:10.634 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""6a62e197-3889-414e-9584-565109f2fa4f"" OibID=""8f4f284a-d59e-4378-9f2f-dfc1548620b5"" OriginalOibID=""8f4f284a-d59e-4378-9f2f-dfc1548620b5"" CreationTime=""08/28/2025 17:28:59"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244480"" VmName=""lrsf1117"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf1117 task has finished with 'Success' state.""]"
"8/28/2025, 5:30:55.647 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""2b09730c-bded-430a-b3ed-e32c042d44d8"" OibID=""63fd1b2e-a1d9-4e9c-ad70-788e37d2118f"" OriginalOibID=""63fd1b2e-a1d9-4e9c-ad70-788e37d2118f"" CreationTime=""08/28/2025 17:29:45"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-243746"" VmName=""lrsf423"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf423 task has finished with 'Success' state.""]"
"8/28/2025, 5:31:27.941 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""29e1031c-09bc-4d89-8dea-6d25c72020a6"" OibID=""279930c0-b6e4-433e-be16-0c7c765b34b7"" OriginalOibID=""279930c0-b6e4-433e-be16-0c7c765b34b7"" CreationTime=""08/28/2025 17:30:15"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244376"" VmName=""lrsf1021"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf1021 task has finished with 'Success' state.""]"
"8/28/2025, 5:31:37.387 PM","Retry of Backup job 'bj2' finished with Failed. Job details: Virtual Machine Fake is unavailable and will be skipped from processing Nothing to process: all objects were excluded from the task list","Veeam Backup & Replication",190,VBR1231,0,none,1,"2cbb00d0-ed9b-41b5-956f-e53be99a1627","af4f21e3-ef5a-4eaa-abf4-fffa2373bc59",2,Failed,0,"Backup Job",true,"[categoryId=0 instanceId=190 JobSessionID=""2cbb00d0-ed9b-41b5-956f-e53be99a1627"" JobID=""af4f21e3-ef5a-4eaa-abf4-fffa2373bc59"" JobResult=""2"" JobType=""0"" Platform=""0"" WillBeRetried=""False"" JobName=""bj2"" SourceType=""2"" VbrHostName=""vbr1231.n.local"" VbrVersion=""12.3.2.3617"" Version=""1"" Description=""Retry of Backup job 'bj2' finished with Failed. Job details: Virtual Machine Fake is unavailable and will be skipped from processing Nothing to process: all objects were excluded from the task list""]"
"8/28/2025, 5:32:12.266 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""ce8f7678-f2ef-4465-a362-468532d92e2a"" OibID=""b14ef16d-6efe-4c1f-af19-292e5cf90a82"" OriginalOibID=""b14ef16d-6efe-4c1f-af19-292e5cf90a82"" CreationTime=""08/28/2025 17:31:01"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244163"" VmName=""lrsf834"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf834 task has finished with 'Success' state.""]"
"8/28/2025, 5:32:12.782 PM","Retry of Backup job 'Backup Job 7' finished with Failed. Job details: Virtual Machine vvg_fake_replica_cloud_vl is unavailable and will be skipped from processing Nothing to process: all objects were excluded from the task list","Veeam Backup & Replication",190,WIN2022,0,none,1,"5d8fae20-e28a-4759-b98a-e4115c9e293c","10b75019-e3a4-4c92-87dc-0b7e9468149c",2,Failed,0,"Backup Job",true,"[categoryId=0 instanceId=190 JobSessionID=""5d8fae20-e28a-4759-b98a-e4115c9e293c"" JobID=""10b75019-e3a4-4c92-87dc-0b7e9468149c"" JobResult=""2"" JobType=""0"" Platform=""0"" WillBeRetried=""False"" JobName=""Backup Job 7"" SourceType=""2"" VbrHostName=""win2022.n.local"" VbrVersion=""12.3.0.288"" Version=""1"" Description=""Retry of Backup job 'Backup Job 7' finished with Failed. Job details: Virtual Machine vvg_fake_replica_cloud_vl is unavailable and will be skipped from processing Nothing to process: all objects were excluded from the task list""]"
"8/28/2025, 5:32:42.069 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""8dfb778b-ed16-4aaa-ad14-06c77f50a337"" OibID=""3eae8f16-6b19-43c4-984a-199a05cfdc45"" OriginalOibID=""3eae8f16-6b19-43c4-984a-199a05cfdc45"" CreationTime=""08/28/2025 17:31:31"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-243758"" VmName=""lrsf433"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf433 task has finished with 'Success' state.""]"
"8/28/2025, 5:33:29.412 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""72bbd5fb-4d6f-4aae-a154-9c35a7527743"" OibID=""fd068c92-16b7-4b7f-a388-575537353863"" OriginalOibID=""fd068c92-16b7-4b7f-a388-575537353863"" CreationTime=""08/28/2025 17:32:16"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244115"" VmName=""lrsf788"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf788 task has finished with 'Success' state.""]"
"8/28/2025, 5:33:58.195 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""56dca93b-52cb-4ebe-b067-04f644980881"" OibID=""05af3201-abf2-4540-a0a7-51f91834e997"" OriginalOibID=""05af3201-abf2-4540-a0a7-51f91834e997"" CreationTime=""08/28/2025 17:32:46"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-243752"" VmName=""lrsf429"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf429 task has finished with 'Success' state.""]"
"8/28/2025, 5:34:46.335 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""8a2b24e1-5e31-44bd-8b4a-02e93989a6e6"" OibID=""5391411c-2b88-43e4-a5cc-7d73f70a24af"" OriginalOibID=""5391411c-2b88-43e4-a5cc-7d73f70a24af"" CreationTime=""08/28/2025 17:33:33"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-243816"" VmName=""lrsf489"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf489 task has finished with 'Success' state.""]"
"8/28/2025, 5:35:06.868 PM","Retry of Backup job 'lis-Backup Job 2' finished with Failed. Job details: Processing lis-l1-small-1","Veeam Backup & Replication",190,WIN2022,0,none,1,"e18e461a-c7c7-42e9-80e4-0496d70867cc","a627f8a2-d826-4bc9-8efc-ed0e12a2bbab",2,Failed,0,"Backup Job",true,"[categoryId=0 instanceId=190 JobSessionID=""e18e461a-c7c7-42e9-80e4-0496d70867cc"" JobID=""a627f8a2-d826-4bc9-8efc-ed0e12a2bbab"" JobResult=""2"" JobType=""0"" Platform=""0"" WillBeRetried=""True"" JobName=""lis-Backup Job 2"" SourceType=""2"" VbrHostName=""win2022.n.local"" VbrVersion=""12.3.0.288"" Version=""1"" Description=""Retry of Backup job 'lis-Backup Job 2' finished with Failed. Job details: Processing lis-l1-small-1""]"
"8/28/2025, 5:35:17.172 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""cd4be292-6950-4679-bdbe-816072871db7"" OibID=""026fe828-29c1-42aa-aeb9-2898a6630ed3"" OriginalOibID=""026fe828-29c1-42aa-aeb9-2898a6630ed3"" CreationTime=""08/28/2025 17:34:04"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244133"" VmName=""lrsf806"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf806 task has finished with 'Success' state.""]"
"8/28/2025, 5:36:03.461 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""c7ce34cd-cd92-41c3-93c5-912676987e2d"" OibID=""4bd979a4-c528-443b-95c1-296e293620e3"" OriginalOibID=""4bd979a4-c528-443b-95c1-296e293620e3"" CreationTime=""08/28/2025 17:34:49"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244034"" VmName=""lrsf707"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf707 task has finished with 'Success' state.""]"
"8/28/2025, 5:36:30.905 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""efb4f7f2-1c55-4832-9c54-3a6c02db9785"" OibID=""aefb198e-bdec-45ed-a664-217ac340fac1"" OriginalOibID=""aefb198e-bdec-45ed-a664-217ac340fac1"" CreationTime=""08/28/2025 17:35:19"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244146"" VmName=""lrsf819"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf819 task has finished with 'Success' state.""]"
"8/28/2025, 5:37:16.907 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""93b82265-d4f9-40af-857b-c79bfc07774e"" OibID=""d3e290a6-86e8-4084-8b0e-67efcc3e6d40"" OriginalOibID=""d3e290a6-86e8-4084-8b0e-67efcc3e6d40"" CreationTime=""08/28/2025 17:36:04"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-243686"" VmName=""lrsf367"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf367 task has finished with 'Success' state.""]"
"8/28/2025, 5:37:51.183 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""151f0c1a-5d13-4237-8078-df6b8c26830c"" OibID=""f211fb91-b6df-4f80-985c-d987a4ee6391"" OriginalOibID=""f211fb91-b6df-4f80-985c-d987a4ee6391"" CreationTime=""08/28/2025 17:36:40"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244474"" VmName=""lrsf1111"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf1111 task has finished with 'Success' state.""]"
"8/28/2025, 5:38:32.534 PM","Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM.","Veeam Backup & Replication",150,LRSVBRALL,0,none,1,"5b8ade6a-e395-410d-bc68-b8b85c64305e","e6c6fc01-1a48-4975-a5b4-522bcc677b09",0,Success,0,"Backup Job",true,"[categoryId=0 instanceId=150 JobSessionID=""5b8ade6a-e395-410d-bc68-b8b85c64305e"" JobID=""e6c6fc01-1a48-4975-a5b4-522bcc677b09"" JobType=""0"" TaskSessionID=""fd8ddfe2-0c28-433a-9740-3d8fe7deed47"" OibID=""572f67c9-9a7c-454c-90a3-606781b51533"" OriginalOibID=""572f67c9-9a7c-454c-90a3-606781b51533"" CreationTime=""08/28/2025 17:37:21"" Status=""0"" JobDescription=""Created by LRSVBRALL\Administrator at 3/14/2025 6:58 AM."" SourceHostName=""oceanvc.n.local"" VmRef=""vm-244712"" VmName=""lrsf1330"" TransferredGb=""0.000"" Platform=""0"" IsRetry=""False"" SourceType=""2"" VbrHostName=""lrsvbrall.n.local"" VbrVersion=""12.3.0.310"" Version=""1"" Description=""VM lrsf1330 task has finished with 'Success' state.""]"
