2022-05-15 00:00:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598000/usage.xml; database=Meters; success=true;
2022-05-15 05:01:00.234 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:01:00.251 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:01:00.269 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:01:00.273 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:01:00.276 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:01:00.280 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-raw.xml; database=Meters; success=true;
2022-05-15 05:01:00.285 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:01:00.304 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:01:00.320 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-raw.xml; database=Meters; success=true;
2022-05-15 05:02:00.049 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616120/host-raw.xml; database=Meters; success=true;
2022-05-15 05:02:00.055 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616120/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:02:00.072 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616120/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:02:00.089 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616120/server-raw.xml; database=Meters; success=true;
2022-05-15 05:03:00.092 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616180/host-raw.xml; database=Meters; success=true;
2022-05-15 05:03:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616180/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:03:00.115 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616180/server-raw.xml; database=Meters; success=true;
2022-05-15 05:03:00.118 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616180/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:04:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616240/host-raw.xml; database=Meters; success=true;
2022-05-15 05:04:00.184 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616240/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:04:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616240/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:04:00.221 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616240/server-raw.xml; database=Meters; success=true;
2022-05-15 05:05:00.165 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616300/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:05:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616300/host-raw.xml; database=Meters; success=true;
2022-05-15 05:05:00.187 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616300/server-raw.xml; database=Meters; success=true;
2022-05-15 05:05:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616300/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:06:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616360/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:06:00.175 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616360/server-raw.xml; database=Meters; success=true;
2022-05-15 05:06:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616360/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:06:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616360/host-raw.xml; database=Meters; success=true;
2022-05-15 05:07:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616420/host-raw.xml; database=Meters; success=true;
2022-05-15 05:07:00.074 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:07:00.078 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:07:00.095 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616420/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:07:00.112 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:07:00.129 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:07:00.134 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:07:00.137 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616420/server-raw.xml; database=Meters; success=true;
2022-05-15 05:07:00.141 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:07:00.145 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:07:00.162 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:07:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616420/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:08:00.254 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616480/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:08:00.272 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616480/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:08:00.289 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616480/server-raw.xml; database=Meters; success=true;
2022-05-15 05:08:00.293 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616480/host-raw.xml; database=Meters; success=true;
2022-05-15 05:09:00.171 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616540/host-raw.xml; database=Meters; success=true;
2022-05-15 05:09:00.177 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616540/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:09:00.193 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616540/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:09:00.209 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616540/server-raw.xml; database=Meters; success=true;
2022-05-15 05:10:00.075 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616600/host-raw.xml; database=Meters; success=true;
2022-05-15 05:10:00.080 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616600/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:10:00.095 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616600/server-raw.xml; database=Meters; success=true;
2022-05-15 05:10:00.099 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616600/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:11:00.258 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616660/host-raw.xml; database=Meters; success=true;
2022-05-15 05:11:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616660/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:11:00.283 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616660/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:11:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616660/server-raw.xml; database=Meters; success=true;
2022-05-15 05:12:00.265 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616720/server-raw.xml; database=Meters; success=true;
2022-05-15 05:12:00.271 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:12:00.275 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616720/host-raw.xml; database=Meters; success=true;
2022-05-15 05:12:00.277 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:12:00.294 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616720/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:12:00.311 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:12:00.316 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:12:00.319 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:12:00.338 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:12:00.343 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616720/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:12:00.360 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:12:00.378 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:13:00.067 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616780/server-raw.xml; database=Meters; success=true;
2022-05-15 05:13:00.074 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616780/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:13:00.093 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616780/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:13:00.112 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616780/host-raw.xml; database=Meters; success=true;
2022-05-15 05:14:00.048 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616840/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:14:00.066 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616840/host-raw.xml; database=Meters; success=true;
2022-05-15 05:14:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616840/server-raw.xml; database=Meters; success=true;
2022-05-15 05:14:00.077 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616840/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:15:00.029 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616900/server-raw.xml; database=Meters; success=true;
2022-05-15 05:15:00.035 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616900/host-raw.xml; database=Meters; success=true;
2022-05-15 05:15:00.038 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616900/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:15:00.061 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616900/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:16:00.029 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616960/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:16:00.048 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616960/host-raw.xml; database=Meters; success=true;
2022-05-15 05:16:00.051 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616960/server-raw.xml; database=Meters; success=true;
2022-05-15 05:16:00.054 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616960/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:17:00.303 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617020/host-raw.xml; database=Meters; success=true;
2022-05-15 05:17:00.309 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:17:00.314 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:17:00.334 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:17:00.354 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:17:00.359 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:17:00.363 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:17:00.384 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:17:00.390 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617020/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:17:00.410 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:17:00.430 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617020/server-raw.xml; database=Meters; success=true;
2022-05-15 05:17:00.435 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617020/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:18:00.035 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617080/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:18:00.057 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617080/host-raw.xml; database=Meters; success=true;
2022-05-15 05:18:00.060 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617080/server-raw.xml; database=Meters; success=true;
2022-05-15 05:18:00.068 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617080/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:19:00.165 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617140/host-raw.xml; database=Meters; success=true;
2022-05-15 05:19:00.171 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617140/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:19:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617140/server-raw.xml; database=Meters; success=true;
2022-05-15 05:19:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617140/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:20:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617200/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:20:00.255 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617200/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:20:00.277 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617200/server-raw.xml; database=Meters; success=true;
2022-05-15 05:20:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617200/host-raw.xml; database=Meters; success=true;
2022-05-15 05:21:00.144 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617260/server-raw.xml; database=Meters; success=true;
2022-05-15 05:21:00.151 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617260/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:21:00.172 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617260/host-raw.xml; database=Meters; success=true;
2022-05-15 05:21:00.176 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617260/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:22:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617320/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:22:00.250 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617320/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:22:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617320/server-raw.xml; database=Meters; success=true;
2022-05-15 05:22:00.271 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617320/host-raw.xml; database=Meters; success=true;
2022-05-15 05:23:00.087 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:23:00.094 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617380/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:23:00.113 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:23:00.133 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617380/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:23:00.152 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:23:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:23:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617380/host-raw.xml; database=Meters; success=true;
2022-05-15 05:23:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:23:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:23:00.190 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:23:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:23:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617380/server-raw.xml; database=Meters; success=true;
2022-05-15 05:24:00.090 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617440/host-raw.xml; database=Meters; success=true;
2022-05-15 05:24:00.096 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617440/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:24:00.112 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617440/server-raw.xml; database=Meters; success=true;
2022-05-15 05:24:00.115 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617440/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:25:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617500/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:25:00.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617500/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:25:00.235 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617500/host-raw.xml; database=Meters; success=true;
2022-05-15 05:25:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617500/server-raw.xml; database=Meters; success=true;
2022-05-15 05:26:00.028 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617560/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:26:00.047 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617560/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:26:00.064 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617560/server-raw.xml; database=Meters; success=true;
2022-05-15 05:26:00.068 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617560/host-raw.xml; database=Meters; success=true;
2022-05-15 05:27:00.199 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617620/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:27:00.223 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617620/server-raw.xml; database=Meters; success=true;
2022-05-15 05:27:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617620/host-raw.xml; database=Meters; success=true;
2022-05-15 05:27:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617620/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:28:00.262 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:28:00.269 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617680/server-raw.xml; database=Meters; success=true;
2022-05-15 05:28:00.272 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:28:00.290 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617680/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:28:00.307 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:28:00.324 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:28:00.328 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:28:00.332 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617680/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:28:00.348 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:28:00.353 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:28:00.372 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:28:00.390 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617680/host-raw.xml; database=Meters; success=true;
2022-05-15 05:29:00.116 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617740/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:29:00.138 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617740/host-raw.xml; database=Meters; success=true;
2022-05-15 05:29:00.141 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617740/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:29:00.161 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617740/server-raw.xml; database=Meters; success=true;
2022-05-15 05:30:00.188 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617800/server-raw.xml; database=Meters; success=true;
2022-05-15 05:30:00.196 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617800/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:30:00.215 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617800/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:30:00.235 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617800/host-raw.xml; database=Meters; success=true;
2022-05-15 05:31:00.216 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617860/server-raw.xml; database=Meters; success=true;
2022-05-15 05:31:00.222 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617860/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:31:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617860/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:31:00.256 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617860/host-raw.xml; database=Meters; success=true;
2022-05-15 05:32:00.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617920/server-raw.xml; database=Meters; success=true;
2022-05-15 05:32:00.226 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617920/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:32:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617920/host-raw.xml; database=Meters; success=true;
2022-05-15 05:32:00.246 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617920/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:33:00.085 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617980/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:33:00.106 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617980/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:33:00.125 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617980/host-raw.xml; database=Meters; success=true;
2022-05-15 05:33:00.128 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652617980/server-raw.xml; database=Meters; success=true;
2022-05-15 05:34:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 05:34:00.169 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618040/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:34:00.192 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/databases-hour.xml; database=Meters; success=true;
2022-05-15 05:34:00.212 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618040/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:34:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618040/host-raw.xml; database=Meters; success=true;
2022-05-15 05:34:00.234 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/server-hour.xml; database=Meters; success=true;
2022-05-15 05:34:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/host-hour.xml; database=Meters; success=true;
2022-05-15 05:34:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 05:34:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 05:34:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 05:34:00.288 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618040/server-raw.xml; database=Meters; success=true;
2022-05-15 05:34:00.292 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652616060/forest-hour.xml; database=Meters; success=true;
2022-05-15 05:35:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618100/host-raw.xml; database=Meters; success=true;
2022-05-15 05:35:00.213 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618100/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:35:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618100/server-raw.xml; database=Meters; success=true;
2022-05-15 05:35:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618100/forest-raw.xml; database=Meters; success=true;
2022-05-15 05:36:00.130 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618160/databases-raw.xml; database=Meters; success=true;
2022-05-15 05:36:00.153 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652618160/server-raw.xml; database=Meters; success=true;
