TenantId,SourceSystem,TimeGenerated [UTC],Computer,EventTime [UTC],Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,_ResourceId,MessageLength,TYPE,DbId,SessionId,CLIENTID,EntryId,STMTID,DstUserName,SrcUserName,ACTION,ReturnCode,SCHEMA,ObjName,ActionName,DbAction,EventVendor,EventProduct
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 2:08:22.295 PM",findbupgrade,"10/31/2022, 2:08:22.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""7"" STMTID:""79"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,7,79,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 2:08:22.359 PM",findbupgrade,"10/31/2022, 2:08:22.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""8"" STMTID:""81"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,8,81,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 2:38:21.462 PM",findbupgrade,"10/31/2022, 2:38:21.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[28806]: LENGTH: '174' TYPE:""4"" DBID:""1482460084"" SESID:""158700700"" CLIENTID:"""" ENTRYID:""1"" STMTID:""141"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""32"" RETCODE:""0"" SCHEMA:""SYSTEM"" OBJNAME:""SYBRINDB""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,174,4,1482460084,158700700,,1,141,SYSTEM,SYSTEM,32,0,SYSTEM,SYBRINDB,CREATE DATABASE LINK,CREATE DATABASE LINK,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 3:38:43.278 PM",findbupgrade,"10/31/2022, 3:38:43.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[28806]: LENGTH: '178' TYPE:""4"" DBID:""1482460084"" SESID:""158700700"" CLIENTID:"""" ENTRYID:""2"" STMTID:""3491"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""32"" RETCODE:""2011"" SCHEMA:""SYSTEM"" OBJNAME:""SYBRINDB""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,178,4,1482460084,158700700,,2,3491,SYSTEM,SYSTEM,32,2011,SYSTEM,SYBRINDB,CREATE DATABASE LINK,CREATE DATABASE LINK,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:59:34.266 AM",findbupgrade,"10/31/2022, 6:59:34.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[28504]: LENGTH: '176' TYPE:""4"" DBID:""1482460084"" SESID:""1109234517"" CLIENTID:"""" ENTRYID:""1"" STMTID:""5"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""12"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""CBKACCOUNTS""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,176,4,1482460084,1109234517,,1,5,SYSTEM,SYSTEM,12,0,CUSTOM,CBKACCOUNTS,DROP TABLE,DROP TABLE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:59:34.375 AM",findbupgrade,"10/31/2022, 6:59:34.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[28504]: LENGTH: '175' TYPE:""4"" DBID:""1482460084"" SESID:""1109234517"" CLIENTID:"""" ENTRYID:""2"" STMTID:""6"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""1"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""CBKACCOUNTS""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,175,4,1482460084,1109234517,,2,6,SYSTEM,SYSTEM,1,0,CUSTOM,CBKACCOUNTS,CREATE TABLE,CREATE TABLE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:30:54.469 AM",findbupgrade,"10/31/2022, 9:30:54.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '163' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""1"" STMTID:""544"" DBUSER:""SYSTEM"" CURUSER:""CUSTOM"" ACTION:""47"" RETCODE:""904"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,163,4,1482460084,2060962684,,1,544,SYSTEM,CUSTOM,47,904,,,PL/SQL EXECUTE,PL/SQL EXECUTE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:31:04.692 AM",findbupgrade,"10/31/2022, 9:31:04.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""2"" STMTID:""548"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,2,548,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:32:06.552 AM",findbupgrade,"10/31/2022, 9:32:06.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""3"" STMTID:""554"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,3,554,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:34:49.449 AM",findbupgrade,"10/31/2022, 9:34:49.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""4"" STMTID:""585"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""94"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,4,585,SYSTEM,SYSTEM,94,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE,CREATE PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:34:49.502 AM",findbupgrade,"10/31/2022, 9:34:49.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""5"" STMTID:""587"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""95"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,5,587,SYSTEM,SYSTEM,95,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE,ALTER PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:34:51.763 AM",findbupgrade,"10/31/2022, 9:34:51.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""6"" STMTID:""588"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""94"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,6,588,SYSTEM,SYSTEM,94,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE,CREATE PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:34:51.827 AM",findbupgrade,"10/31/2022, 9:34:51.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""7"" STMTID:""590"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""95"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,7,590,SYSTEM,SYSTEM,95,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE,ALTER PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:35:54.772 AM",findbupgrade,"10/31/2022, 9:35:54.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""8"" STMTID:""592"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,8,592,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:35:54.857 AM",findbupgrade,"10/31/2022, 9:35:54.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""9"" STMTID:""594"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,2060962684,,9,594,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:35:59.466 AM",findbupgrade,"10/31/2022, 9:35:59.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '187' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""10"" STMTID:""595"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,187,4,1482460084,2060962684,,10,595,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 9:35:59.527 AM",findbupgrade,"10/31/2022, 9:35:59.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[3646]: LENGTH: '187' TYPE:""4"" DBID:""1482460084"" SESID:""2060962684"" CLIENTID:"""" ENTRYID:""11"" STMTID:""597"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,187,4,1482460084,2060962684,,11,597,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 11:31:05.613 AM",findbupgrade,"10/31/2022, 11:31:05.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[14697]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""3587093473"" CLIENTID:"""" ENTRYID:""2"" STMTID:""369"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,3587093473,,2,369,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 11:31:05.704 AM",findbupgrade,"10/31/2022, 11:31:05.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[14697]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""3587093473"" CLIENTID:"""" ENTRYID:""3"" STMTID:""371"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,3587093473,,3,371,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 11:31:06.720 AM",findbupgrade,"10/31/2022, 11:31:06.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[14697]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""3587093473"" CLIENTID:"""" ENTRYID:""4"" STMTID:""372"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,3587093473,,4,372,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 11:31:06.788 AM",findbupgrade,"10/31/2022, 11:31:06.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[14697]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""3587093473"" CLIENTID:"""" ENTRYID:""5"" STMTID:""374"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,3587093473,,5,374,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:26:52.441 PM",findbupgrade,"10/31/2022, 1:26:52.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""1"" STMTID:""10"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,1,10,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:26:52.507 PM",findbupgrade,"10/31/2022, 1:26:52.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""2"" STMTID:""12"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,2,12,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:26:53.792 PM",findbupgrade,"10/31/2022, 1:26:53.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""3"" STMTID:""13"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,3,13,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:26:53.868 PM",findbupgrade,"10/31/2022, 1:26:53.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""4"" STMTID:""15"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,4,15,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:27:43.922 PM",findbupgrade,"10/31/2022, 1:27:43.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""5"" STMTID:""20"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,5,20,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:27:43.996 PM",findbupgrade,"10/31/2022, 1:27:43.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[25622]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""3215039708"" CLIENTID:"""" ENTRYID:""6"" STMTID:""22"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,3215039708,,6,22,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
