Access of htaccess file detected(VM_SuspectHtaccessFileAccess),"Analysis of host data on %{Compromised Host} detected possible manipulation of a htaccess file. Htaccess is a powerful configuration file that allows you to make multiple changes to a web server running the Apache Web software including basic redirect functionality, or for more advanced functions such as basic password protection. Attackers will often modify htaccess files on machines they have compromised to gain persistence.","Persistence, Defense Evasion, Execution",Medium,Linux,Azure Defender
An history file has been cleared,Analysis of host data indicates that the command history log file has been cleared. Attackers may do this to cover their traces. The operation was performed by user: '%{user name}'.,-,Medium,Linux,Azure Defender
Antimalware broad files exclusion in your virtual machine(ARM_AmBroadFilesExclusion),Files exclusion from antimalware extension with broad exclusion rule was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription. Such exclusion practically disabling the Antimalware protection.Attackers might exclude files from the antimalware scan on your virtual machine to prevent detection while running arbitrary code or infecting the machine with malware.,-,Medium,Linux,Azure Defender
Antimalware disabled and code execution in your virtual machine(ARM_AmDisablementAndCodeExecution),Antimalware disabled at the same time as code execution on your virtual machine. This was detected by analyzing Azure Resource Manager operations in your subscription.Attackers disable antimalware scanners to prevent detection while running unauthorized tools or infecting the machine with malware.,-,High,Linux,Azure Defender
Antimalware disabled in your virtual machine(ARM_AmDisablement),Antimalware disabled in your virtual machine. This was detected by analyzing Azure Resource Manager operations in your subscription.Attackers might disable the antimalware on your virtual machine to prevent detection.,Defense Evasion,Medium,Linux,Azure Defender
Antimalware file exclusion and code execution in your virtual machine(ARM_AmFileExclusionAndCodeExecution),File excluded from your antimalware scanner at the same time as code was executed via a custom script extension on your virtual machine. This was detected by analyzing Azure Resource Manager operations in your subscription.Attackers might exclude files from the antimalware scan on your virtual machine to prevent detection while running unauthorized tools or infecting the machine with malware.,"Defense Evasion, Execution",High,Linux,Azure Defender
Antimalware file exclusion and code execution in your virtual machine(ARM_AmTempFileExclusionAndCodeExecution),Temporary file exclusion from antimalware extension in parallel to execution of code via custom script extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers might exclude files from the antimalware scan on your virtual machine to prevent detection while running arbitrary code or infecting the machine with malware.,"Defense Evasion, Execution",High,Linux,Azure Defender
Antimalware file exclusion in your virtual machine(ARM_AmTempFileExclusion),File excluded from your antimalware scanner on your virtual machine. This was detected by analyzing Azure Resource Manager operations in your subscription.Attackers might exclude files from the antimalware scan on your virtual machine to prevent detection while running unauthorized tools or infecting the machine with malware.,Defense Evasion,Medium,Linux,Azure Defender
Antimalware real-time protection was disabled in your virtual machine(ARM_AmRealtimeProtectionDisabled),Real-time protection disablement of the antimalware extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers might disable real-time protection from the antimalware scan on your virtual machine to avoid detection while running arbitrary code or infecting the machine with malware.,Defense Evasion,Medium,Linux,Azure Defender
Antimalware real-time protection was disabled temporarily in your virtual machine(ARM_AmTempRealtimeProtectionDisablement),Real-time protection temporary disablement of the antimalware extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers might disable real-time protection from the antimalware scan on your virtual machine to avoid detection while running arbitrary code or infecting the machine with malware.,Defense Evasion,Medium,Linux,Azure Defender
Antimalware real-time protection was disabled temporarily while code was executed in your virtual machine(ARM_AmRealtimeProtectionDisablementAndCodeExec),Real-time protection temporary disablement of the antimalware extension in parallel to code execution via custom script extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers might disable real-time protection from the antimalware scan on your virtual machine to avoid detection while running arbitrary code or infecting the machine with malware.,-,High,Linux,Azure Defender
Antimalware scans blocked for files potentially related to malware campaigns on your virtual machine (Preview)(ARM_AmMalwareCampaignRelatedExclusion),An exclusion rule was detected in your virtual machine to prevent your antimalware extension scanning certain files that are suspected of being related to a malware campaign. The rule was detected by analyzing the Azure Resource Manager operations in your subscription. Attackers might exclude files from antimalware scans to prevent detection while running arbitrary code or infecting the machine with malware.,Defense Evasion,Medium,Linux,Azure Defender
Antimalware temporarily disabled in your virtual machine(ARM_AmTemporarilyDisablement),Antimalware temporarily disabled in your virtual machine. This was detected by analyzing Azure Resource Manager operations in your subscription.Attackers might disable the antimalware on your virtual machine to prevent detection.,-,Medium,Linux,Azure Defender
Antimalware unusual file exclusion in your virtual machine(ARM_UnusualAmFileExclusion),Unusual file exclusion from antimalware extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers might exclude files from the antimalware scan on your virtual machine to prevent detection while running arbitrary code or infecting the machine with malware.,Defense Evasion,Medium,Linux,Azure Defender
Attempt to stop apt-daily-upgrade.timer service detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected an attempt to stop apt-daily-upgrade.timer service. In some recent attacks, attackers have been observed stopping this service, to download malicious files and granting execution privileges for their attack. This behavior was seen [x] times today on the following machines: [Machine names]",-,Low,Linux,Azure Defender
Attempt to stop apt-daily-upgrade.timer service detected(VM_TimerServiceDisabled),"Analysis of host data on %{Compromised Host} detected an attempt to stop apt-daily-upgrade.timer service. In some recent attacks, attackers have been observed stopping this service, to download malicious files and granting execution privileges for their attack.",Defense Evasion,Low,Linux,Azure Defender
Behavior similar to common Linux bots detected [seen multiple times],Analysis of host data on %{Compromised Host} detected the execution of a process normally associated with common Linux botnets. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Behavior similar to common Linux bots detected(VM_CommonBot),Analysis of host data on %{Compromised Host} detected the execution of a process normally associated with common Linux botnets.,"Execution, Collection, Command and Control",Medium,Linux,Azure Defender
Behavior similar to Fairware ransomware detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected the execution of rm -rf commands applied to suspicious locations. As rm -rf will recursively delete files, it is normally used on discrete folders. In this case, it is being used in a location that could remove a lot of data. Fairware ransomware is known to execute rm -rf commands in this folder. This behavior was seen [x] times today on the following machines: [Machine names]",-,Medium,Linux,Azure Defender
Behavior similar to Fairware ransomware detected(VM_FairwareMalware),"Analysis of host data on %{Compromised Host} detected the execution of rm -rf commands applied to suspicious locations. As rm -rf will recursively delete files, it is normally used on discrete folders. In this case, it is being used in a location that could remove a lot of data. Fairware ransomware is known to execute rm -rf commands in this folder.",Execution,Medium,Linux,Azure Defender
Behavior similar to ransomware detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected the execution of files that have resemblance of known ransomware that can prevent users from accessing their system or personal files, and demands ransom payment in order to regain access. This behavior was seen [x] times today on the following machines: [Machine names]",-,High,Linux,Azure Defender
Container with a miner image detected,Machine logs indicate execution of a Docker container that runs an image associated with a digital currency mining. This behavior can possibly indicate that your resources are abused by an attacker.,-,High,Linux,Azure Defender
Custom script extension with suspicious command in your virtual machine(ARM_CustomScriptExtensionSuspiciousCmd),Custom script extension with suspicious command was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers may use custom script extension to execute a malicious code on your virtual machine via the Azure Resource Manager.,Execution,Medium,Linux,Azure Defender
Custom script extension with suspicious entry-point in your virtual machine(ARM_CustomScriptExtensionSuspiciousEntryPoint),Custom script extension with a suspicious entry-point was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription. The entry-point refers to a suspicious GitHub repository.Attackers may use custom script extensions to execute malicious code on your virtual machines via the Azure Resource Manager.,Execution,Medium,Linux,Azure Defender
Custom script extension with suspicious payload in your virtual machine(ARM_CustomScriptExtensionSuspiciousPayload),Custom script extension with a payload from a suspicious GitHub repository was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers may use custom script extensions to execute malicious code on your virtual machines via the Azure Resource Manager.,Execution,Medium,Linux,Azure Defender
Detected anomalous mix of upper and lower case characters in command line,"Analysis of host data on %{Compromised Host} detected a command line with anomalous mix of upper and lower case characters. This kind of pattern, while possibly benign, is also typical of attackers trying to hide from case-sensitive or hash-based rule matching when performing administrative tasks on a compromised host.",-,Medium,Linux,Azure Defender
Detected file download from a known malicious source [seen multiple times](VM_SuspectDownload),Analysis of host data has detected the download of a file from a known malware source on %{Compromised Host}. This behavior was seen over [x] times today on the following machines: [Machine names],"Privilege Escalation, Execution, Exfiltration, Command and Control",Medium,Linux,Azure Defender
Detected file download from a known malicious source,Analysis of host data has detected the download of a file from a known malware source on %{Compromised Host}.,-,Medium,Linux,Azure Defender
Detected persistence attempt [seen multiple times],"Analysis of host data on %{Compromised Host} has detected installation of a startup script for single-user mode. It is extremely rare that any legitimate process needs to execute in that mode, so this may indicate that an attacker has added a malicious process to every run-level to guarantee persistence. This behavior was seen [x] times today on the following machines: [Machine names]",-,Medium,Linux,Azure Defender
Detected persistence attempt(VM_NewSingleUserModeStartupScript),"Host data analysis has detected that a startup script for single-user mode has been installed.Because it's rare that any legitimate process would be required to run in that mode, this might indicate that an attacker has added a malicious process to every run-level to guarantee persistence.",Persistence,Medium,Linux,Azure Defender
Detected suspicious file download [seen multiple times],Analysis of host data has detected suspicious download of remote file on %{Compromised Host}. This behavior was seen 10 times today on the following machines: [Machine name],-,Low,Linux,Azure Defender
Detected suspicious file download(VM_SuspectDownloadArtifacts),Analysis of host data has detected suspicious download of remote file on %{Compromised Host}.,Persistence,Low,Linux,Azure Defender
Detected suspicious network activity,"Analysis of network traffic from %{Compromised Host} detected suspicious network activity. Such traffic, while possibly benign, is typically used by an attacker to communicate with malicious servers for downloading of tools, command-and-control and exfiltration of data. Typical related attacker activity includes copying remote administration tools to a compromised host and exfiltrating user data from it.",-,Low,Linux,Azure Defender
Detected suspicious use of the useradd command [seen multiple times],Analysis of host data has detected suspicious use of the useradd command on %{Compromised Host}. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Detected suspicious use of the useradd command(VM_SuspectUserAddition),Analysis of host data has detected suspicious use of the useradd command on %{Compromised Host}.,Persistence,Medium,Linux,Azure Defender
Digital currency mining related behavior detected,Analysis of host data on %{Compromised Host} detected the execution of a process or command normally associated with digital currency mining.,-,High,Linux,Azure Defender
Disabling of auditd logging [seen multiple times],The Linux Audit system provides a way to track security-relevant information on the system. It records as much information about the events that are happening on your system as possible. Disabling auditd logging could hamper discovering violations of security policies used on the system. This behavior was seen [x] times today on the following machines: [Machine names],-,Low,Linux,Azure Defender
Executable found running from a suspicious location(VM_SuspectExecutablePath),"Analysis of host data detected an executable file on %{Compromised Host} that is running from a location in common with known suspicious files. This executable could either be legitimate activity, or an indication of a compromised host.",Execution,High,Linux,Azure Defender
Exploitation of Xorg vulnerability [seen multiple times],Analysis of host data on %{Compromised Host} detected the user of Xorg with suspicious arguments. Attackers may use this technique in privilege escalation attempts. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Exposed Docker daemon on TCP socket(VM_ExposedDocker),"Machine logs indicate that your Docker daemon (dockerd) exposes a TCP socket. By default, Docker configuration, does not use encryption or authentication when a TCP socket is enabled. This enables full access to the Docker daemon, by anyone with access to the relevant port.","Execution, Exploitation",Medium,Linux,Azure Defender
Failed SSH brute force attack(VM_SshBruteForceFailed),Failed brute force attacks were detected from the following attackers: %{Attackers}. Attackers were trying to access the host with the following user names: %{Accounts used on failed sign in to host attempts}.,Probing,Medium,Linux,Azure Defender
Fileless Attack Behavior Detected(AppServices_FilelessAttackBehaviorDetection),The memory of the process specified below contains behaviors commonly used by fileless attacks.Specific behaviors include: {list of observed behaviors},Execution,Medium,Linux,Azure Defender
Fileless Attack Technique Detected(VM_FilelessAttackTechnique.Linux),The memory of the process specified below contains evidence of a fileless attack technique. Fileless attacks are used by attackers to execute code while evading detection by security software.Specific behaviors include: {list of observed behaviors},Execution,High,Linux,Azure Defender
Fileless Attack Toolkit Detected(VM_FilelessAttackToolkit.Linux),"The memory of the process specified below contains a fileless attack toolkit: {ToolKitName}. Fileless attack toolkits typically do not have a presence on the filesystem, making detection by traditional anti-virus software difficult.Specific behaviors include: {list of observed behaviors}","Defense Evasion, Execution",High,Linux,Azure Defender
Hidden file execution detected,"Analysis of host data indicates that a hidden file was executed by %{user name}. This activity could either be legitimate activity, or an indication of a compromised host.",-,Informational,Linux,Azure Defender
Indicators associated with DDOS toolkit detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected file names that are part of a toolkit associated with malware capable of launching DDoS attacks, opening ports and services and taking full control over the infected system. This could also possibly be legitimate activity. This behavior was seen [x] times today on the following machines: [Machine names]",-,Medium,Linux,Azure Defender
Indicators associated with DDOS toolkit detected(VM_KnownLinuxDDoSToolkit),"Analysis of host data on %{Compromised Host} detected file names that are part of a toolkit associated with malware capable of launching DDoS attacks, opening ports and services and taking full control over the infected system. This could also possibly be legitimate activity.","Persistence, Lateral Movement, Execution, Exploitation",Medium,Linux,Azure Defender
Local host reconnaissance detected [seen multiple times],Analysis of host data on %{Compromised Host} detected the execution of a command normally associated with common Linux bot reconnaissance. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Local host reconnaissance detected(VM_LinuxReconnaissance),Analysis of host data on %{Compromised Host} detected the execution of a command normally associated with common Linux bot reconnaissance.,Discovery,Medium,Linux,Azure Defender
Manipulation of host firewall detected [seen multiple times](VM_FirewallDisabled),Analysis of host data on %{Compromised Host} detected possible manipulation of the on-host firewall. Attackers will often disable this to exfiltrate data. This behavior was seen [x] times today on the following machines: [Machine names],"Defense Evasion, Exfiltration",Medium,Linux,Azure Defender
Manipulation of host firewall detected,Analysis of host data on %{Compromised Host} detected possible manipulation of the on-host firewall. Attackers will often disable this to exfiltrate data.,-,Medium,Linux,Azure Defender
MITRE Caldera agent detected(VM_MitreCalderaTools),Machine logs indicate that the suspicious process: '%{Suspicious Process}' was running on %{Compromised Host}. This is often associated with the MITRE 54ndc47 agent which could be used maliciously to attack other machines in some way.,All,Medium,Linux,Azure Defender
New SSH key added [seen multiple times](VM_SshKeyAddition),A new SSH key was added to the authorized keys file. This behavior was seen [x] times today on the following machines: [Machine names],Persistence,Low,Linux,Azure Defender
New SSH key added,A new SSH key was added to the authorized keys file,-,Low,Linux,Azure Defender
Possible attack tool detected [seen multiple times],Machine logs indicate that the suspicious process: '%{Suspicious Process}' was running on %{Compromised Host}. This tool is often associated with malicious users attacking other machines in some way. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Possible attack tool detected(VM_KnownLinuxAttackTool),Machine logs indicate that the suspicious process: '%{Suspicious Process}' was running on %{Compromised Host}. This tool is often associated with malicious users attacking other machines in some way.,"Execution, Collection, Command and Control, Probing",Medium,Linux,Azure Defender
Possible backdoor detected [seen multiple times],Analysis of host data has detected a suspicious file being downloaded then run on %{Compromised Host} in your subscription. This activity has previously been associated with installation of a backdoor. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Possible credential access tool detected [seen multiple times],Machine logs indicate a possible known credential access tool was running on %{Compromised Host} launched by process: '%{Suspicious Process}'. This tool is often associated with attacker attempts to access credentials. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Possible credential access tool detected(VM_KnownLinuxCredentialAccessTool),Machine logs indicate a possible known credential access tool was running on %{Compromised Host} launched by process: '%{Suspicious Process}'. This tool is often associated with attacker attempts to access credentials.,Credential Access,Medium,Linux,Azure Defender
Possible exploitation of Hadoop Yarn(VM_HadoopYarnExploit),Analysis of host data on %{Compromised Host} detected the possible exploitation of the Hadoop Yarn service.,Exploitation,Medium,Linux,Azure Defender
Possible exploitation of the mailserver detected(VM_MailserverExploitation ),Analysis of host data on %{Compromised Host} detected an unusual execution under the mail server account,Exploitation,Medium,Linux,Azure Defender
Possible Log Tampering Activity Detected [seen multiple times],Analysis of host data on %{Compromised Host} detected possible removal of files that tracks user's activity during the course of its operation. Attackers often try to evade detection and leave no trace of malicious activities by deleting such log files. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Possible Log Tampering Activity Detected(VM_SystemLogRemoval),Analysis of host data on %{Compromised Host} detected possible removal of files that tracks user's activity during the course of its operation. Attackers often try to evade detection and leave no trace of malicious activities by deleting such log files.,Defense Evasion,Medium,Linux,Azure Defender
Possible loss of data detected [seen multiple times],Analysis of host data on %{Compromised Host} detected a possible data egress condition. Attackers will often egress data from machines they have compromised. This behavior was seen [x]] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Possible loss of data detected(VM_DataEgressArtifacts),Analysis of host data on %{Compromised Host} detected a possible data egress condition. Attackers will often egress data from machines they have compromised.,"Collection, Exfiltration",Medium,Linux,Azure Defender
Possible malicious web shell detected [seen multiple times](VM_Webshell),Analysis of host data on %{Compromised Host} detected a possible web shell. Attackers will often upload a web shell to a machine they have compromised to gain persistence or for further exploitation. This behavior was seen [x] times today on the following machines: [Machine names],"Persistence, Exploitation",Medium,Linux,Azure Defender
Possible malicious web shell detected,Analysis of host data on %{Compromised Host} detected a possible web shell. Attackers will often upload a web shell to a machine they have compromised to gain persistence or for further exploitation.,-,Medium,Linux,Azure Defender
Possible password change using crypt-method detected [seen multiple times],Analysis of host data on %{Compromised Host} detected password change using crypt method. Attackers can make this change to continue access and gaining persistence after compromise. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Potential overriding of common files [seen multiple times],Analysis of host data has detected common executables being overwritten on %{Compromised Host}. Attackers will overwrite common files as a way to obfuscate their actions or for persistence. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Potential overriding of common files(VM_OverridingCommonFiles),Analysis of host data has detected common executables being overwritten on %{Compromised Host}. Attackers will overwrite common files as a way to obfuscate their actions or for persistence.,Persistence,Medium,Linux,Azure Defender
Potential port forwarding to external IP address [seen multiple times],Analysis of host data on %{Compromised Host} detected the initiation of port forwarding to an external IP address. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Potential port forwarding to external IP address(VM_SuspectPortForwarding),Host data analysis detected the initiation of port forwarding to an external IP address.,"Exfiltration, Command and Control",Medium,Linux,Azure Defender
Potential reverse shell detected [seen multiple times],Analysis of host data on %{Compromised Host} detected a potential reverse shell. These are used to get a compromised machine to call back into a machine an attacker owns. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Potential reverse shell detected(VM_ReverseShell),Analysis of host data on %{Compromised Host} detected a potential reverse shell. These are used to get a compromised machine to call back into a machine an attacker owns.,"Exfiltration, Exploitation",Medium,Linux,Azure Defender
Privileged command run in container,Machine logs indicate that a privileged command was run in a Docker container. A privileged command has extended privileges on the host machine.,-,Low,Linux,Azure Defender
Privileged Container Detected,"Machine logs indicate that a privileged Docker container is running. A privileged container has a full access to the host's resources. If compromised, an attacker can use the privileged container to gain access to the host machine.",-,Low,Linux,Azure Defender
Process associated with digital currency mining detected [seen multiple times],Analysis of host data on %{Compromised Host} detected the execution of a process normally associated with digital currency mining. This behavior was seen over 100 times today on the following machines: [Machine name],-,Medium,Linux,Azure Defender
Process associated with digital currency mining detected,Host data analysis detected the execution of a process that is normally associated with digital currency mining.,"Exploitation, Execution",Medium,Linux,Azure Defender
Process seen accessing the SSH authorized keys file in an unusual way(VM_SshKeyAccess),An SSH authorized keys file has been accessed in a method similar to known malware campaigns. This access can indicate that an attacker is attempting to gain persistent access to a machine.,-,Low,Linux,Azure Defender
Python encoded downloader detected [seen multiple times],Analysis of host data on %{Compromised Host} detected the execution of encoded Python that downloads and runs code from a remote location. This may be an indication of malicious activity. This behavior was seen [x] times today on the following machines: [Machine names],-,Low,Linux,Azure Defender
Screenshot taken on host [seen multiple times],Analysis of host data on %{Compromised Host} detected the user of a screen capture tool. Attackers may use these tools to access private data. This behavior was seen [x] times today on the following machines: [Machine names],-,Low,Linux,Azure Defender
Script extension mismatch detected [seen multiple times],Analysis of host data on %{Compromised Host} detected a mismatch between the script interpreter and the extension of the script file provided as input. This has frequently been associated with attacker script executions. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Script extension mismatch detected(VM_MismatchedScriptFeatures),Analysis of host data on %{Compromised Host} detected a mismatch between the script interpreter and the extension of the script file provided as input. This has frequently been associated with attacker script executions.,Defense Evasion,Medium,Linux,Azure Defender
Shellcode detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected shellcode being generated from the command line. This process could be legitimate activity, or an indication that one of your machines has been compromised. This behavior was seen [x] times today on the following machines: [Machine names]",-,Medium,Linux,Azure Defender
SSH server is running inside a container(VM_ContainerSSH),"Machine logs indicate that an SSH server is running inside a Docker container. While this behavior can be intentional, it frequently indicates that a container is misconfigured or breached.",Execution,Medium,Linux,Azure Defender
Successful SSH brute force attack(VM_SshBruteForceSuccess),Analysis of host data has detected a successful brute force attack. The IP %{Attacker source IP} was seen making multiple login attempts. Successful logins were made from that IP with the following user(s): %{Accounts used to successfully sign in to host}. This means that the host may be compromised and controlled by a malicious actor.,Exploitation,High,Linux,Azure Defender
Suspicious Account Creation Detected,"Analysis of host data on %{Compromised Host} detected creation or use of a local account %{Suspicious account name} : this account name closely resembles a standard Windows account or group name '%{Similar To Account Name}'. This is potentially a rogue account created by an attacker, so named in order to avoid being noticed by a human administrator.",-,Medium,Linux,Azure Defender
Suspicious compilation detected [seen multiple times],Analysis of host data on %{Compromised Host} detected suspicious compilation. Attackers will often compile exploits on a machine they have compromised to escalate privileges. This behavior was seen [x] times today on the following machines: [Machine names],-,Medium,Linux,Azure Defender
Suspicious compilation detected(VM_SuspectCompilation),Analysis of host data on %{Compromised Host} detected suspicious compilation. Attackers will often compile exploits on a machine they have compromised to escalate privileges.,"Privilege Escalation, Exploitation",Medium,Linux,Azure Defender
Suspicious failed execution of custom script extension in your virtual machine(ARM_CustomScriptExtensionSuspiciousFailure),Suspicious failure of a custom script extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Such failures may be associated with malicious scripts run by this extension.,Execution,Medium,Linux,Azure Defender
Suspicious kernel module detected [seen multiple times],"Analysis of host data on %{Compromised Host} detected a shared object file being loaded as a kernel module. This could be legitimate activity, or an indication that one of your machines has been compromised. This behavior was seen [x] times today on the following machines: [Machine names]",-,Medium,Linux,Azure Defender
Suspicious password access [seen multiple times],Analysis of host data has detected suspicious access to encrypted user passwords on %{Compromised Host}. This behavior was seen [x] times today on the following machines: [Machine names],-,Informational,Linux,Azure Defender
Suspicious password access,Analysis of host data has detected suspicious access to encrypted user passwords on %{Compromised Host}.,-,Informational,Linux,Azure Defender
Suspicious PHP execution detected(VM_SuspectPhp),"Machine logs indicate that a suspicious PHP process is running. The action included an attempt to run OS commands or PHP code from the command line using the PHP process. While this behavior can be legitimate, in web applications this behavior is also observed in malicious activities such as attempts to infect websites with web shells.",Execution,Medium,Linux,Azure Defender
Suspicious request to Kubernetes API(VM_KubernetesAPI),"Machine logs indicate that a suspicious request was made to the Kubernetes API. The request was sent from a Kubernetes node, possibly from one of the containers running in the node. Although this behavior can be intentional, it might indicate that the node is running a compromised container.",Execution,Medium,Linux,Azure Defender
Unusual config reset in your virtual machine(ARM_VMAccessUnusualConfigReset),"An unusual config reset was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.While this action may be legitimate, attackers can try utilizing VM Access extension to reset the configuration in your virtual machine and compromise it.",Credential Access,Medium,Linux,Azure Defender
Unusual deletion of custom script extension in your virtual machine(ARM_CustomScriptExtensionUnusualDeletion),Unusual deletion of a custom script extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers may use custom script extensions to execute malicious code on your virtual machines via the Azure Resource Manager.,Execution,Medium,Linux,Azure Defender
Unusual execution of custom script extension in your virtual machine(ARM_CustomScriptExtensionUnusualExecution),Unusual execution of a custom script extension was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.Attackers may use custom script extensions to execute malicious code on your virtual machines via the Azure Resource Manager.,Execution,Medium,Linux,Azure Defender
Unusual user password reset in your virtual machine(ARM_VMAccessUnusualPasswordReset),"An unusual user password reset was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.While this action may be legitimate, attackers can try utilizing the VM Access extension to reset the credentials of a local user in your virtual machine and compromise it.",Credential Access,Medium,Linux,Azure Defender
Unusual user SSH key reset in your virtual machine(ARM_VMAccessUnusualSSHReset),"An unusual user SSH key reset was detected in your virtual machine by analyzing the Azure Resource Manager operations in your subscription.While this action may be legitimate, attackers can try utilizing VM Access extension to reset SSH key of a user account in your virtual machine and compromise it.",Credential Access,Medium,Linux,Azure Defender
An attempt to run Linux commands on a Windows App Service(AppServices_LinuxCommandOnWindows),Analysis of App Service processes detected an attempt to run a Linux command on a Windows App Service. This action was running by the web application. This behavior is often seen during campaigns that exploit a vulnerability in a common web application.(Applies to: App Service on Windows),-,Medium,Azure App Service,Azure Defender
An IP that connected to your Azure App Service FTP Interface was found in Threat Intelligence(AppServices_IncomingTiClientIpFtp),"Azure App Service FTP log indicates a connection from a source address that was found in the threat intelligence feed. During this connection, a user accessed the pages listed.(Applies to: App Service on Windows and App Service on Linux)",Initial Access,Medium,Azure App Service,Azure Defender
Attempt to run high privilege command detected(AppServices_HighPrivilegeCommand),"Analysis of App Service processes detected an attempt to run a command that requires high privileges.The command ran in the web application context. While this behavior can be legitimate, in web applications this behavior is also observed in malicious activities.(Applies to: App Service on Windows)",-,Medium,Azure App Service,Azure Defender
Azure Security Center test alert for App Service (not a threat)(AppServices_EICAR),This is a test alert generated by Azure Security Center. No further action is needed.(Applies to: App Service on Windows and App Service on Linux),-,High,Azure App Service,Azure Defender
Connection to web page from anomalous IP address detected(AppServices_AnomalousPageAccess),"Azure App Service activity log indicates an anomalous connection to a sensitive web page from the listed source IP address. This might indicate that someone is attempting a brute force attack into your web app administration pages. It might also be the result of a new IP address being used by a legitimate user. If the source IP address is trusted, you can safely suppress this alert for this resource. To learn how to suppress Azure Defender alerts, see Suppress alerts from Azure Defender. (Applies to: App Service on Windows and App Service on Linux)",Initial Access,Medium,Azure App Service,Azure Defender
Dangling DNS record for an App Service resource detected(AppServices_DanglingDomain),"A DNS record that points to a recently deleted App Service resource (also known as ""dangling DNS"" entry) has been detected. This leaves you susceptible to a subdomain takeover. Subdomain takeovers enable malicious actors to redirect traffic intended for an organization’s domain to a site performing malicious activity.(Applies to: App Service on Windows and App Service on Linux)",-,High,Azure App Service,Azure Defender
Detected encoded executable in command line data(AppServices_Base64EncodedExecutableInCommandLineParams),"Analysis of host data on {Compromised host} detected a base-64 encoded executable. This has previously been associated with attackers attempting to construct executables on-the-fly through a sequence of commands, and attempting to evade intrusion detection systems by ensuring that no individual command would trigger an alert. This could be legitimate activity, or an indication of a compromised host.(Applies to: App Service on Windows)","Defense Evasion, Execution",High,Azure App Service,Azure Defender
Detected file download from a known malicious source(AppServices_SuspectDownload),Analysis of host data has detected the download of a file from a known malware source on your host.(Applies to: App Service on Linux),"Privilege Escalation, Execution, Exfiltration, Command and Control",Medium,Azure App Service,Azure Defender
Digital currency mining related behavior detected(AppServices_DigitalCurrencyMining),Analysis of host data on Inn-Flow-WebJobs detected the execution of a process or command normally associated with digital currency mining.(Applies to: App Service on Windows and App Service on Linux),Execution,High,Azure App Service,Azure Defender
Executable decoded using certutil(AppServices_ExecutableDecodedUsingCertutil),"Analysis of host data on [Compromised entity] detected that certutil.exe, a built-in administrator utility, was being used to decode an executable instead of its mainstream purpose that relates to manipulating certificates and certificate data. Attackers are known to abuse functionality of legitimate administrator tools to perform malicious actions, for example using a tool such as certutil.exe to decode a malicious executable that will then be subsequently executed.(Applies to: App Service on Windows)","Defense Evasion, Execution",High,Azure App Service,Azure Defender
Fileless Attack Behavior Detected(AppServices_FilelessAttackBehaviorDetection),The memory of the process specified below contains behaviors commonly used by fileless attacks.Specific behaviors include: {list of observed behaviors}(Applies to: App Service on Windows and App Service on Linux),Execution,Medium,Azure App Service,Azure Defender
