legacy_id,is_published,marketplace_url,last_checked
azuresentinel.azure-sentinel-solution-networksecuritygroup,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-networksecuritygroup,2026-01-13
azuresentinel.azure-sentinel-solution-networksession,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-networksession,2026-01-13
azuresentinel.azure-sentinel-solution-networkthreatdetection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-networkthreatdetection,2026-01-13
azuresentinel.azure-sentinel-solution-netwrixauditor,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-netwrixauditor,2026-01-13
azuresentinel.azure-sentinel-solution-neustaripgeopoint,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-neustaripgeopoint,2026-01-13
azuresentinel.azure-sentinel-solution-nginx,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-nginx,2026-01-13
azuresentinel.azure-sentinel-solution-nistsp80053,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-nistsp80053,2026-01-13
azuresentinel.azure-sentinel-solution-nozominetworks,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-nozominetworks,2026-01-13
azuresentinel.azure-sentinel-solution-ocilogs,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ocilogs,2026-01-13
azuresentinel.azure-sentinel-solution-office365,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-office365,2026-01-13
azuresentinel.azure-sentinel-solution-okta,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-okta,2026-01-13
azuresentinel.azure-sentinel-solution-oneloginiam,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-oneloginiam,2026-01-13
azuresentinel.azure-sentinel-solution-opencti,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-opencti,2026-01-13
azuresentinel.azure-sentinel-solution-openvpn,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-openvpn,2026-01-13
azuresentinel.azure-sentinel-solution-oracledbaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-oracledbaudit,2026-01-13
azuresentinel.azure-sentinel-solution-oracleweblogicserver,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-oracleweblogicserver,2026-01-13
azuresentinel.azure-sentinel-solution-ossec,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ossec,2026-01-13
azuresentinel.azure-sentinel-solution-paloaltocdl,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-paloaltocdl,2026-01-13
azuresentinel.azure-sentinel-solution-paloaltopanos,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-paloaltopanos,2026-01-13
azuresentinel.azure-sentinel-solution-paloaltoprisma,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-paloaltoprisma,2026-01-13
azuresentinel.azure-sentinel-solution-pcidsscompliance,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-pcidsscompliance,2026-01-13
azuresentinel.azure-sentinel-solution-pdnsblockdataconnector,false,,2026-01-13
azuresentinel.azure-sentinel-solution-pingfederate,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-pingfederate,2026-01-13
azuresentinel.azure-sentinel-solution-postgresql,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-postgresql,2026-01-13
azuresentinel.azure-sentinel-solution-prismacloudcompute,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-prismacloudcompute,2026-01-13
azuresentinel.azure-sentinel-solution-pulseconnectsecure,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-pulseconnectsecure,2026-01-13
azuresentinel.azure-sentinel-solution-qualysvmknowledgebase,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-qualysvmknowledgebase,2026-01-13
azuresentinel.azure-sentinel-solution-rapid7insightvm,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-rapid7insightvm,2026-01-13
azuresentinel.azure-sentinel-solution-resourcegraph,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-resourcegraph,2026-01-13
azuresentinel.azure-sentinel-solution-riskiq,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-riskiq,2026-01-13
azuresentinel.azure-sentinel-solution-salesforceservicecloud,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-salesforceservicecloud,2026-01-13
azuresentinel.azure-sentinel-solution-securid,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-securid,2026-01-13
azuresentinel.azure-sentinel-solution-securityevents,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-securityevents,2026-01-13
azuresentinel.azure-sentinel-solution-securitythreatessentialsol,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-securitythreatessentialsol,2026-01-13
azuresentinel.azure-sentinel-solution-sentinelone,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sentinelone,2026-01-13
azuresentinel.azure-sentinel-solution-sentinelsoaressentials,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sentinelsoaressentials,2026-01-13
azuresentinel.azure-sentinel-solution-servicebus,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-servicebus,2026-01-13
azuresentinel.azure-sentinel-solution-servicenow,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-servicenow,2026-01-13
azuresentinel.azure-sentinel-solution-sevcosecurity,false,,2026-01-13
azuresentinel.azure-sentinel-solution-shodan,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-shodan,2026-01-13
azuresentinel.azure-sentinel-solution-slackaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-slackaudit,2026-01-13
azuresentinel.azure-sentinel-solution-snowflake,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-snowflake,2026-01-13
azuresentinel.azure-sentinel-solution-socprocessframework,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-socprocessframework,2026-01-13
azuresentinel.azure-sentinel-solution-sophosep,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sophosep,2026-01-13
azuresentinel.azure-sentinel-solution-sophosxgfirewall,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sophosxgfirewall,2026-01-13
azuresentinel.azure-sentinel-solution-sox-it-compliance,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sox-it-compliance,2026-01-13
azuresentinel.azure-sentinel-solution-squidproxy,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-squidproxy,2026-01-13
azuresentinel.azure-sentinel-solution-streamanalytics,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-streamanalytics,2026-01-13
azuresentinel.azure-sentinel-solution-symantecendpointprotection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-symantecendpointprotection,2026-01-13
azuresentinel.azure-sentinel-solution-symantecvip,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-symantecvip,2026-01-13
azuresentinel.azure-sentinel-solution-syslog,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-syslog,2026-01-13
azuresentinel.azure-sentinel-solution-sysmonforlinux,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-sysmonforlinux,2026-01-13
azuresentinel.azure-sentinel-solution-thehive,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-thehive,2026-01-13
azuresentinel.azure-sentinel-solution-threatintelligence-taxii,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-taxii,2026-01-13
azuresentinel.azure-sentinel-solution-threatintelligence-updated,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-updated,2026-01-13
azuresentinel.azure-sentinel-solution-threatintelligenceazuregov,false,,2026-01-13
azuresentinel.azure-sentinel-solution-threatxwaf,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatxwaf,2026-01-13
azuresentinel.azure-sentinel-solution-trendmicroapexone,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-trendmicroapexone,2026-01-13
azuresentinel.azure-sentinel-solution-ubiquitiunifi,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ubiquitiunifi,2026-01-13
azuresentinel.azure-sentinel-solution-uebaessentials,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-uebaessentials,2026-01-13
azuresentinel.azure-sentinel-solution-unifiedmicrosoftsocforot,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-unifiedmicrosoftsocforot,2026-01-13
azuresentinel.azure-sentinel-solution-urlhaus,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-urlhaus,2026-01-13
azuresentinel.azure-sentinel-solution-vcenter,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-vcenter,2026-01-13
azuresentinel.azure-sentinel-solution-virustotal,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-virustotal,2026-01-13
azuresentinel.azure-sentinel-solution-vmwarecarbonblack,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-vmwarecarbonblack,2026-01-13
azuresentinel.azure-sentinel-solution-vmwareesxi,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-vmwareesxi,2026-01-13
azuresentinel.azure-sentinel-solution-watchlistsutilities,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-watchlistsutilities,2026-01-13
azuresentinel.azure-sentinel-solution-websession-domain,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-websession-domain,2026-01-13
azuresentinel.azure-sentinel-solution-webshellsthreatprotection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-webshellsthreatprotection,2026-01-13
azuresentinel.azure-sentinel-solution-windowsfirewall,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-windowsfirewall,2026-01-13
azuresentinel.azure-sentinel-solution-windowsforwardedevents,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-windowsforwardedevents,2026-01-13
azuresentinel.azure-sentinel-solution-workday,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-workday,2026-01-13
azuresentinel.azure-sentinel-solution-workplacefromfacebook,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-workplacefromfacebook,2026-01-13
azuresentinel.azure-sentinel-solution-zerotrust,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-zerotrust,2026-01-13
azuresentinel.azure-sentinel-solution-zincopensource,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-zincopensource,2026-01-13
azuresentinel.azure-sentinel-solution-zoomreports,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-zoomreports,2026-01-13
azuresentinel.azure-sentinel-solution-zscalerprivateaccess,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-zscalerprivateaccess,2026-01-13
azuresentinel.azure-sentinel-symantec-proxysg,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-symantec-proxysg,2026-01-13
azuresentinel.azuresentinel.trendmicrocas,false,,2026-01-13
azuresentinel.symantec_icdx_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.symantec_icdx_mss,2026-01-13
barracudanetworks.barracuda_web_application_firewall_mss,false,,2026-01-13
bettermobilesecurityinc.better_mtd_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bettermobilesecurityinc.better_mtd_mss,2026-01-13
bigid.azure-sentinel-solution-bigid,false,,2026-01-13
bitsighttechnologiesinc1695119434818.bitsight_v1,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bitsighttechnologiesinc1695119434818.bitsight_v1,2026-01-13
blinkoperations1709924858838.azure-sentinel-blink_automation,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blinkoperations1709924858838.azure-sentinel-blink_automation,2026-01-13
centurylink.azure-sentinel-solution-lumen-defender-threat-feed,false,,2026-01-13
cert_orange_cyberdefense.microsoft-sentinel-solution-datalake2sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cert_orange_cyberdefense.microsoft-sentinel-solution-datalake2sentinel,2026-01-13
checkpoint.azure-sentinel-checkpoint-cyberint-ioc,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/checkpoint.azure-sentinel-checkpoint-cyberint-ioc,2026-01-13
checkpoint.checkpoint-cyberint-solutions-alerts,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/checkpoint.checkpoint-cyberint-solutions-alerts,2026-01-13
checkpoint.checkpoint-sentinel-solutions,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/checkpoint.checkpoint-sentinel-solutions,2026-01-13
checkpoint.checkpoint-sentinel-solutions-cloud-guard,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/checkpoint.checkpoint-sentinel-solutions-cloud-guard,2026-01-13
cisco.cisco-catalyst-sdwan-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-catalyst-sdwan-sentinel,2026-01-13
cisco.cisco-etd-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-etd-sentinel,2026-01-13
cisco.cisco-firepower-estreamer,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-firepower-estreamer,2026-01-13
cisco.duo-security-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.duo-security-sentinel,2026-01-13
citrix.citrix_analytics_for_security_mss,false,,2026-01-13
citrix.citrix_waf_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/citrix.citrix_waf_mss,2026-01-13
claroty1709722359369.microsoft-sentinel-solution-xdome,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/claroty1709722359369.microsoft-sentinel-solution-xdome,2026-01-13
cloudflare.azure-sentinel-solution-cloudflare-ccf,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cloudflare.azure-sentinel-solution-cloudflare-ccf,2026-01-13
cloudflare.cloudflare_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cloudflare.cloudflare_sentinel,2026-01-13
cofense.cofense-intelligence-sentinel,false,,2026-01-13
cofense.cofense-triage-sentinel,false,,2026-01-13
cognytetechnologiesisraelltd.microsoft-sentinel-solution-cognyte-luminar,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cognytetechnologiesisraelltd.microsoft-sentinel-solution-cognyte-luminar,2026-01-13
cohesitydev1592001764720.cohesity_sentinel_data_connector,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cohesitydev1592001764720.cohesity_sentinel_data_connector,2026-01-13
commvault.microsoft-sentinel-solution-commvaultsecurityiq,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/commvault.microsoft-sentinel-solution-commvaultsecurityiq,2026-01-13
contrast_security.contrast_adr_azure_sentinel_solution,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/contrast_security.contrast_adr_azure_sentinel_solution,2026-01-13
contrast_security.contrast_protect_azure_sentinel_solution,false,,2026-01-13
corelightinc1584998267292.corelight-for-azure-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/corelightinc1584998267292.corelight-for-azure-sentinel,2026-01-13
criblinc1673975616879.microsoft-sentinel-solution-cribl,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/criblinc1673975616879.microsoft-sentinel-solution-cribl,2026-01-13
cteranetworksltd1651947437632.ctera-microsoft-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cteranetworksltd1651947437632.ctera-microsoft-sentinel,2026-01-13
ctm360wll1698919697848.ctm360_microsoft_sentinel_solution,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ctm360wll1698919697848.ctm360_microsoft_sentinel_solution,2026-01-13
cyberark.cyberark_audit_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyberark.cyberark_audit_sentinel,2026-01-13
cyberark.cyberark_epv_events_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyberark.cyberark_epv_events_mss,2026-01-13
cyberark.cybr_epm_sentinel,false,,2026-01-13
cyberdefensegroupbv1625581149103.eset_protect,false,,2026-01-13
cyberpion1597832716616.cyberpion_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyberpion1597832716616.cyberpion_mss,2026-01-13
cybersixgill1657701397011.azure-sentinel-cybersixgill-actionable-alerts,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cybersixgill1657701397011.azure-sentinel-cybersixgill-actionable-alerts,2026-01-13
cybleinc1737472004964.cybleinc1737472004964-azure-sentinel-offerid,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cybleinc1737472004964.cybleinc1737472004964-azure-sentinel-offerid,2026-01-13
cyborgsecurityinc1689265652101.azure-sentinel-solution-cyborgsecurity-hunter,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyborgsecurityinc1689265652101.azure-sentinel-solution-cyborgsecurity-hunter,2026-01-13
cyera1658314682323.azure-sentinel-solution-cyeradspm,false,,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-attack-surface,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-attack-surface,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-brand-intelligence,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-brand-intelligence,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-cyber-intelligence,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-cyber-intelligence,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-digital-risk,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-digital-risk,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-vulnerabilities,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirma-vulnerabilities,2026-01-13
cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirmacompromisedaccounts,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cyfirmaholdingspteltd1742879329545.azure-sentinel-solution-cyfirmacompromisedaccounts,2026-01-13
cynerio1681887657820.cynerio-medical-device-security-sentinel-connector,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cynerio1681887657820.cynerio-medical-device-security-sentinel-connector,2026-01-13
cywarelabsinc1709256751930.microsoft-sentinel-solution-cyware,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cywarelabsinc1709256751930.microsoft-sentinel-solution-cyware,2026-01-13
darktrace1655286944672.darktrace_for_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/darktrace1655286944672.darktrace_for_sentinel,2026-01-13
darktrace1655286944672.darktrace_mss,false,,2026-01-13
dataminrinc1648845584891.dataminr_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dataminrinc1648845584891.dataminr_sentinel,2026-01-13
datawiza.datawiza-sentinel-solution-dap,false,,2026-01-13
defendlimited1682894612656.cortex_xdr_connector,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/defendlimited1682894612656.cortex_xdr_connector,2026-01-13
defendlimited1682894612656.microsoft-sentinel-solution-atlassian-beacon,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/defendlimited1682894612656.microsoft-sentinel-solution-atlassian-beacon,2026-01-13
delineainc1653506022260.delinea_secret_server_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/delineainc1653506022260.delinea_secret_server_mss,2026-01-13
derdack.azure-sentinel-solution-signl4,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/derdack.azure-sentinel-solution-signl4,2026-01-13
digitalshadows1662022995707.digitalshadows_searchlight_for_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/digitalshadows1662022995707.digitalshadows_searchlight_for_sentinel,2026-01-13
domaintoolsllc1647901527537.domaintools-iris-investigate,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/domaintoolsllc1647901527537.domaintools-iris-investigate,2026-01-13
doppel.azure-sentinel-solution-doppel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/doppel.azure-sentinel-solution-doppel,2026-01-13
dragosinc1734451815609.microsoft-sentinel-solution-dragos,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dragosinc1734451815609.microsoft-sentinel-solution-dragos,2026-01-13
druva-azuresentinel-solution.azure-sentinel-solution-druva,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/druva-azuresentinel-solution.azure-sentinel-solution-druva,2026-01-13
dynatrace.dynatrace_azure_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dynatrace.dynatrace_azure_sentinel,2026-01-13
egress1589289169584.azure-sentinel-solution-egress-defend,false,,2026-01-13
egress1589289169584.egress-sentinel,false,,2026-01-13
ermes.azure-sentinel-solution-ermes-browser-security,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ermes.azure-sentinel-solution-ermes-browser-security,2026-01-13
eset.eset-protect-platform-solution,false,,2026-01-13
esetresearch1579795941720.Eset_Security_Management_Center_MSS,false,,2026-01-13
esetresearch1579795941720.eset_enterprise_inspector_mss,false,,2026-01-13
extrahop.extrahop-revealx-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/extrahop.extrahop-revealx-sentinel,2026-01-13
extrahop.extrahop_revealx_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/extrahop.extrahop_revealx_mss,2026-01-13
f5-networks.f5_bigip_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/f5-networks.f5_bigip_mss,2026-01-13
f5-networks.f5_networks_data_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/f5-networks.f5_networks_data_mss,2026-01-13
falconforcebv1623147592118.falconfriday_content,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/falconforcebv1623147592118.falconfriday_content,2026-01-13
feedlyinc1693853810319.azure-sentinel-solution-feedly,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedlyinc1693853810319.azure-sentinel-solution-feedly,2026-01-13
flaresystmesinc1617114736428.flare-systems-firework-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/flaresystmesinc1617114736428.flare-systems-firework-sentinel,2026-01-13
forescout.azure-sentinel-eyeinspectotsecurity,false,,2026-01-13
forescout.azure-sentinel-solution-forescout,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/forescout.azure-sentinel-solution-forescout,2026-01-13
fortinet.fortindrcloud-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fortinet.fortindrcloud-sentinel,2026-01-13
garrisontechnologyltd1725375696148.microsoft-sentinel-solution-garrison-ultra,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/garrisontechnologyltd1725375696148.microsoft-sentinel-solution-garrison-ultra,2026-01-13
gigamon-inc.microsoft-sentinel-solution-gigamon,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gigamon-inc.microsoft-sentinel-solution-gigamon,2026-01-13
greynoiseintelligenceinc1681236078693.microsoft-sentinel-byol-greynoise,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/greynoiseintelligenceinc1681236078693.microsoft-sentinel-byol-greynoise,2026-01-13
halcyonransomware.azure-sentinel-solution-halcyon,false,,2026-01-13
holmsecurityswedenab1639511288603.holmsecurity_sc_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/holmsecurityswedenab1639511288603.holmsecurity_sc_sentinel,2026-01-13
hyas.a-hyas-insight-azure-sentinel-solutions-gallery,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hyas.a-hyas-insight-azure-sentinel-solutions-gallery,2026-01-13
hyas.microsoft-sentinel-solution-hyas-protect,false,,2026-01-13
iboss.iboss-sentinel-connector,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iboss.iboss-sentinel-connector,2026-01-13
idbllc1687537942583.microsoft-sentinel-solution-ipinfo-ipintelligence,false,,2026-01-13
illumioinc1629822633689.azure-sentinel-solution-illumioinsight,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/illumioinc1629822633689.azure-sentinel-solution-illumioinsight,2026-01-13
illumioinc1629822633689.illumio_sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/illumioinc1629822633689.illumio_sentinel,2026-01-13
illusivenetworks.illusive_platform_mss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/illusivenetworks.illusive_platform_mss,2026-01-13
imperva.Imperva_WAF_Gateway_MSS,false,,2026-01-13
infoblox.infoblox-app-for-microsoft-sentinel,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infoblox.infoblox-app-for-microsoft-sentinel,2026-01-13
infoblox.infoblox-cdc-solution,false,,2026-01-13
