TenantId,SourceSystem,TimeGenerated [Local Time],ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,EndTime [Local Time],ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,StartTime [Local Time],SourceUserID,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,Type
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/4/2022, 12:23:05.000 PM",,Palo Alto Networks,Cortex XDR,XDR IOC,9,,Detected,Detected,cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,IOC (Acrobat.exe),,,,,,,,,,,,,,,,,,,,,,,,,,,10287,,74293f4b08ee61524404d9c15412f0e3b2f1a55ed501c6bc361a2b2776d885e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acrobat_sl.exe,Initiated by,"""C:\\Program Files\\Adobe\\Acrobat DC\\Acrobat\\Acrobat_sl.exe""",Initiator CMD,SIGNATURE_SIGNED-Adobe Inc.,Signature,AdobeARM.exe,CGO name,"""C:\\Program Files (x86)\\Common Files\\Adobe\\ARM\\1.0\\AdobeARM.exe""",CGO CMD,SIGNATURE_SIGNED-Adobe Inc.,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/12/2022, 10:19:41.000 AM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Reported),Detected (Reported),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10633,,1324FCF650F537F745C04EAEDAEFD6BB054F6D42AB5656EE708823AAF3EAD54D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notepad.exe,Initiated by,"""C:\\Users\\anonymous9396\\Desktop\\notepad.exe""",Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/12/2022, 10:20:41.000 AM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Reported),Detected (Reported),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10634,,1324FCF650F537F745C04EAEDAEFD6BB054F6D42AB5656EE708823AAF3EAD54D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notepad.exe,Initiated by,"""C:\\Users\\anonymous9396\\Desktop\\notepad.exe""",Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 6:09:36.000 PM",,Palo Alto Networks,Cortex XDR,XDR IOC,8,,Detected,Detected,cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,IOC (firefox.exe),,,,,,,,,,,,,,,,,,,,,,,,,,,10432,,ea9792f93b4b41383c5845d7c2d0f0ad09dcb33f933916357811d9230c8af413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explorer.exe,Initiated by,C:\\WINDOWS\\Explorer.EXE,Initiator CMD,SIGNATURE_SIGNED-Microsoft Corporation,Signature,explorer.exe,CGO name,C:\\WINDOWS\\Explorer.EXE,CGO CMD,SIGNATURE_SIGNED-Microsoft Corporation,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 6:24:35.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10435,,543C5C3174A34832238C72481C01E49EAC6DEF8693815D744F865618C96EA95C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:06.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10436,,5473EE1A85C0DAFA8F7848B28381A9024D4FEAFED078664B61D4543E29D31ED9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:07.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10451,,606F0E3853087DAAE973885E1C8C263EFD837B18A8769DD9CFFE6F039B597945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:07.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10437,,C1B9473C3DB907A81C0525A6EB6DDC83C73DD1EBB9686E832AAD32C9812E7B69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:08.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10439,,AE06BDF1D91AEB420FE554F3F0491AF74998F9655BD1A1CB83281D6A56C98ED5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:08.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10455,,C3B6F81B25C7315D9A856DBC0ED1B129B2E0B39553FBD8A50A4145DE6AA8ED42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:09.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10438,,06F1AABA68A23D85601AD069DD5FF9CFF03EF4BD9500A4EE1D4EDCD290B521E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:09.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10446,,E6F2B9E53C7E38B725DD5605FB1D6527128BFE0F9A17EF305505BDC7A0771A79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:09.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10441,,5C7CE3B34CEE3DCF8DE0B771F24A0F65E5F23022CCEB8A4530376910DEE4197F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:10.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10440,,775855F0FD33D1099FCAB8F8119A2A64CA11DFA56A94B0C828B7A5398C2A3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:10.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10450,,F04204EFD259771DDC0D09C5C7BE5A8B531281645B4AC113894C1000EA7802B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:11.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10443,,2E560514DA8FA290BE043D860743BE69D93F08BF68AEE6C80ECCDA2C443F2C05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:11.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10447,,E618F8E0FBD05AAB8EC878940E9018575B16197426A672CF5B07EFEFADF3D27E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:12.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10449,,F1D37EAEE95513680629D9291F9E6C2C074FD2419A0358E8C3BD0A4646FA8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:12.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10445,,2658640CCF64506C684F19F8129EC16714848A7D50C684DA07080A87AE28F699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:13.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10442,,24ABAB4054BDA1B846B012F71DD0687B4FD4069AFC5FDA8102A0909E2C85CB6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:13.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10454,,F9DA84D51A436405BFDE86E2A5ABBB4BD19CC1226BC07A9F89C1153437A70797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:13.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10444,,EE24D1D448FFFEA3983DA1A51FF4B2A37426A5651B9D93AEE5959389DE743F07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:14.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10452,,A905B11ABAECC50B087CA9900E6A45B30403D7EE10E18C9D43EF9CF72C1D4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:14.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10453,,7841A4FE82ABAA7E8822242D701A3BFCABB6FC0D7227FC12628349564E5FD6AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:15.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10448,,E8950DFC957D2323F55944075134FF945BB8C467E48C1B4B7C86725B09460DA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:35.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10472,,A8BE7714CE60D8DBA4348591EFB4C7E992B39952DAFFA0D14DCC6327E684B209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
2d122424-xxxxxxxxxxx-xxxx-xxxxxxxx788xxx,OpsManager,"4/6/2022, 7:23:36.000 PM",,Palo Alto Networks,Cortex XDR,XDR Agent,8,,Detected (Scanned),Detected (Scanned),cortexxdr,,None,,,,,,,,,,,,,,,,,,,,Cortex XDR 3.2.0,WildFire Malware,,,,,,,,,,,,,,,,,,,,,,,,,,,10474,,0CE3870B6724C7E84DD741B048E5698A6A4E9FC91A272851A5A47C9236DF2DA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initiated by,,Initiator CMD,SIGNATURE_UNAVAILABLE-None,Signature,,CGO name,,CGO CMD,SIGNATURE_UNAVAILABLE-None,CGO Signature,,,,,,,,,,,,,,,CommonSecurityLog
