2022-05-18 11:50:50.361 event=audit-configuration-change; audit-enabled; success=true; user=senitized@senitized; roles=admin;
2022-07-04 06:45:00.110 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 06:45:00.114 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 06:45:00.127 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942300/host-raw.xml; database=Meters; success=true;
2022-07-04 06:45:00.130 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 06:45:00.143 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942300/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:45:00.157 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 06:45:00.170 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 06:45:00.174 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942300/server-raw.xml; database=Meters; success=true;
2022-07-04 06:45:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 06:45:00.196 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 06:46:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942360/host-raw.xml; database=Meters; success=true;
2022-07-04 06:46:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942360/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:46:00.253 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942360/server-raw.xml; database=Meters; success=true;
2022-07-04 06:46:00.257 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942360/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:47:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942420/host-raw.xml; database=Meters; success=true;
2022-07-04 06:47:00.235 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942420/server-raw.xml; database=Meters; success=true;
2022-07-04 06:47:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942420/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:47:00.253 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942420/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:48:00.272 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942480/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:48:00.289 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942480/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:48:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942480/server-raw.xml; database=Meters; success=true;
2022-07-04 06:48:00.305 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942480/host-raw.xml; database=Meters; success=true;
2022-07-04 06:49:00.169 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942540/host-raw.xml; database=Meters; success=true;
2022-07-04 06:49:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942540/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:49:00.188 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942540/server-raw.xml; database=Meters; success=true;
2022-07-04 06:49:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942540/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:50:00.148 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 06:50:00.154 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942600/host-raw.xml; database=Meters; success=true;
2022-07-04 06:50:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 06:50:00.159 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 06:50:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 06:50:00.188 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942600/server-raw.xml; database=Meters; success=true;
2022-07-04 06:50:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 06:50:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 06:50:00.210 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942600/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:50:00.223 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 06:50:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 06:50:00.241 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942600/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:51:00.057 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942660/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:51:00.073 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942660/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:51:00.087 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942660/host-raw.xml; database=Meters; success=true;
2022-07-04 06:51:00.089 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942660/server-raw.xml; database=Meters; success=true;
2022-07-04 06:52:00.136 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942720/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:52:00.153 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942720/host-raw.xml; database=Meters; success=true;
2022-07-04 06:52:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942720/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:52:00.170 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942720/server-raw.xml; database=Meters; success=true;
2022-07-04 06:53:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942780/host-raw.xml; database=Meters; success=true;
2022-07-04 06:53:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942780/server-raw.xml; database=Meters; success=true;
2022-07-04 06:53:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942780/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:53:00.255 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942780/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:54:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942840/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:54:00.207 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942840/server-raw.xml; database=Meters; success=true;
2022-07-04 06:54:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942840/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:54:00.226 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942840/host-raw.xml; database=Meters; success=true;
2022-07-04 06:55:00.074 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942900/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:55:00.089 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942900/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:55:00.103 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942900/host-raw.xml; database=Meters; success=true;
2022-07-04 06:55:00.106 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942900/server-raw.xml; database=Meters; success=true;
2022-07-04 06:56:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942960/server-raw.xml; database=Meters; success=true;
2022-07-04 06:56:00.075 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 06:56:00.078 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 06:56:00.081 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942960/host-raw.xml; database=Meters; success=true;
2022-07-04 06:56:00.083 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 06:56:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 06:56:00.113 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942960/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:56:00.129 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 06:56:00.144 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 06:56:00.147 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656942960/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:56:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 06:56:00.177 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 06:57:00.127 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943020/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:57:00.144 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943020/host-raw.xml; database=Meters; success=true;
2022-07-04 06:57:00.146 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943020/server-raw.xml; database=Meters; success=true;
2022-07-04 06:57:00.150 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943020/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:58:00.145 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943080/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:58:00.162 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 06:58:00.166 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 06:58:00.182 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943080/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:58:00.198 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943080/host-raw.xml; database=Meters; success=true;
2022-07-04 06:58:00.200 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943080/server-raw.xml; database=Meters; success=true;
2022-07-04 06:58:00.204 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 06:58:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 06:59:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943140/databases-raw.xml; database=Meters; success=true;
2022-07-04 06:59:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 06:59:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943140/server-raw.xml; database=Meters; success=true;
2022-07-04 06:59:00.250 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943140/forest-raw.xml; database=Meters; success=true;
2022-07-04 06:59:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943140/host-raw.xml; database=Meters; success=true;
2022-07-04 06:59:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 06:59:00.284 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 06:59:00.299 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 07:00:00.167 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943200/usage.xml; database=Meters; success=true;
2022-07-04 07:00:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943200/features.xml; database=Meters; success=true;
2022-07-04 07:00:01.150 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/host-hour.xml; database=Meters; success=true;
2022-07-04 07:00:01.154 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943201/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:00:01.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/databases-hour.xml; database=Meters; success=true;
2022-07-04 07:00:01.188 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943201/host-raw.xml; database=Meters; success=true;
2022-07-04 07:00:01.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943201/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:00:01.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/forest-hour.xml; database=Meters; success=true;
2022-07-04 07:00:01.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656939660/server-hour.xml; database=Meters; success=true;
2022-07-04 07:00:01.224 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943201/server-raw.xml; database=Meters; success=true;
2022-07-04 07:01:00.198 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:01:00.218 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 07:01:00.222 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/forest-hour.xml; database=Meters; success=true;
2022-07-04 07:01:00.236 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 07:01:00.250 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 07:01:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/databases-hour.xml; database=Meters; success=true;
2022-07-04 07:01:00.278 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 07:01:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/host-raw.xml; database=Meters; success=true;
2022-07-04 07:01:00.284 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/server-raw.xml; database=Meters; success=true;
2022-07-04 07:01:00.287 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:01:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/server-hour.xml; database=Meters; success=true;
2022-07-04 07:01:00.305 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/host-hour.xml; database=Meters; success=true;
2022-07-04 07:02:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943320/server-raw.xml; database=Meters; success=true;
2022-07-04 07:02:00.273 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943320/host-raw.xml; database=Meters; success=true;
2022-07-04 07:02:00.275 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943320/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:02:00.290 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943320/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:03:00.075 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943380/server-raw.xml; database=Meters; success=true;
2022-07-04 07:03:00.080 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943380/host-raw.xml; database=Meters; success=true;
2022-07-04 07:03:00.083 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943380/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:03:00.097 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943380/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:04:00.082 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943440/host-raw.xml; database=Meters; success=true;
2022-07-04 07:04:00.087 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943440/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:04:00.101 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943440/server-raw.xml; database=Meters; success=true;
2022-07-04 07:04:00.105 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943440/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:05:00.214 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943500/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:05:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943500/server-raw.xml; database=Meters; success=true;
2022-07-04 07:05:00.234 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943500/host-raw.xml; database=Meters; success=true;
2022-07-04 07:05:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943500/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:06:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943560/server-raw.xml; database=Meters; success=true;
2022-07-04 07:06:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 07:06:00.234 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/forest-hour.xml; database=Meters; success=true;
2022-07-04 07:06:00.249 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 07:06:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 07:06:00.278 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943560/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:06:00.292 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/databases-hour.xml; database=Meters; success=true;
2022-07-04 07:06:00.307 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943560/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:06:00.321 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 07:06:00.325 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943560/host-raw.xml; database=Meters; success=true;
2022-07-04 07:06:00.328 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/server-hour.xml; database=Meters; success=true;
2022-07-04 07:06:00.331 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/host-hour.xml; database=Meters; success=true;
2022-07-04 07:07:00.112 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943620/server-raw.xml; database=Meters; success=true;
2022-07-04 07:07:00.119 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943620/host-raw.xml; database=Meters; success=true;
2022-07-04 07:07:00.122 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943620/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:07:00.138 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943620/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:08:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943680/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:08:00.208 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943680/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:08:00.224 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943680/host-raw.xml; database=Meters; success=true;
2022-07-04 07:08:00.226 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943680/server-raw.xml; database=Meters; success=true;
2022-07-04 07:09:00.198 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943740/server-raw.xml; database=Meters; success=true;
2022-07-04 07:09:00.203 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943740/host-raw.xml; database=Meters; success=true;
2022-07-04 07:09:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943740/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:09:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943740/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:10:00.152 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943800/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:10:00.168 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943800/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:10:00.184 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943800/host-raw.xml; database=Meters; success=true;
2022-07-04 07:10:00.187 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943800/server-raw.xml; database=Meters; success=true;
2022-07-04 07:11:00.141 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943860/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:11:00.159 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943860/server-raw.xml; database=Meters; success=true;
2022-07-04 07:11:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943860/host-raw.xml; database=Meters; success=true;
2022-07-04 07:11:00.165 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943860/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:12:00.124 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 07:12:00.130 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/forest-hour.xml; database=Meters; success=true;
2022-07-04 07:12:00.146 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943920/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:12:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 07:12:00.175 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 07:12:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943920/host-raw.xml; database=Meters; success=true;
2022-07-04 07:12:00.194 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/databases-hour.xml; database=Meters; success=true;
2022-07-04 07:12:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943920/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:12:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 07:12:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943920/server-raw.xml; database=Meters; success=true;
2022-07-04 07:12:00.234 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/server-hour.xml; database=Meters; success=true;
2022-07-04 07:12:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/host-hour.xml; database=Meters; success=true;
2022-07-04 07:13:00.191 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943980/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:13:00.208 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943980/server-raw.xml; database=Meters; success=true;
2022-07-04 07:13:00.212 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943980/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:13:00.226 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943980/host-raw.xml; database=Meters; success=true;
2022-07-04 07:14:00.111 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944040/host-raw.xml; database=Meters; success=true;
2022-07-04 07:14:00.116 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944040/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:14:00.131 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944040/server-raw.xml; database=Meters; success=true;
2022-07-04 07:14:00.135 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944040/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:15:00.172 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944100/host-raw.xml; database=Meters; success=true;
2022-07-04 07:15:00.176 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944100/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:15:00.192 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944100/server-raw.xml; database=Meters; success=true;
2022-07-04 07:15:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944100/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:16:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944160/server-raw.xml; database=Meters; success=true;
2022-07-04 07:16:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944160/forest-raw.xml; database=Meters; success=true;
2022-07-04 07:16:00.252 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944160/databases-raw.xml; database=Meters; success=true;
2022-07-04 07:16:00.269 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944160/host-raw.xml; database=Meters; success=true;
2022-07-04 07:17:00.259 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/forest-hour.xml; database=Meters; success=true;
2022-07-04 07:17:00.276 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 07:17:00.281 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944220/server-raw.xml; database=Meters; success=true;
2022-07-04 07:17:00.284 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 07:17:00.299 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656944220/host-raw.xml; database=Meters; success=true;
2022-07-04 07:17:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 07:17:00.316 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656943260/databases-hour.xml; database=Meters; success=true;
