OperationName,Level,ActivityStatus,ActivitySubstatus,ResourceGroup,SubscriptionId,CorrelationId,Caller,CallerIpAddress,Category,HTTPRequest,Properties,EventSubmissionTimestamp [UTC],Authorization,ResourceId,OperationId,ResourceProvider,Resource,EventDataId,TimeGenerated [UTC]
List Trigger Callback URL,Informational,Succeeded,OK (HTTP Status Code: 200),ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,ab8b14b7-4823-4c40-b313-762e1492f92b,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.224.188.169,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.224.188.169"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""westus2:aef74cca-4216-45cd-bd82-bcaf5a1225fa"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:42:07.247 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,ab8b14b7-4823-4c40-b313-762e1492f92b,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,6bfad796-213f-41af-a1c7-624811d99e6a,"4/26/2021, 5:40:47.188 PM"
List Trigger Callback URL,Informational,Started,,ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,ab8b14b7-4823-4c40-b313-762e1492f92b,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.224.188.169,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.224.188.169"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:42:07.247 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,ab8b14b7-4823-4c40-b313-762e1492f92b,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,cba3f8c0-9426-4c45-86c2-7f1c9dcc8da7,"4/26/2021, 5:40:47.059 PM"
Trigger Run,Informational,Succeeded,OK (HTTP Status Code: 200),CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,47e5f209-2beb-4fe0-ad75-d6554d6e879a,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""fe481517-f106-4a70-aeb6-893d40a6b016"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""eastus:514e2aae-e14e-48d6-a257-b0231a9a3d17"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence"",
  ""message"": ""Microsoft.Logic/workflows/triggers/run/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.236 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/run/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence,47e5f209-2beb-4fe0-ad75-d6554d6e879a,Microsoft.Logic,Recurrence,fe3b5827-9fa5-49f0-a4af-483210818e56,"4/26/2021, 5:40:30.472 PM"
Trigger Run,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,47e5f209-2beb-4fe0-ad75-d6554d6e879a,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""fe481517-f106-4a70-aeb6-893d40a6b016"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence"",
  ""message"": ""Microsoft.Logic/workflows/triggers/run/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.216 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/run/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun/triggers/Recurrence,47e5f209-2beb-4fe0-ad75-d6554d6e879a,Microsoft.Logic,Recurrence,0df7a027-bccf-4a2c-8dcc-72bcb4d1de9b,"4/26/2021, 5:40:28.957 PM"
Set Workflow,Informational,Succeeded,OK (HTTP Status Code: 200),CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""fe481517-f106-4a70-aeb6-893d40a6b013"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""eastus:d53ffad1-fccb-4f5e-b717-f2525f40a20f"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/workflows/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.214 PM","{
  ""action"": ""Microsoft.Logic/workflows/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,Microsoft.Logic,Get-TenableVlun,0a1203da-4114-4b6d-83d2-2901aa87e3b5,"4/26/2021, 5:40:22.762 PM"
'deployIfNotExists' Policy action.,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,inwafula@buildseccxpninja.onmicrosoft.com,,Policy,,"{
  ""eventCategory"": ""Policy"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Authorization/policies/deployIfNotExists/action"",
  ""hierarchy"": """"
}","4/26/2021, 5:41:37.214 PM","{
  ""action"": ""Microsoft.Logic/workflows/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,Microsoft.Logic,Get-TenableVlun,9f12c020-26b3-4e70-9259-acd02a797382,"4/26/2021, 5:40:22.672 PM"
'auditIfNotExists' Policy action.,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,inwafula@buildseccxpninja.onmicrosoft.com,,Policy,,"{
  ""eventCategory"": ""Policy"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Authorization/policies/auditIfNotExists/action"",
  ""hierarchy"": """"
}","4/26/2021, 5:41:37.214 PM","{
  ""action"": ""Microsoft.Logic/workflows/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,Microsoft.Logic,Get-TenableVlun,b5bcec4e-4d8b-4465-ba3c-9c027bdcfd34,"4/26/2021, 5:40:22.672 PM"
Set Workflow,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""fe481517-f106-4a70-aeb6-893d40a6b013"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/workflows/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.213 PM","{
  ""action"": ""Microsoft.Logic/workflows/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/workflows/Get-TenableVlun,853de7ce-3ded-460f-8d11-1e74a3cb6c9b,Microsoft.Logic,Get-TenableVlun,c43b8623-548a-47a9-8189-d071f1e9ca04,"4/26/2021, 5:40:20.807 PM"
Add or Update Connection,Informational,Succeeded,Created (HTTP Status Code: 201),CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,616444bf-d057-4b84-b606-4d62111fc7ce,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""600909DA-A5B5-44D9-9112-BB38325F971C"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""Created"",
  ""serviceRequestId"": ""eastus:03885690-dfb5-465e-97cb-28e3f9cafc68"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector"",
  ""message"": ""Microsoft.Web/connections/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.187 PM","{
  ""action"": ""Microsoft.Web/connections/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector,616444bf-d057-4b84-b606-4d62111fc7ce,Azure Web Sites,azureloganalyticsdatacollector,a8391314-c8cb-43a8-a31b-63a9554e8c95,"4/26/2021, 5:40:19.332 PM"
Microsoft.Authorization/policies/modify/action,Informational,Succeeded,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,616444bf-d057-4b84-b606-4d62111fc7ce,inwafula@buildseccxpninja.onmicrosoft.com,,Policy,,"{
  ""isComplianceCheck"": ""False"",
  ""resourceLocation"": ""eastus"",
  ""ancestors"": ""ContosoBuildMG,5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b"",
  ""policies"": ""[{\""policyDefinitionId\"":\""/providers/Microsoft.Authorization/policyDefinitions/ea3f2387-9b95-492a-a190-fcdc54f7b070/\"",\""policyDefinitionName\"":\""ea3f2387-9b95-492a-a190-fcdc54f7b070\"",\""policyDefinitionEffect\"":\""modify\"",\""policyAssignmentId\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG/providers/Microsoft.Authorization/policyAssignments/8cdb58d6ced947079bd63c71/\"",\""policyAssignmentName\"":\""8cdb58d6ced947079bd63c71\"",\""policyAssignmentScope\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG\"",\""policyAssignmentParameters\"":{\""tagName\"":{\""value\"":\""createddate\""}},\""policyExemptionIds\"":[]},{\""policyDefinitionId\"":\""/providers/Microsoft.Authorization/policyDefinitions/ea3f2387-9b95-492a-a190-fcdc54f7b070/\"",\""policyDefinitionName\"":\""ea3f2387-9b95-492a-a190-fcdc54f7b070\"",\""policyDefinitionEffect\"":\""modify\"",\""policyAssignmentId\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG/providers/Microsoft.Authorization/policyAssignments/30662a5cc3524fc78a2e178d/\"",\""policyAssignmentName\"":\""30662a5cc3524fc78a2e178d\"",\""policyAssignmentScope\"":\""/providers/Microsoft.Management/managementGroups/ContosoBuildMG\"",\""policyAssignmentParameters\"":{\""tagName\"":{\""value\"":\""owner\""}},\""policyExemptionIds\"":[]}]"",
  ""fields"": ""[{\""operation\"":\""Add\"",\""field\"":\""tags[createddate]\"",\""value\"":\""04/19/2021\""},{\""operation\"":\""Add\"",\""field\"":\""tags[owner]\"",\""value\"":\""inwafula\""}]"",
  ""skippedFields"": ""[]"",
  ""conflictingFields"": """",
  ""eventCategory"": ""Policy"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector"",
  ""message"": ""Microsoft.Authorization/policies/modify/action"",
  ""hierarchy"": """"
}","4/26/2021, 5:41:37.185 PM","{
  ""action"": ""Microsoft.Web/connections/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector,616444bf-d057-4b84-b606-4d62111fc7ce,Azure Web Sites,azureloganalyticsdatacollector,b0da54b6-0594-4bbb-b573-ecf2863d9114,"4/26/2021, 5:40:05.597 PM"
Add or Update Connection,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,616444bf-d057-4b84-b606-4d62111fc7ce,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""600909DA-A5B5-44D9-9112-BB38325F971C"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector"",
  ""message"": ""Microsoft.Web/connections/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:41:37.185 PM","{
  ""action"": ""Microsoft.Web/connections/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Web/connections/azureloganalyticsdatacollector,616444bf-d057-4b84-b606-4d62111fc7ce,Azure Web Sites,azureloganalyticsdatacollector,72bf5226-4f58-4830-80c7-d0ccc1f311a5,"4/26/2021, 5:40:04.267 PM"
Gets workflow recommend operation groups,Informational,Succeeded,OK (HTTP Status Code: 200),CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1e9713eb-2ba5-4884-a910-0de72fba54e0,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""121BB8D5-F3C5-43C9-AAB8-408C98B214FC"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""eastus:83464c3f-8614-410a-b261-4ee6f4860b4a"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:49:37.165 PM","{
  ""action"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun,1e9713eb-2ba5-4884-a910-0de72fba54e0,Microsoft.Logic,Get-TenableVlun,253bc138-1e0c-437b-afed-a211fccbd64a,"4/26/2021, 5:48:53.554 PM"
Gets workflow recommend operation groups,Informational,Succeeded,OK (HTTP Status Code: 200),CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,8445128f-b38c-4180-8a59-738c93427774,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""1C5A6C53-B3E8-4126-95D6-DC1D3DBA2DE1"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""eastus:2833f3c9-2ef9-4e6e-9511-cdfbc605db21"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:49:37.165 PM","{
  ""action"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun,8445128f-b38c-4180-8a59-738c93427774,Microsoft.Logic,Get-TenableVlun,c3ea4779-5255-40b5-93f6-fe2a1c0fdb41,"4/26/2021, 5:48:53.504 PM"
Gets workflow recommend operation groups,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1e9713eb-2ba5-4884-a910-0de72fba54e0,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""121BB8D5-F3C5-43C9-AAB8-408C98B214FC"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:49:37.195 PM","{
  ""action"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun,1e9713eb-2ba5-4884-a910-0de72fba54e0,Microsoft.Logic,Get-TenableVlun,36637955-7c9c-4b1b-8200-830435339935,"4/26/2021, 5:48:52.037 PM"
Gets workflow recommend operation groups,Informational,Started,,CxE-inwafula,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,8445128f-b38c-4180-8a59-738c93427774,inwafula@buildseccxpninja.onmicrosoft.com,41.90.69.141,Administrative,"{
  ""clientRequestId"": ""1C5A6C53-B3E8-4126-95D6-DC1D3DBA2DE1"",
  ""clientIpAddress"": ""41.90.69.141"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun"",
  ""message"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:49:37.195 PM","{
  ""action"": ""Microsoft.Logic/locations/workflows/recommendOperationGroups/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/CxE-inwafula/providers/Microsoft.Logic/locations/eastus/workflows/Get-TenableVlun,8445128f-b38c-4180-8a59-738c93427774,Microsoft.Logic,Get-TenableVlun,07185c8a-1ef0-418a-ad57-a33d39c77a44,"4/26/2021, 5:48:52.027 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,b6dcd4df-469b-4a45-966a-87a2ef466201,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/d2185d67-41d8-4d11-87c0-08ac2c4fa393"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 5:48:26.163 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/d2185d67-41d8-4d11-87c0-08ac2c4fa393""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/d2185d67-41d8-4d11-87c0-08ac2c4fa393,b6dcd4df-469b-4a45-966a-87a2ef466201,Microsoft.SecurityInsights,d2185d67-41d8-4d11-87c0-08ac2c4fa393,69c4eefc-4efc-416f-959e-f1bbef8ceedb,"4/26/2021, 5:47:57.590 PM"
